date,stockyard_id,material_type,inbound_tonnes,outbound_tonnes,closing_stock_tonnes
2023-01-01,SY4,Wire_Rods,128.44329263187174,173.26432585198836,955.1789667798835
2023-01-01,SY4,TMT_Bars,159.58371380221385,138.51503266189735,1021.0686811403166
2023-01-01,SY4,Pig_Iron,365.2788208448855,200.41468064089457,1164.864140203991
2023-01-01,SY4,Billets,151.4238467896679,239.2703964348344,912.1534503548336
2023-01-01,SY5,HR_Coils,414.8067019815047,84.79596958622523,1330.0107323952795
2023-01-01,SY5,CR_Coils,346.2636220752435,286.30732615200066,1059.956295923243
2023-01-01,SY5,Plates,137.57633824917116,91.15169279955441,1046.4246454496167
2023-01-01,SY5,Wire_Rods,406.2098245370427,134.23142506126425,1271.9783994757786
2023-01-01,SY5,TMT_Bars,482.2286427872359,206.090760578788,1276.137882208448
2023-01-01,SY5,Pig_Iron,293.28012837766744,134.4158780582939,1158.8642503193737
2023-01-01,SY5,Billets,195.64989472534876,212.50520058782553,983.1446941375232
2023-01-02,SY1,HR_Coils,336.8115849041391,139.4782052247017,1387.0664090307052
2023-01-02,SY1,CR_Coils,467.11069853738104,240.45097382268065,1405.327281017191
2023-01-02,SY1,Plates,204.02695074809856,285.8414931019935,1190.6087903163839
2023-01-02,SY1,Wire_Rods,402.2156365866518,274.2767318079429,1318.45447437504
2023-01-02,SY1,TMT_Bars,154.48798583322048,58.249190307419354,1071.7933088781626
2023-01-02,SY1,Pig_Iron,297.16730628382925,162.0382172498601,1201.498862542514
2023-01-02,SY1,Billets,447.9215818327038,93.03635857039046,1500.8956616159908
2023-01-02,SY2,HR_Coils,109.43288707359393,182.3119493156631,1011.8748228983699
2023-01-02,SY2,CR_Coils,171.02644295786035,62.37724627124512,1304.614924712686
2023-01-02,SY2,Plates,108.88258216206306,85.60841388310823,1163.2910028179447
2023-01-02,SY2,Wire_Rods,250.34263374218014,270.9920820714784,963.8959293939178
2023-01-02,SY2,TMT_Bars,404.2298442748656,182.5420593546297,1470.5482083111146
2023-01-02,SY2,Pig_Iron,272.13790615113305,163.94976909471885,1223.9144133352422
2023-01-02,SY2,Billets,453.85776580675775,231.15778271565577,1481.1988376081702
2023-01-02,SY3,HR_Coils,168.8050058018239,284.9329719031188,1041.57933186596
2023-01-02,SY3,CR_Coils,409.16602152875396,58.53901859510542,1468.4533798484326
2023-01-02,SY3,Plates,300.90281122273007,213.1954489346799,1253.6727866715642
2023-01-02,SY3,Wire_Rods,124.39560126920233,138.26504397506557,1234.4436103541516
2023-01-02,SY3,TMT_Bars,359.3209846903261,254.02191858447023,1158.1810972919702
2023-01-02,SY3,Pig_Iron,490.8551582566275,80.40761323352001,1566.2971118535293
2023-01-02,SY3,Billets,352.96095584936666,273.1974210817956,1094.3206029458192
2023-01-02,SY4,HR_Coils,386.76714384950526,208.0999073527954,1166.0219452341116
2023-01-02,SY4,CR_Coils,185.76879000393257,253.8243311493059,1099.6183365684353
2023-01-02,SY4,Plates,324.9965532470137,77.8540575047512,1406.0571515415006
2023-01-02,SY4,Wire_Rods,474.2406966925267,297.09768432664737,1132.3219791457627
2023-01-02,SY4,TMT_Bars,315.068985481024,244.11977351819263,1092.0178931031478
2023-01-02,SY4,Pig_Iron,333.3250823636022,155.5514359422147,1342.6377866253783
2023-01-02,SY4,Billets,263.64321348694307,291.0785747259339,884.7180891158426
2023-01-02,SY5,HR_Coils,247.5145985729679,172.61354678619267,1404.9117841820548
2023-01-02,SY5,CR_Coils,199.3963143461726,113.32051361130381,1146.0320966581119
2023-01-02,SY5,Plates,242.4908381656589,281.19440906436955,1007.7210745509061
2023-01-02,SY5,Wire_Rods,258.6152212138321,188.07237718729,1342.5212435023209
2023-01-02,SY5,TMT_Bars,318.30138663625996,195.78781441454797,1398.65145443016
2023-01-02,SY5,Pig_Iron,428.01737347858415,275.3003519711556,1311.5812718268023
2023-01-02,SY5,Billets,183.49874694849223,265.1118204935932,901.5316205924222
2023-01-03,SY1,HR_Coils,319.08285092297797,281.11738232752987,1425.0318776261533
2023-01-03,SY1,CR_Coils,466.46262998885027,147.35832276716536,1724.4315882388757
2023-01-03,SY1,Plates,360.7506963009638,267.85279689550225,1283.5066897218453
2023-01-03,SY1,Wire_Rods,253.88354920463092,60.95634313529015,1511.381680444381
2023-01-03,SY1,TMT_Bars,243.92313846580785,141.3510406517998,1174.3654066921706
2023-01-03,SY1,Pig_Iron,422.6982403413275,127.40586998490748,1496.7912328989341
2023-01-03,SY1,Billets,457.59347872561176,187.16038448670207,1771.3287558549005
2023-01-03,SY2,HR_Coils,334.461673265786,251.7518869844671,1094.5846091796889
2023-01-03,SY2,CR_Coils,153.83009225143303,54.48540530881358,1403.9596116553055
2023-01-03,SY2,Plates,122.64587019541389,57.66588356041678,1228.2709894529416
2023-01-03,SY2,Wire_Rods,379.9579519710764,111.24277175924622,1232.611109605748
2023-01-03,SY2,TMT_Bars,442.9688434090838,270.71875430501905,1642.7982974151794
2023-01-03,SY2,Pig_Iron,242.43478924815585,98.70633907430988,1367.642863509088
2023-01-03,SY2,Billets,299.52478990609063,253.95209252104672,1526.7715349932141
2023-01-03,SY3,HR_Coils,373.95678950786225,56.43556409653534,1359.1005572772872
2023-01-03,SY3,CR_Coils,102.86022111942894,78.45088203276636,1492.862718935095
2023-01-03,SY3,Plates,234.7095224362513,184.22055253814472,1304.1617565696706
2023-01-03,SY3,Wire_Rods,427.03397735433447,85.69819050297426,1575.7793972055117
2023-01-03,SY3,TMT_Bars,160.99160668158513,265.90759891589244,1053.2651050576628
2023-01-03,SY3,Pig_Iron,469.6099697443528,187.8223505389131,1848.084731058969
2023-01-03,SY3,Billets,413.9570412410589,135.66777948030858,1372.6098647065696
2023-01-03,SY4,HR_Coils,478.50675242298433,276.220112997202,1368.308584659894
2023-01-03,SY4,CR_Coils,439.84197822458606,53.245397291322476,1486.214917501699
2023-01-03,SY4,Plates,309.31923373814277,56.66545056058207,1658.7109347190612
2023-01-03,SY4,Wire_Rods,370.9782215375084,95.86090757336436,1407.4392931099069
2023-01-03,SY4,TMT_Bars,355.791984385351,74.48964855364696,1373.320228934852
2023-01-03,SY4,Pig_Iron,402.6464598445627,231.6119974405926,1513.6722490293484
2023-01-03,SY4,Billets,101.84395339643908,248.0132923970447,738.5487501152371
2023-01-03,SY5,HR_Coils,165.51492970889274,77.32253432502674,1493.104179565921
2023-01-03,SY5,CR_Coils,300.0988824530741,197.52280466832966,1248.6081744428564
2023-01-03,SY5,Plates,141.24232372891484,126.18714336782307,1022.7762549119979
2023-01-03,SY5,Wire_Rods,263.11796090617764,285.9040045500868,1319.7351998584118
2023-01-03,SY5,TMT_Bars,200.52890312751038,115.12201139580745,1484.0583461618628
2023-01-03,SY5,Pig_Iron,363.7580908647515,231.78812319485107,1443.5512394967027
2023-01-03,SY5,Billets,104.32886320046583,83.50771317895592,922.3527706139322
2023-01-04,SY1,HR_Coils,243.07641441996296,208.00275194269435,1460.1055401034218
2023-01-04,SY1,CR_Coils,153.64760567011103,139.2372788601403,1738.8419150488464
2023-01-04,SY1,Plates,132.08104546660783,192.77845834947524,1222.809276838978
2023-01-04,SY1,Wire_Rods,270.5461320300658,247.0203070619196,1534.9075054125271
2023-01-04,SY1,TMT_Bars,329.5553763526966,214.77689203462504,1289.1438910102422
2023-01-04,SY1,Pig_Iron,368.4633243858989,197.40214795157956,1667.8524093332535
2023-01-04,SY1,Billets,106.43681702390602,258.0148203060911,1619.7507525727156
2023-01-04,SY2,HR_Coils,466.6798328413157,183.5600655849722,1377.7043764360324
2023-01-04,SY2,CR_Coils,144.86331836292123,213.67538624609696,1335.14754377213
2023-01-04,SY2,Plates,245.49211378382458,68.3200186526393,1405.443084584127
2023-01-04,SY2,Wire_Rods,441.682833471317,227.92833858338307,1446.365604493682
2023-01-04,SY2,TMT_Bars,421.93003068139234,249.03167583524353,1815.6966522613282
2023-01-04,SY2,Pig_Iron,243.071333294123,170.55325259295782,1440.1609442102533
2023-01-04,SY2,Billets,193.46178066287723,238.72413395401932,1481.5091817020718
2023-01-04,SY3,HR_Coils,309.5846942059544,212.5013913306247,1456.183860152617
2023-01-04,SY3,CR_Coils,242.64891967652568,219.7956327000034,1515.7160059116172
2023-01-04,SY3,Plates,368.4818791109349,242.53965295307003,1430.1039827275354
2023-01-04,SY3,Wire_Rods,162.17499687470507,205.91709402246397,1532.0373000577529
2023-01-04,SY3,TMT_Bars,451.79054172332155,73.54030554493255,1431.5153412360517
2023-01-04,SY3,Pig_Iron,484.29866832147053,101.9457809057588,2230.4376184746807
2023-01-04,SY3,Billets,474.61854020559815,267.0049780873585,1580.2234268248092
2023-01-04,SY4,HR_Coils,408.0752544778166,102.35854760724735,1674.0252915304632
2023-01-04,SY4,CR_Coils,186.57520057230408,114.82621437272948,1557.9639037012735
2023-01-04,SY4,Plates,424.18257292761444,96.92232132711946,1985.971186319556
2023-01-04,SY4,Wire_Rods,332.33631065681374,244.38226092980292,1495.3933428369178
2023-01-04,SY4,TMT_Bars,284.2520298306677,260.18651694013084,1397.3857418253888
2023-01-04,SY4,Pig_Iron,324.84119932350774,198.7813475160209,1639.7321008368353
2023-01-04,SY4,Billets,370.7133237017823,261.49475990896457,847.7673139080548
2023-01-04,SY5,HR_Coils,101.85359796734232,148.13881973116594,1446.8189578020972
2023-01-04,SY5,CR_Coils,485.1966066866401,74.66794124832688,1659.1368398811696
2023-01-04,SY5,Plates,193.37940587783694,192.7327696601185,1023.4228911297164
2023-01-04,SY5,Wire_Rods,443.15189768250167,74.30083317373962,1688.5862643671737
2023-01-04,SY5,TMT_Bars,101.6121624549196,221.7554622480437,1363.9150463687388
2023-01-04,SY5,Pig_Iron,338.92081927061685,117.76512596957419,1664.7069327977454
2023-01-04,SY5,Billets,483.0459670443018,189.7874750906044,1215.6112625676296
2023-01-05,SY1,HR_Coils,365.36532916966377,144.69554889757927,1680.7753203755062
2023-01-05,SY1,CR_Coils,468.63528179806843,119.01915865211181,2088.458038194803
2023-01-05,SY1,Plates,399.51501123650377,79.16651571287996,1543.1577723626017
2023-01-05,SY1,Wire_Rods,315.11461364999207,194.44739103810073,1655.5747280244186
2023-01-05,SY1,TMT_Bars,175.34142575240412,130.9441857475365,1333.5411310151098
2023-01-05,SY1,Pig_Iron,171.47887877221643,261.2565215051748,1578.074766600295
2023-01-05,SY1,Billets,362.875623996055,161.60852319559223,1821.0178533731785
2023-01-05,SY2,HR_Coils,322.3921001802987,136.01038762846719,1564.0860889878638
2023-01-05,SY2,CR_Coils,271.4957304305267,204.84295018619216,1401.8003240164644
2023-01-05,SY2,Plates,184.59144035425112,83.52407281313721,1506.5104521252408
2023-01-05,SY2,Wire_Rods,477.78355727072494,109.21361643763967,1814.9355453267672
2023-01-05,SY2,TMT_Bars,298.0897787921341,240.3806290558722,1873.40580199759
2023-01-05,SY2,Pig_Iron,322.43336351121343,208.71867011683764,1553.875637604629
2023-01-05,SY2,Billets,165.37317877921924,148.73211902962365,1498.1502414516674
2023-01-05,SY3,HR_Coils,376.09470140201176,102.44655958602684,1729.8320019686018
2023-01-05,SY3,CR_Coils,293.4226019638171,197.31243754490043,1611.826170330534
2023-01-05,SY3,Plates,415.7331180294382,104.08552488306938,1741.7515758739041
2023-01-05,SY3,Wire_Rods,491.2367735399298,291.85658730028854,1731.4174862973941
2023-01-05,SY3,TMT_Bars,104.91740815391597,141.99438058841997,1394.4383688015478
2023-01-05,SY3,Pig_Iron,127.13580658094443,129.3116491599078,2228.2617758957176
2023-01-05,SY3,Billets,342.8251544051447,202.18413195296966,1720.8644492769843
2023-01-05,SY4,HR_Coils,138.66550461980344,219.27958409270477,1593.411212057562
2023-01-05,SY4,CR_Coils,438.5355294144096,207.79113212492337,1788.7083009907597
2023-01-05,SY4,Plates,223.98637700051643,50.62376443708692,2159.333798882986
2023-01-05,SY4,Wire_Rods,359.3634136687434,219.43849564137597,1635.318260864285
2023-01-05,SY4,TMT_Bars,383.49970630484086,59.815140276306536,1721.0703078539232
2023-01-05,SY4,Pig_Iron,306.57910429857634,153.35781589298165,1792.9533892424301
2023-01-05,SY4,Billets,406.93930778037725,230.6723069967077,1024.0343146917244
2023-01-05,SY5,HR_Coils,480.2643320876484,274.37750585272937,1652.7057840370162
2023-01-05,SY5,CR_Coils,323.20271802030607,295.1184803687339,1687.2210775327417
2023-01-05,SY5,Plates,160.0851236667392,51.78967089883564,1131.7183438976201
2023-01-05,SY5,Wire_Rods,143.13313959736615,138.77795781222997,1692.94144615231
2023-01-05,SY5,TMT_Bars,402.10374599889474,145.7667099231735,1620.25208244446
2023-01-05,SY5,Pig_Iron,412.2407870889224,235.69603441545738,1841.2516854712105
2023-01-05,SY5,Billets,417.73992035788194,96.81807804988128,1536.5331048756304
2023-01-06,SY1,HR_Coils,306.4134080253805,228.17294712451948,1759.0157812763673
2023-01-06,SY1,CR_Coils,213.66988146362388,259.50660465413347,2042.6213150042934
2023-01-06,SY1,Plates,411.724786342756,79.96913193753758,1874.91342676782
2023-01-06,SY1,Wire_Rods,187.1551940065141,109.34334893938478,1733.3865730915481
2023-01-06,SY1,TMT_Bars,451.3906222080742,96.68171808488883,1688.250035138295
2023-01-06,SY1,Pig_Iron,348.8385169139198,66.22801767981878,1860.6852658343962
2023-01-06,SY1,Billets,321.0021426550053,85.313025579916,2056.706970448268
2023-01-06,SY2,HR_Coils,330.198289955542,141.94893090762707,1752.3354480357789
2023-01-06,SY2,CR_Coils,342.2730920047834,148.61080558884672,1595.462610432401
2023-01-06,SY2,Plates,441.71808447134595,239.24443249777093,1708.9841040988158
2023-01-06,SY2,Wire_Rods,437.88088375599335,105.51305440882717,2147.3033746739334
2023-01-06,SY2,TMT_Bars,159.5263953362219,189.3336670939684,1843.5985302398435
2023-01-06,SY2,Pig_Iron,449.13328489490044,77.65598912413157,1925.352933375398
2023-01-06,SY2,Billets,193.55527264365816,236.49955459775754,1455.205959497568
2023-01-06,SY3,HR_Coils,286.14439110845694,200.8658259296592,1815.1105671473995
2023-01-06,SY3,CR_Coils,336.7017696885153,153.08874025784917,1795.4391997612001
2023-01-06,SY3,Plates,382.2809227865608,263.06728580551646,1860.9652128549487
2023-01-06,SY3,Wire_Rods,463.10281962806823,61.602899668252704,2132.9174062572097
2023-01-06,SY3,TMT_Bars,321.4424510526104,60.09288635971392,1655.7879334944444
2023-01-06,SY3,Pig_Iron,460.37204421479464,157.31645184612188,2531.3173682643906
2023-01-06,SY3,Billets,460.21016400089,96.92085246270969,2084.1537608151643
2023-01-06,SY4,HR_Coils,164.94849614127662,277.08103573533174,1481.2786724635066
2023-01-06,SY4,CR_Coils,475.3502332176516,241.6974084990771,2022.3611257093344
2023-01-06,SY4,Plates,188.81014912545663,92.99634819302622,2255.147599815416
2023-01-06,SY4,Wire_Rods,399.205229126751,208.69367913466144,1825.8298108563747
2023-01-06,SY4,TMT_Bars,448.8306632863954,119.20285459047665,2050.698116549842
2023-01-06,SY4,Pig_Iron,218.14285610415317,232.9102798775662,1778.1859654690172
2023-01-06,SY4,Billets,207.14744311367207,165.59430797632712,1065.5874498290693
2023-01-06,SY5,HR_Coils,308.0568572213848,217.29613071639014,1743.4665105420108
2023-01-06,SY5,CR_Coils,237.75340309979626,264.5842449249791,1660.390235707559
2023-01-06,SY5,Plates,260.9316107255489,60.34332425867973,1332.3066303644891
2023-01-06,SY5,Wire_Rods,126.80083727725919,292.89334157777466,1526.8489418517945
2023-01-06,SY5,TMT_Bars,348.8171173866296,172.7320095888279,1796.3371902422618
2023-01-06,SY5,Pig_Iron,447.87225050522756,229.22117249433694,2059.9027634821014
2023-01-06,SY5,Billets,172.55685339851726,51.82307612296792,1657.2668821511797
2023-01-07,SY1,HR_Coils,492.85212111666897,207.30401102577915,2044.5638913672572
2023-01-07,SY1,CR_Coils,290.8296937797031,286.16403567557495,2047.2869731084213
2023-01-07,SY1,Plates,247.68306143924138,230.6381542493139,1891.9583339577478
2023-01-07,SY1,Wire_Rods,368.0457105265751,219.25536158417057,1882.1769220339527
2023-01-07,SY1,TMT_Bars,370.8530774493286,52.60683259162492,2006.496279995999
2023-01-07,SY1,Pig_Iron,429.72081770532,280.73848646697553,2009.6675970727408
2023-01-07,SY1,Billets,279.7397542100189,190.1209070661564,2146.32581759213
2023-01-07,SY2,HR_Coils,229.8862662148962,246.2680280964258,1735.9536861542495
2023-01-07,SY2,CR_Coils,394.6405283942484,234.62525340999787,1755.4778854166516
2023-01-07,SY2,Plates,393.96913844635014,104.63597345293266,1998.3172690922336
2023-01-07,SY2,Wire_Rods,145.00911536726505,127.68856171458525,2164.623928326613
2023-01-07,SY2,TMT_Bars,330.15170404218395,149.8808425131582,2023.8693917688693
2023-01-07,SY2,Pig_Iron,199.6983345078233,55.57219182831048,2069.4790760549104
2023-01-07,SY2,Billets,148.45324786249,76.3329743173251,1527.326233042733
2023-01-07,SY3,HR_Coils,482.6556911228068,244.7062408757276,2053.060017394479
2023-01-07,SY3,CR_Coils,149.100744308691,166.80265978147247,1777.7372842884188
2023-01-07,SY3,Plates,361.79442786614203,290.2583636809905,1932.5012770401004
2023-01-07,SY3,Wire_Rods,207.58556645645632,116.0116833132576,2224.4912894004087
2023-01-07,SY3,TMT_Bars,327.3030605867897,264.34445839613636,1718.7465356850976
2023-01-07,SY3,Pig_Iron,211.8484712445487,81.45631007605445,2661.709529432885
2023-01-07,SY3,Billets,206.45206682097862,162.26682072835848,2128.339006907784
2023-01-07,SY4,HR_Coils,243.9813225636851,265.30324734724,1459.9567476799516
2023-01-07,SY4,CR_Coils,477.1781871363102,144.61246737823984,2354.9268454674047
2023-01-07,SY4,Plates,429.36852139033175,67.15282558762138,2617.3632956181264
2023-01-07,SY4,Wire_Rods,321.4813258878956,257.9259191115973,1889.385217632673
2023-01-07,SY4,TMT_Bars,267.4492978385399,85.85845894953866,2232.288955438843
2023-01-07,SY4,Pig_Iron,213.6360294247789,172.97690824399893,1818.8450866497972
2023-01-07,SY4,Billets,437.39893839647067,237.14931797258205,1265.8370702529578
2023-01-07,SY5,HR_Coils,133.4302156620448,186.5393360353207,1690.3573901687348
2023-01-07,SY5,CR_Coils,448.9403147181283,194.27755961642998,1915.0529908092574
2023-01-07,SY5,Plates,125.97502239857926,255.7800785676574,1202.501574195411
2023-01-07,SY5,Wire_Rods,462.70787903095754,147.2972376423972,1842.259583240355
2023-01-07,SY5,TMT_Bars,224.0547501691362,185.83765841212295,1834.5542819992752
2023-01-07,SY5,Pig_Iron,493.6352302318317,259.3660641671022,2294.171929546831
2023-01-07,SY5,Billets,424.4223169083634,98.28587911056786,1983.4033199489754
2023-01-08,SY1,HR_Coils,458.06615017248953,188.98643324032662,2313.64360829942
2023-01-08,SY1,CR_Coils,466.7514620644424,212.92766519668695,2301.1107699761765
2023-01-08,SY1,Plates,433.6668461300843,91.38142932454036,2234.2437507632917
2023-01-08,SY1,Wire_Rods,382.6085854397164,114.31303419977944,2150.4724732738896
2023-01-08,SY1,TMT_Bars,167.56087879272553,193.49558227914014,1980.5615765095843
2023-01-08,SY1,Pig_Iron,341.09644552044625,172.65445186280058,2178.1095907303866
2023-01-08,SY1,Billets,135.61632204011636,111.18725600063074,2170.7548836316155
2023-01-08,SY2,HR_Coils,194.18035523699135,128.4255150033859,1801.7085263878548
2023-01-08,SY2,CR_Coils,351.2261613323234,159.49681738904613,1947.207229359929
2023-01-08,SY2,Plates,487.35404864839217,53.961011171246255,2431.7103065693796
2023-01-08,SY2,Wire_Rods,186.3613667932799,193.3518483149953,2157.633446804898
2023-01-08,SY2,TMT_Bars,451.735797082674,58.4767901654072,2417.128398686136
2023-01-08,SY2,Pig_Iron,453.44442849241136,176.8183659859271,2346.1051385613946
2023-01-08,SY2,Billets,414.19334369408267,287.16294164836927,1654.3566350884464
2023-01-08,SY3,HR_Coils,186.16176338705293,196.97747585723093,2042.2443049243009
2023-01-08,SY3,CR_Coils,453.4675769247948,261.1026684801797,1970.1021927330337
2023-01-08,SY3,Plates,308.38575540482327,287.3730665452289,1953.5139658996945
2023-01-08,SY3,Wire_Rods,383.3778138458486,181.02857230542548,2426.840530940832
2023-01-08,SY3,TMT_Bars,123.16089966796247,171.82646345655237,1670.0809718965077
2023-01-08,SY3,Pig_Iron,268.7602421672848,126.31325671456062,2804.1565148856093
2023-01-08,SY3,Billets,477.15656534808625,281.4250041057851,2324.070568150085
2023-01-08,SY4,HR_Coils,234.91375057046704,158.94069803715922,1535.9298002132596
2023-01-08,SY4,CR_Coils,400.7277393267066,258.7642841459552,2496.8903006481564
2023-01-08,SY4,Plates,144.0314411448551,172.69871762602918,2588.6960191369526
2023-01-08,SY4,Wire_Rods,465.8018217237286,216.14700669848688,2139.0400326579143
2023-01-08,SY4,TMT_Bars,317.1865431843738,229.51111604151623,2319.9643825817006
2023-01-08,SY4,Pig_Iron,364.5726573193072,285.5622184361598,1897.8555255329445
2023-01-08,SY4,Billets,465.0545429063411,149.44396466686965,1581.4476484924294
2023-01-08,SY5,HR_Coils,112.80769504408576,133.169152869759,1669.9959323430614
2023-01-08,SY5,CR_Coils,181.1559622116904,82.88807076478581,2013.320882256162
2023-01-08,SY5,Plates,455.17750438039695,227.48284485820517,1430.1962337176028
2023-01-08,SY5,Wire_Rods,113.03147245168029,279.93846089064334,1675.3525948013917
2023-01-08,SY5,TMT_Bars,461.20370884609605,287.3473230451788,2008.4106678001924
2023-01-08,SY5,Pig_Iron,431.95039913446107,69.71931755659764,2656.4030111246943
2023-01-08,SY5,Billets,349.1180612358956,70.77198959857465,2261.7493915862965
2023-01-09,SY1,HR_Coils,385.3585327005026,99.25225271151609,2599.7498882884065
2023-01-09,SY1,CR_Coils,474.3249345455541,283.54276588726725,2491.8929386344635
2023-01-09,SY1,Plates,337.8410571972318,238.16897849045813,2333.9158294700655
2023-01-09,SY1,Wire_Rods,443.2614078896659,147.28654812166113,2446.447333041894
2023-01-09,SY1,TMT_Bars,331.67637896795804,94.00586205917071,2218.2320934183717
2023-01-09,SY1,Pig_Iron,494.19850207570676,282.3509563777268,2389.9571364283665
2023-01-09,SY1,Billets,293.3683150421124,188.33359192390267,2275.7896067498255
2023-01-09,SY2,HR_Coils,274.67895390010824,50.41574137924183,2025.9717389087214
2023-01-09,SY2,CR_Coils,191.9991310682314,75.41204399283201,2063.7943164353283
2023-01-09,SY2,Plates,229.15959270172382,109.05885853199507,2551.811040739108
2023-01-09,SY2,Wire_Rods,404.6566189523398,176.19924411950862,2386.0908216377293
2023-01-09,SY2,TMT_Bars,426.797695436796,208.92446198209376,2635.001632140838
2023-01-09,SY2,Pig_Iron,362.4906048442616,269.06130235483977,2439.5344410508164
2023-01-09,SY2,Billets,438.87655434836734,65.82417128621239,2027.4090181506012
2023-01-09,SY3,HR_Coils,331.33957679657556,153.27249567273012,2220.3113860481462
2023-01-09,SY3,CR_Coils,339.85497517121286,265.6598755940107,2044.2972923102357
2023-01-09,SY3,Plates,104.81879024331215,52.74200522474508,2005.5907509182618
2023-01-09,SY3,Wire_Rods,125.02192391544904,268.72131384730426,2283.141141008977
2023-01-09,SY3,TMT_Bars,241.39274896032856,142.80764226816189,1768.6660785886743
2023-01-09,SY3,Pig_Iron,238.1612932611406,107.74062676269307,2934.577181384057
2023-01-09,SY3,Billets,115.54501041203204,276.62841038228885,2162.9871681798277
2023-01-09,SY4,HR_Coils,193.14964134694068,273.4851003266657,1455.5943412335346
2023-01-09,SY4,CR_Coils,482.2845885670981,194.16291204533587,2785.0119771699187
2023-01-09,SY4,Plates,248.90944925488952,241.44931994027704,2596.156148451565
2023-01-09,SY4,Wire_Rods,110.15317842485159,282.21672278781654,1966.9764882949491
2023-01-09,SY4,TMT_Bars,263.1665231757486,127.15053552706807,2455.980370230381
2023-01-09,SY4,Pig_Iron,150.7739785574429,288.79257972417383,1759.8369243662137
2023-01-09,SY4,Billets,424.41198405263134,230.98512441298175,1774.874508132079
2023-01-09,SY5,HR_Coils,472.3858280568428,289.9577862102149,1852.4239741896893
2023-01-09,SY5,CR_Coils,207.37879058936238,246.63124109876765,1974.0684317467567
2023-01-09,SY5,Plates,406.79251063189884,189.32904799934292,1647.6596963501588
2023-01-09,SY5,Wire_Rods,160.1702039405933,285.08636863616965,1550.4364301058151
2023-01-09,SY5,TMT_Bars,226.15288625919158,194.71984108018253,2039.8437129792014
2023-01-09,SY5,Pig_Iron,107.75210799719189,157.28622583300842,2606.868893288878
2023-01-09,SY5,Billets,346.75766303656746,145.23995311094401,2463.26710151192
2023-01-10,SY1,HR_Coils,290.84252869803623,98.00629799254463,2792.5861189938983
2023-01-10,SY1,CR_Coils,240.08871038442723,230.8410727752044,2501.140576243686
2023-01-10,SY1,Plates,487.8847639136463,167.1966837752726,2654.603909608439
2023-01-10,SY1,Wire_Rods,374.4186497242289,294.04700502798386,2526.8189777381394
2023-01-10,SY1,TMT_Bars,409.91676820387033,52.53265923124171,2575.6162023910006
2023-01-10,SY1,Pig_Iron,474.2162563743898,266.6416397138516,2597.5317530889047
2023-01-10,SY1,Billets,208.4451516016779,95.38784651923217,2388.8469118322714
2023-01-10,SY2,HR_Coils,459.6897035848719,222.17270122055336,2263.48874127304
2023-01-10,SY2,CR_Coils,194.7963322486562,228.4704537535801,2030.1201949304043
2023-01-10,SY2,Plates,340.0899348026481,127.3037632453183,2764.597212296438
2023-01-10,SY2,Wire_Rods,322.70914064325996,181.8168694119007,2526.9830928690885
2023-01-10,SY2,TMT_Bars,303.90971192072277,179.3416370270528,2759.5697070345077
2023-01-10,SY2,Pig_Iron,100.16214207613427,117.15835333812193,2422.538229788829
2023-01-10,SY2,Billets,272.3468146779039,81.8133303295157,2217.942502498989
