date,route,congestion_level,weather_condition,temperature_celsius,rainfall_mm,visibility_km,traffic_incidents,average_speed_kmh,railway_disruption_flag
2023-01-06,Durgapur,0.4867350816109012,Clear,23.691758502220182,3.1470576156329293,17.68799618901707,4,44.6344416608746,0
2023-01-06,Haldia,0.6451995911141771,Clear,23.81432902698672,3.3429528516030773,9.831566179510766,1,57.610835801044566,0
2023-01-07,Kolkata,0.23219779287743175,Foggy,25.5779874280974,4.875685546147584,11.093718088334064,0,60.446633117623705,0
2023-01-07,Patna,0.39991249102608595,Clear,26.917027224746086,1.9353816494357163,18.432735276456555,0,40.72769983858609,0
2023-01-07,Ranchi,0.48883829632304604,Rainy,30.020365668308933,4.161490679501279,3.947839301809552,0,48.33314535281261,0
2023-01-07,Durgapur,0.21686209757848726,Clear,18.69812455056833,3.103690230202105,10.1263721963605,1,65.04895445754272,0
2023-01-07,Haldia,0.5494922090344663,Stormy,36.00478243034982,2.794782256543459,19.975379007812833,0,79.11390136117674,0
2023-01-08,Kolkata,0.3927336729727987,Clear,36.883443835299616,2.919810946027284,5.195400413611334,0,69.35522835802615,0
2023-01-08,Patna,0.34582899722080096,Foggy,18.90976605645678,2.659504108880783,10.080489779216968,2,63.30637671321006,0
2023-01-08,Ranchi,0.3430827305816908,Foggy,31.77165657403183,2.5401440508044133,11.673372030143726,2,44.53271813228331,0
2023-01-08,Durgapur,0.2967324615201029,Stormy,38.3037054476533,4.506342842414793,11.710522541727986,1,67.1416485357459,0
2023-01-08,Haldia,0.7522101610005218,Rainy,21.10046820728003,2.879750609352194,5.273606633421204,4,48.39222778777014,0
2023-01-09,Kolkata,0.4247673866149031,Stormy,17.97323644692922,2.3882583175629235,6.187657442867031,2,67.36817898734323,0
2023-01-09,Patna,0.48459271440575136,Clear,34.209942337397266,0.21589290615449785,14.773502682588228,2,42.906780082009966,0
2023-01-09,Ranchi,0.28234605165007387,Clear,20.832289642860687,2.6791167156737448,2.2919538721042425,0,63.45522848358496,0
2023-01-09,Durgapur,0.469758429487057,Clear,29.54024481581518,4.594861782362324,2.800854508744645,1,71.24404462385552,0
2023-01-09,Haldia,0.6451495878015334,Clear,34.79079251063488,3.363176368146762,9.109259789177104,0,73.36495341448958,0
2023-01-10,Kolkata,0.423087425735689,Clear,24.83934922438253,2.988465967642683,5.060417784219417,0,44.50177629202531,0
2023-01-10,Patna,0.3979825393972083,Clear,37.067527555791315,1.6444955075949963,10.687119217369503,0,64.25193639556483,0
2023-01-10,Ranchi,0.4240524080625942,Clear,28.012637823712154,3.009036364624481,12.94546457422636,1,65.03436272366882,0
2023-01-10,Durgapur,0.32667179329572604,Clear,35.50737939783159,4.536847367868326,13.133753787245801,1,77.6250281133061,1
2023-01-10,Haldia,0.7805064305527477,Clear,17.33046729337862,4.426809151462157,1.3158217678440842,1,55.97531292377673,1
2023-01-11,Kolkata,0.4914582303924415,Clear,25.838914673622376,0.11596834772246656,4.5348712685676045,0,40.43807217573192,0
2023-01-11,Patna,0.48193602007667774,Clear,15.442173611782223,1.0761212447970498,8.868119866211845,0,46.28606971994199,0
2023-01-11,Ranchi,0.49778284334321693,Rainy,36.66821289041843,2.176263804106094,1.1135916850669996,1,63.05195228094545,0
2023-01-11,Durgapur,0.42495160354435746,Clear,35.23746168571877,3.556848423118651,18.769189669349707,2,61.00552920085294,1
2023-01-11,Haldia,0.7809497943761503,Clear,36.707385424338504,1.9288623034667685,18.619876126422632,1,68.36199850437913,1
2023-01-12,Kolkata,0.2295226323226684,Clear,15.757979443296483,2.05689213725163,9.591645299810228,1,50.71604015162833,0
2023-01-12,Patna,0.3049629830339383,Clear,23.451997148857252,4.474020259986397,17.931230294754876,2,43.12685716266424,0
2023-01-12,Ranchi,0.4715146806163763,Clear,21.207531412973932,0.2513172321197965,15.43575929960571,2,66.10510838401552,0
2023-01-12,Durgapur,0.2775972175326333,Rainy,15.42740713340373,0.6286171578867811,18.345725360852228,1,66.27827950747879,0
2023-01-12,Haldia,0.6010932183011344,Clear,33.179795492834586,1.4460343605633574,3.951868284196685,1,64.9664634483507,0
2023-01-13,Kolkata,0.48710754460860844,Clear,30.149363229764603,0.2772512254561976,18.965204346969927,1,61.053659246101475,0
2023-01-13,Patna,0.4246938871166799,Stormy,38.717143582492525,0.16262049250453603,13.144444407228162,0,40.21730112518047,0
2023-01-13,Ranchi,0.4974003375205449,Clear,31.492238610935313,3.065656210235143,15.99939919963244,3,75.0746231794133,0
2023-01-13,Durgapur,0.3977533127247893,Clear,38.45691819389559,3.5270201876284846,10.112548539411344,1,65.43385991149292,1
2023-01-13,Haldia,0.5684045007939393,Clear,33.765437596969036,4.5925510902687305,8.006957698690087,4,41.30009852208064,0
2023-01-14,Kolkata,0.45014969879722316,Clear,17.0623142369741,4.7882672984784405,8.221319883860398,0,44.615064553111566,0
2023-01-14,Patna,0.33551685038681023,Clear,35.68387081263073,4.2690640233117065,14.56441302936621,1,60.59593181406739,0
2023-01-14,Ranchi,0.37005481108888805,Rainy,16.49660252420116,3.242436478423568,17.505116823909923,0,62.15310094615591,0
2023-01-14,Durgapur,0.48825178884757164,Clear,33.17295045865244,2.9144824862273917,7.488400911499193,0,53.173361216185995,0
2023-01-14,Haldia,0.6904171277165103,Clear,39.82431638974646,3.730023884499276,4.588542217618808,4,72.54805636152787,0
2023-01-15,Kolkata,0.3499029193519312,Rainy,27.606611765297146,3.203632213206303,13.292647816201669,1,57.435536504417,0
2023-01-15,Patna,0.35813910436099905,Rainy,16.156383484429814,2.30010219408154,2.340006148471849,1,53.83294410196135,0
2023-01-15,Ranchi,0.30398617085628055,Rainy,36.54668102728768,3.184315588853652,3.96959045764805,1,50.89627673424869,0
2023-01-15,Durgapur,0.4830303730712867,Clear,30.348751227927735,1.9415446338648583,14.794605775077578,1,60.82152172271164,0
2023-01-15,Haldia,0.777576231818756,Clear,38.66232442542133,2.0963510745835916,17.59689315747955,1,79.52395057244146,0
2023-01-16,Kolkata,0.2584424122042463,Clear,26.577231760948212,2.9300906041693686,2.1604947948209845,0,58.29647362997356,0
2023-01-16,Patna,0.22393260180400162,Clear,34.51375904795171,2.745493444383977,10.077309137653929,0,79.22188773338891,0
2023-01-16,Ranchi,0.33483150358875513,Clear,33.41601319500579,1.3781389504786463,2.5249035172650816,1,42.25342649535862,0
2023-01-16,Durgapur,0.33421600310251753,Clear,23.466468770703454,0.1437161896124145,19.621254700433546,1,49.61211947295163,0
2023-01-16,Haldia,0.7151037861721827,Rainy,26.030640469972116,2.7335203973475224,1.8191523709248627,2,44.31001875772005,0
2023-01-17,Kolkata,0.4749399402957472,Rainy,16.702619322201304,1.8971482709035736,14.652525885875344,0,65.71465356913414,0
2023-01-17,Patna,0.22888568633200923,Rainy,25.937457951095205,0.804087735386767,18.61130623892415,2,65.75316358454369,0
2023-01-17,Ranchi,0.24108495440180477,Foggy,35.432662019150115,0.6867298830284019,7.1336481532286875,0,53.8067263062562,0
2023-01-17,Durgapur,0.20107499942515109,Clear,36.68084231974782,1.5562885660345926,14.759280107961732,0,62.28773893346533,0
2023-01-17,Haldia,0.6223626243078804,Rainy,30.853528100780526,3.6596370239399296,5.339892253081052,1,63.91650462449087,0
2023-01-18,Kolkata,0.42087746190745146,Clear,31.284703344672383,0.7808508409882231,5.390931765872722,1,43.905779085665635,0
2023-01-18,Patna,0.23699898444188253,Foggy,18.481554236467936,3.407621279873814,12.37155232450818,2,77.84575348344711,0
2023-01-18,Ranchi,0.4915631344331792,Clear,28.18103760169374,2.9205650327452815,11.70178474535403,1,42.59772195833284,0
2023-01-18,Durgapur,0.3680683496489702,Foggy,26.87604354415516,1.6057495290343056,14.8936777383549,1,40.47472195598631,0
2023-01-18,Haldia,0.5307782852351032,Clear,19.20185722959891,4.9351737499374115,10.14878608554448,2,50.88741975760513,0
2023-01-19,Kolkata,0.22480096679417,Rainy,15.460681942689007,1.050941861946898,17.86161616361595,1,65.87577277846067,0
2023-01-19,Patna,0.24366490505064198,Stormy,29.20570080942445,2.993948918570397,13.174438328739742,1,76.4551864772334,0
2023-01-19,Ranchi,0.267157251842406,Rainy,27.60827236400559,2.8778475908077343,19.8581313993953,0,77.44809115715567,0
2023-01-19,Durgapur,0.30454701093454567,Rainy,20.066209425046374,2.567147629547822,16.50361886943957,0,62.422845858388854,1
2023-01-19,Haldia,0.7510143025187912,Clear,23.191510023606643,1.2810967778171896,14.662080296158814,0,41.35663329782395,0
2023-01-20,Kolkata,0.398855053064225,Clear,25.67914764490878,4.033491251742085,9.11054485836095,1,46.95904754743972,0
2023-01-20,Patna,0.25710256931235004,Rainy,21.816116759470916,4.116386987067367,16.085094507161536,1,41.9220057025226,0
2023-01-20,Ranchi,0.24923585657537417,Stormy,18.41629826363749,1.1782488496701815,15.597704962557074,1,54.50881622652507,0
2023-01-20,Durgapur,0.3605313752024829,Clear,32.35339531035305,1.4329844206353464,5.556112760869568,1,78.79304965455694,0
2023-01-20,Haldia,0.7782632643795007,Stormy,25.411509029019186,0.9658415531566245,18.802251298886137,1,46.06187330192885,0
2023-01-21,Kolkata,0.37346766643941276,Clear,30.6085137174345,4.174900026515261,1.275276522545406,0,67.33445846518207,0
2023-01-21,Patna,0.4955992079094458,Clear,16.977977824693617,2.4012092254269475,13.50694451426819,0,50.248883695706915,1
2023-01-21,Ranchi,0.21389773390305322,Clear,16.72915753185565,4.4009723846178535,8.73689799214809,1,40.4411689811614,0
2023-01-21,Durgapur,0.4391159703143722,Foggy,30.054434688549293,0.9868854031840774,1.4507960442796244,2,64.87807507971964,0
2023-01-21,Haldia,0.6012411892155661,Foggy,36.82295070381866,0.4168349224502854,10.0278519762424,1,56.449773242106545,0
2023-01-22,Kolkata,0.28332239236518936,Clear,23.713217930022516,3.0570647696292257,8.05794408986786,0,47.93533953937849,0
2023-01-22,Patna,0.49042933835807295,Rainy,17.639438364560174,0.6901050065937264,12.312686955381063,0,73.31067852277215,0
2023-01-22,Ranchi,0.2708762882408683,Rainy,31.416130037475185,3.567618061357744,17.469764271337915,1,50.35893133537746,0
2023-01-22,Durgapur,0.31484862461747426,Clear,16.554783435560104,4.3138090614341005,13.605329092029852,3,73.32174848094547,0
2023-01-22,Haldia,0.7304557909257945,Clear,33.86591628237291,2.9626636225016476,1.961304366267293,0,48.81206777889352,0
2023-01-23,Kolkata,0.2599365709692999,Clear,20.425259882298363,1.9805216624775557,1.3151735690524449,1,51.50149143845201,0
2023-01-23,Patna,0.4246070128567106,Foggy,36.82245342775321,3.6483074754264555,2.093737501738518,0,42.933179830036366,0
2023-01-23,Ranchi,0.4591547914238895,Clear,16.41447305167479,0.5880508803269185,11.988654873255575,0,77.6325222485334,0
2023-01-23,Durgapur,0.4413742132213211,Rainy,31.32910464897166,1.7588831803935094,1.0859992008432005,0,64.0551360189443,0
2023-01-23,Haldia,0.6659062773829252,Stormy,29.663780576392913,0.41531410717939365,17.24502696794724,1,71.16482695069018,0
2023-01-24,Kolkata,0.4846484221029912,Clear,32.76833453451616,2.2956843265726063,6.282992265294183,0,63.680765541714976,0
2023-01-24,Patna,0.3516171852656474,Rainy,28.41117864124962,2.8126106482903697,5.0379221868642965,2,67.84355108910904,0
2023-01-24,Ranchi,0.4076047812357313,Clear,29.724807419854983,3.4938994375005556,12.558928135169454,0,40.953703447269035,0
2023-01-24,Durgapur,0.26613849811252854,Foggy,38.38466404179802,4.192625340025334,4.239511565191233,1,51.92641238095845,0
2023-01-24,Haldia,0.543578124789136,Clear,36.12738078472533,4.935798459355689,13.081267555528889,1,49.78254211841826,1
2023-01-25,Kolkata,0.3350912748128153,Foggy,37.214032391238334,2.52793678195218,18.853778110557652,2,43.285487727658364,0
2023-01-25,Patna,0.48293511250265375,Rainy,25.224487818810807,4.301749956024051,12.989053292459841,0,77.4120540043011,0
2023-01-25,Ranchi,0.25230624707300076,Clear,23.53037566755973,0.21246047748932795,6.80467390219286,0,48.077476963714645,1
2023-01-25,Durgapur,0.4043024439472568,Clear,17.30418133900384,3.8769484390538818,14.072985894561882,0,41.65644842811688,0
2023-01-25,Haldia,0.5350711501486095,Rainy,16.280830069878846,1.5547506203582357,7.821290934878792,0,53.730901944356404,0
2023-01-26,Kolkata,0.29665670229546626,Stormy,22.1486560973663,3.254804065734793,11.235442247096842,1,74.35669603188646,0
2023-01-26,Patna,0.4917397159350367,Clear,15.270702891347621,0.47714294177628735,7.757526506419894,0,42.232549924282154,0
2023-01-26,Ranchi,0.2962607089751179,Stormy,39.95589993038614,3.450957893938761,3.190418899787684,3,40.00915600106221,0
2023-01-26,Durgapur,0.3717974103908906,Clear,31.152586405436292,2.813548956847647,10.078089229878334,1,70.11535059303694,0
2023-01-26,Haldia,0.5602356730931373,Clear,24.816054100159334,3.787412028299277,8.511667119272222,2,55.81551520390525,0
2023-01-27,Kolkata,0.20788883456607632,Foggy,17.9227355047138,3.052592493796096,19.04526442629585,1,48.29837161049872,1
2023-01-27,Patna,0.30673975727297675,Clear,35.257977409013705,2.913595610391887,18.32918645228711,2,71.40488789607228,0
2023-01-27,Ranchi,0.29626431760686445,Clear,16.27191193043942,2.2763682139361228,3.33166579310424,0,73.51177451359345,0
2023-01-27,Durgapur,0.3861586139314388,Foggy,18.729022227610052,4.73283632632581,11.643923998425008,3,50.04320160101515,0
2023-01-27,Haldia,0.5585691834339263,Foggy,29.009783656942275,0.6433934325395357,6.871187292231786,0,73.11100643741615,0
2023-01-28,Kolkata,0.2493268238247933,Foggy,37.424470251534366,3.5273728313958355,10.454838375924325,1,57.8919617001886,0
2023-01-28,Patna,0.4925141845537405,Clear,27.4133636272985,4.431221527864614,2.6236532239139474,0,70.04297435442155,0
2023-01-28,Ranchi,0.3670805798621858,Rainy,22.090129093487718,3.2406143959424543,1.9022627754044916,2,68.853346847608,0
2023-01-28,Durgapur,0.4892831872967159,Clear,16.408782739260094,0.9165171310025316,8.956581014710917,0,69.73096454093081,1
2023-01-28,Haldia,0.5385874834254112,Clear,29.006663708461122,1.459111824672981,11.672361605669009,0,70.39995646352207,0
2023-01-29,Kolkata,0.4370470644736963,Stormy,35.64595098692119,4.144745865642141,8.24010868043993,0,48.872406066016836,0
2023-01-29,Patna,0.31289526939064477,Clear,15.044904812222427,2.278044914690775,19.630913697061533,2,79.46466869846635,0
2023-01-29,Ranchi,0.365797814818786,Clear,20.71776957207342,4.6782216981805265,11.957807695162675,0,54.70144925187266,0
2023-01-29,Durgapur,0.22811400537125665,Clear,36.143659671683366,3.407378036196411,2.3322908547915437,0,42.836253522745295,0
2023-01-29,Haldia,0.770026556901277,Rainy,27.823675472033752,1.5949344695051648,12.615860297588686,0,45.68801035911707,0
2023-01-30,Kolkata,0.4535831363131912,Rainy,34.62171121458603,0.8940371067526431,19.26975131217877,0,60.41577196995746,0
2023-01-30,Patna,0.3776773546607787,Stormy,17.76462493392915,0.660385839718623,7.361812135028316,1,45.221656647454566,0
2023-01-30,Ranchi,0.43844934372359057,Rainy,25.262631198890567,2.8684569216707057,12.685387329363445,1,60.62493657203878,0
2023-01-30,Durgapur,0.2527787448451088,Clear,16.729443861965922,3.335201007161915,16.479184914826853,0,41.3690292490327,0
2023-01-30,Haldia,0.7242052741456839,Clear,15.374497188931455,3.997636126346667,7.859204219734938,2,45.21150758010018,0
2023-01-31,Kolkata,0.39982097777265035,Clear,15.797239215635557,0.44616931459998066,6.083915615040755,0,52.59751953317067,0
2023-01-31,Patna,0.21675801743834183,Clear,35.001790638058196,0.8418712576581933,6.685921460958336,1,70.3528020088583,1
2023-01-31,Ranchi,0.3285473675103766,Clear,18.107999365083707,3.438619903052471,2.848396833234687,2,62.83852179619068,0
2023-01-31,Durgapur,0.2645808115697831,Clear,15.534718057249602,1.2249483525019116,14.604861200978842,0,59.17396497089054,0
2023-01-31,Haldia,0.7644444088800939,Clear,34.70204492207618,0.08263081163308983,14.29594486645067,1,68.63274979370236,0
2023-02-01,Kolkata,0.38037413809326626,Rainy,17.236074495520448,3.4470859931610325,9.12020579197197,5,78.49698597185875,0
2023-02-01,Patna,0.2988450861604543,Rainy,36.64783411441851,4.050828423902245,12.830755155311328,1,52.818139171721505,0
2023-02-01,Ranchi,0.3733937568473143,Rainy,36.90261608148527,2.809073942690356,13.212407909007329,1,53.08240522916974,0
2023-02-01,Durgapur,0.34789454611656057,Clear,30.635167143592152,0.3451775174328692,1.2342600705952393,0,61.52381871649798,0
2023-02-01,Haldia,0.6744837747228853,Rainy,19.369525397612158,2.9354172134950036,19.92147221459609,1,48.14517277438913,0
2023-02-02,Kolkata,0.425522948666881,Clear,23.28838113039702,2.1546373901851745,8.425302808695232,3,54.62608846273781,0
2023-02-02,Patna,0.4088370192499398,Foggy,32.733343984425915,0.5767779252878386,14.676498429714906,0,62.473306122340176,0
2023-02-02,Ranchi,0.44755031542327806,Rainy,30.87873490809811,0.7604892556529141,2.1853020489868373,0,49.19642028409466,0
2023-02-02,Durgapur,0.3178563223838011,Clear,37.20733389240226,0.4398967814997967,3.7389333177807753,1,46.223008719392624,0
2023-02-02,Haldia,0.6482706936266954,Clear,16.29942147510665,3.6748782624246163,8.307130594871005,0,67.51381532730399,0
2023-02-03,Kolkata,0.308136857998938,Stormy,24.99802851536875,1.8980685495855476,15.778262950601924,1,67.56310101882522,0
2023-02-03,Patna,0.21009920355636022,Clear,17.513788852877543,4.4263809040222215,19.158439415635655,1,74.40530588440703,0
2023-02-03,Ranchi,0.4055833941908358,Clear,15.314217258802547,0.8771426067110399,19.304831210404036,2,56.64618237430133,1
2023-02-03,Durgapur,0.37837888390814534,Foggy,22.151152047386674,1.5865284540624298,13.759550197149771,1,43.558137577917506,0
2023-02-03,Haldia,0.6279577575391353,Stormy,21.328737482578187,2.3164263286309246,14.454394469699078,0,49.07456491046316,0
2023-02-04,Kolkata,0.2539811984341191,Clear,21.473755600638945,4.101640368584872,17.412721412360177,0,44.38728759246404,0
2023-02-04,Patna,0.48377848353729597,Clear,36.226900024870744,4.446752855696046,7.854065591925967,1,70.99373060807781,0
2023-02-04,Ranchi,0.3522168342417584,Clear,16.354289828756407,3.698355960133562,10.1629231994669,0,49.63444125815697,0
2023-02-04,Durgapur,0.35143059127800325,Rainy,24.836015588681878,0.575422481523522,6.083867052345361,0,59.21897177839147,0
2023-02-04,Haldia,0.5222040096322557,Clear,39.24672149114437,4.917458889260335,7.510174405654116,0,47.53537848647062,0
2023-02-05,Kolkata,0.2256477612447555,Clear,26.761050798316248,3.5643459144579213,4.002674673334998,1,64.86528826044957,0
2023-02-05,Patna,0.4398129197778622,Foggy,21.08414762740356,2.0046170647131305,10.449215356890145,5,78.71076913160911,0
2023-02-05,Ranchi,0.4936405231009432,Clear,29.486728647682867,4.536996236857064,19.70149808125906,0,64.35989666458161,0
2023-02-05,Durgapur,0.41245108375228967,Clear,16.75046188821582,1.881204265594002,16.421087909179995,3,44.71975047997722,0
2023-02-05,Haldia,0.7233164716588923,Clear,31.400543317182123,3.7980826434009742,19.638852891918553,1,72.10973776989938,0
2023-02-06,Kolkata,0.3938824380870486,Clear,34.60184449025594,4.955900064531365,11.23962792872392,2,43.58371720487084,0
2023-02-06,Patna,0.2793524294454482,Clear,27.765109176507345,2.3878740241715652,4.08420610124121,0,56.54412661640614,0
2023-02-06,Ranchi,0.3773838224926899,Clear,22.068966035812082,2.073286478365633,7.315765367022898,1,73.31702689423352,0
2023-02-06,Durgapur,0.48198795002187517,Clear,21.910547663200695,3.459950519790219,15.519276526697428,0,72.98158649914564,0
2023-02-06,Haldia,0.7910741138280646,Clear,38.063334054991856,1.7381602922367911,17.46335923098451,0,76.34297529546984,1
2023-02-07,Kolkata,0.3215291494205619,Clear,25.186721232256097,2.1084183159478735,18.248813425030665,1,73.41058032544788,0
2023-02-07,Patna,0.4077459449143551,Clear,39.172863424140225,4.668283509851669,6.734183299865344,0,65.89252654557872,0
2023-02-07,Ranchi,0.23526266420742917,Stormy,29.092539063213128,4.669973793575901,6.026496600922777,0,77.47141567970138,0
2023-02-07,Durgapur,0.2701830856994745,Clear,23.77566263814363,3.938518553658489,8.810077020310928,0,64.22364763792797,0
2023-02-07,Haldia,0.7738533711594353,Clear,15.32782845537718,3.003080504857611,9.887854858709558,4,63.057191498390665,0
2023-02-08,Kolkata,0.43592275001019,Foggy,26.93939625487233,1.328757434388197,2.1983371945586176,0,40.7808270218819,0
2023-02-08,Patna,0.48575139548289026,Clear,38.258085894348284,4.8639862854821585,2.9540527063459137,2,55.402162545844895,0
2023-02-08,Ranchi,0.24219124033780642,Clear,21.035304370316148,3.825400840105332,12.755969909499036,3,46.95827883534347,0
2023-02-08,Durgapur,0.2113826822683308,Clear,24.572600725205916,3.547351021562666,7.235634567017252,1,79.97509265782742,0
2023-02-08,Haldia,0.7662217740324855,Clear,15.08729870764595,2.565497124230405,10.783284469307409,1,47.88591981147946,0
2023-02-09,Kolkata,0.3552874722970806,Rainy,22.36928445705199,1.324690057991813,16.969274086691062,2,42.4978873282901,0
2023-02-09,Patna,0.46087177186559597,Clear,19.199536690709387,4.438197670719957,19.13504473670324,1,40.88330371424945,0
2023-02-09,Ranchi,0.21768510268546132,Clear,25.045708875802664,0.1633019227101562,19.126472929125494,0,54.16678212256754,0
2023-02-09,Durgapur,0.4923443895136736,Clear,38.76943456234663,1.6823271760563259,4.010995965687105,2,64.7337099296293,0
2023-02-09,Haldia,0.6646942156952833,Clear,20.34536881466895,3.752562057900264,8.584367919918101,4,71.18405260743951,0
2023-02-10,Kolkata,0.29028898373796586,Clear,26.469293667733336,2.7639688977598675,1.5346448776819601,0,40.8893924870561,0
2023-02-10,Patna,0.4313352958545667,Foggy,28.96114264626405,0.20573680357901192,12.223756351768259,1,56.26237597737418,0
2023-02-10,Ranchi,0.25842229099871794,Stormy,22.38177664554491,0.028998455258105738,2.549805634150813,0,46.61941079289827,0
2023-02-10,Durgapur,0.37377256209178694,Clear,32.80150212064437,3.951665694644231,10.81703504715425,2,57.35902741419924,0
2023-02-10,Haldia,0.6793661981323658,Clear,23.76960690814513,1.437514884653096,9.374805218453366,0,58.846637450554034,0
2023-02-11,Kolkata,0.21616887160808668,Clear,30.758747494379122,3.5369344947080643,10.030168146875212,2,59.15944188889583,0
2023-02-11,Patna,0.3286263971160732,Stormy,26.98075101546199,3.462204309927419,10.664251043462874,1,77.79645999307792,0
2023-02-11,Ranchi,0.29232575080108547,Clear,33.4429959983251,1.3365563838833838,9.528624395838978,3,50.599419163499974,0
2023-02-11,Durgapur,0.36363217674769366,Foggy,25.20814197451849,3.684994760757629,16.80871250410687,0,78.57379291068943,0
2023-02-11,Haldia,0.6768130052635568,Rainy,28.825148149421207,3.1077783690568173,5.012085343457161,0,40.61749619884972,0
2023-02-12,Kolkata,0.4771886037746734,Rainy,31.275415181565958,2.6628738221537245,12.744710199641352,1,69.21437441820892,0
2023-02-12,Patna,0.2883120683516891,Clear,22.140401886972473,2.622960576949353,11.547739582281572,3,69.18357958788495,0
2023-02-12,Ranchi,0.2702468858302855,Rainy,37.199156899466004,4.839704927508984,9.483615107647736,1,76.16998359927568,0
2023-02-12,Durgapur,0.46535419943555917,Clear,22.54265965737801,4.742074601535942,12.670061807282899,1,64.6084559490568,0
2023-02-12,Haldia,0.7848092021392734,Stormy,36.427991887772556,1.2799561651960807,17.644169210704632,1,73.41325107361101,0
2023-02-13,Kolkata,0.41512836212696724,Stormy,25.77785658250963,3.108157366630173,5.112688933274575,1,67.81517190263553,0
2023-02-13,Patna,0.3765053985075024,Rainy,32.24566537570047,4.614692806028423,10.092506828838712,1,54.11354303778596,0
2023-02-13,Ranchi,0.47866080184165755,Clear,25.483967427881186,1.761578294275572,17.238355594034076,2,46.90950890100181,0
2023-02-13,Durgapur,0.3575685774634459,Clear,25.173119466079662,4.120541913804254,16.432296713897667,2,70.25631159434943,0
2023-02-13,Haldia,0.5761189903383385,Clear,32.09645669074632,2.8555986137984783,7.69905377106375,0,43.45229340878297,0
2023-02-14,Kolkata,0.3057310876151623,Clear,27.367363058628143,2.818226798269059,8.212951334719016,1,40.237056621701605,0
2023-02-14,Patna,0.33228143961563783,Clear,21.092941104356676,1.0485361010210847,13.783165558530023,4,70.63607365179556,0
