date,material_type,production_line,tonnes_produced,equipment_status
2023-01-03,CR_Coils,Line_2,3829.586887752448,OPERATIONAL
2023-01-03,CR_Coils,Line_3,3107.6628413806106,OPERATIONAL
2023-01-03,CR_Coils,Line_4,4999.417591830783,OPERATIONAL
2023-01-03,Plates,Line_1,5473.127173058179,OPERATIONAL
2023-01-03,Plates,Line_2,5033.317569628594,OPERATIONAL
2023-01-03,Plates,Line_3,5196.631024211686,OPERATIONAL
2023-01-03,Plates,Line_4,4133.740396941057,OPERATIONAL
2023-01-03,Wire_Rods,Line_1,7331.378993105231,OPERATIONAL
2023-01-03,Wire_Rods,Line_2,6059.447960069689,OPERATIONAL
2023-01-03,Wire_Rods,Line_3,4604.412904914661,OPERATIONAL
2023-01-03,Wire_Rods,Line_4,4105.8246217160195,OPERATIONAL
2023-01-03,TMT_Bars,Line_1,5519.822989187842,MAINTENANCE
2023-01-03,TMT_Bars,Line_2,7224.650317330881,OPERATIONAL
2023-01-03,TMT_Bars,Line_3,4700.581152451501,OPERATIONAL
2023-01-03,TMT_Bars,Line_4,3506.9001304416793,OPERATIONAL
2023-01-03,Pig_Iron,Line_1,7059.656565943628,OPERATIONAL
2023-01-03,Pig_Iron,Line_2,6341.497642948293,MAINTENANCE
2023-01-03,Pig_Iron,Line_3,4089.047815377284,OPERATIONAL
2023-01-03,Pig_Iron,Line_4,5813.74339372089,OPERATIONAL
2023-01-03,Billets,Line_1,4890.525584857301,OPERATIONAL
2023-01-03,Billets,Line_2,6166.33708807815,OPERATIONAL
2023-01-03,Billets,Line_3,5764.047759610516,OPERATIONAL
2023-01-03,Billets,Line_4,5811.520695401129,OPERATIONAL
2023-01-04,HR_Coils,Line_1,5983.738681440257,OPERATIONAL
2023-01-04,HR_Coils,Line_2,4562.736367381109,OPERATIONAL
2023-01-04,HR_Coils,Line_3,3968.143820039592,OPERATIONAL
2023-01-04,HR_Coils,Line_4,3300.6532707245146,OPERATIONAL
2023-01-04,CR_Coils,Line_1,5843.842105824021,OPERATIONAL
2023-01-04,CR_Coils,Line_2,5912.565588697076,OPERATIONAL
2023-01-04,CR_Coils,Line_3,6686.079881972231,OPERATIONAL
2023-01-04,CR_Coils,Line_4,6826.072214050913,MAINTENANCE
2023-01-04,Plates,Line_1,5589.211265202257,OPERATIONAL
2023-01-04,Plates,Line_2,4441.600809084691,OPERATIONAL
2023-01-04,Plates,Line_3,2715.4934347834524,OPERATIONAL
2023-01-04,Plates,Line_4,4456.399035988421,OPERATIONAL
2023-01-04,Wire_Rods,Line_1,5669.597503868266,OPERATIONAL
2023-01-04,Wire_Rods,Line_2,7452.664550339214,OPERATIONAL
2023-01-04,Wire_Rods,Line_3,4554.000326977655,OPERATIONAL
2023-01-04,Wire_Rods,Line_4,5345.748613480969,OPERATIONAL
2023-01-04,TMT_Bars,Line_1,2938.877973915689,OPERATIONAL
2023-01-04,TMT_Bars,Line_2,5902.466340703481,OPERATIONAL
2023-01-04,TMT_Bars,Line_3,2695.326693861236,OPERATIONAL
2023-01-04,TMT_Bars,Line_4,4890.278182673855,OPERATIONAL
2023-01-04,Pig_Iron,Line_1,4527.704909659307,OPERATIONAL
2023-01-04,Pig_Iron,Line_2,6808.772990700941,OPERATIONAL
2023-01-04,Pig_Iron,Line_3,3181.046226685944,OPERATIONAL
2023-01-04,Pig_Iron,Line_4,6791.36926925841,OPERATIONAL
2023-01-04,Billets,Line_1,4245.112865940422,OPERATIONAL
2023-01-04,Billets,Line_2,7821.518055914226,OPERATIONAL
2023-01-04,Billets,Line_3,6601.545872269476,OPERATIONAL
2023-01-04,Billets,Line_4,6483.300374520678,OPERATIONAL
2023-01-05,HR_Coils,Line_1,5946.755347902604,OPERATIONAL
2023-01-05,HR_Coils,Line_2,5338.027066661356,OPERATIONAL
2023-01-05,HR_Coils,Line_3,5625.433746582988,OPERATIONAL
2023-01-05,HR_Coils,Line_4,6440.836331539595,OPERATIONAL
2023-01-05,CR_Coils,Line_1,6068.184762036803,OPERATIONAL
2023-01-05,CR_Coils,Line_2,3752.9291088711443,OPERATIONAL
2023-01-05,CR_Coils,Line_3,7210.0808952917105,OPERATIONAL
2023-01-05,CR_Coils,Line_4,3192.736537606592,OPERATIONAL
2023-01-05,Plates,Line_1,4759.4154429978735,OPERATIONAL
2023-01-05,Plates,Line_2,5031.378208827152,OPERATIONAL
2023-01-05,Plates,Line_3,6486.007674532783,MAINTENANCE
2023-01-05,Plates,Line_4,6495.881246296035,OPERATIONAL
2023-01-05,Wire_Rods,Line_1,4631.32629861159,OPERATIONAL
2023-01-05,Wire_Rods,Line_2,5466.6870684132,OPERATIONAL
2023-01-05,Wire_Rods,Line_3,5816.742885857436,OPERATIONAL
2023-01-05,Wire_Rods,Line_4,4761.713482370605,OPERATIONAL
2023-01-05,TMT_Bars,Line_1,4710.580720946027,OPERATIONAL
2023-01-05,TMT_Bars,Line_2,4015.367618509984,OPERATIONAL
2023-01-05,TMT_Bars,Line_3,3570.606626764038,OPERATIONAL
2023-01-05,TMT_Bars,Line_4,3775.6216520560074,MAINTENANCE
2023-01-05,Pig_Iron,Line_1,5074.260352228944,OPERATIONAL
2023-01-05,Pig_Iron,Line_2,6705.313390003824,OPERATIONAL
2023-01-05,Pig_Iron,Line_3,3486.5003746375933,OPERATIONAL
2023-01-05,Pig_Iron,Line_4,4229.806069495941,OPERATIONAL
2023-01-05,Billets,Line_1,2704.2432785095993,OPERATIONAL
2023-01-05,Billets,Line_2,3446.0072443405134,OPERATIONAL
2023-01-05,Billets,Line_3,6230.522758961896,OPERATIONAL
2023-01-05,Billets,Line_4,4187.284848193314,OPERATIONAL
2023-01-06,HR_Coils,Line_1,3929.20968633725,MAINTENANCE
2023-01-06,HR_Coils,Line_2,3786.938412120828,OPERATIONAL
2023-01-06,HR_Coils,Line_3,8015.090791259998,OPERATIONAL
2023-01-06,HR_Coils,Line_4,5021.277601596057,OPERATIONAL
2023-01-06,CR_Coils,Line_1,5281.791279877646,OPERATIONAL
2023-01-06,CR_Coils,Line_2,4597.679295165082,OPERATIONAL
2023-01-06,CR_Coils,Line_3,5371.093821768916,OPERATIONAL
2023-01-06,CR_Coils,Line_4,5992.513568166657,MAINTENANCE
2023-01-06,Plates,Line_1,4836.29359754687,OPERATIONAL
2023-01-06,Plates,Line_2,5920.162919618168,OPERATIONAL
2023-01-06,Plates,Line_3,7014.690246240103,OPERATIONAL
2023-01-06,Plates,Line_4,7469.243246130868,OPERATIONAL
2023-01-06,Wire_Rods,Line_1,3144.069122528804,OPERATIONAL
2023-01-06,Wire_Rods,Line_2,6807.993922766173,OPERATIONAL
2023-01-06,Wire_Rods,Line_3,5546.983960688018,OPERATIONAL
2023-01-06,Wire_Rods,Line_4,6310.108065428745,OPERATIONAL
2023-01-06,TMT_Bars,Line_1,4604.963677306233,OPERATIONAL
2023-01-06,TMT_Bars,Line_2,6223.861557371473,MAINTENANCE
2023-01-06,TMT_Bars,Line_3,7744.66400976257,OPERATIONAL
2023-01-06,TMT_Bars,Line_4,6554.818803258619,OPERATIONAL
2023-01-06,Pig_Iron,Line_1,4117.881483469445,OPERATIONAL
2023-01-06,Pig_Iron,Line_2,5740.258866819186,OPERATIONAL
2023-01-06,Pig_Iron,Line_3,3575.397211840072,OPERATIONAL
2023-01-06,Pig_Iron,Line_4,6104.353465013092,OPERATIONAL
2023-01-06,Billets,Line_1,5720.917278373981,OPERATIONAL
2023-01-06,Billets,Line_2,3619.1049800566384,OPERATIONAL
2023-01-06,Billets,Line_3,6765.071609636716,OPERATIONAL
2023-01-06,Billets,Line_4,3984.3984865871357,OPERATIONAL
2023-01-07,HR_Coils,Line_1,3536.913683343604,OPERATIONAL
2023-01-07,HR_Coils,Line_2,7338.804173965899,OPERATIONAL
2023-01-07,HR_Coils,Line_3,4812.600708617869,OPERATIONAL
2023-01-07,HR_Coils,Line_4,7116.677655419048,OPERATIONAL
2023-01-07,CR_Coils,Line_1,3580.9347943986836,OPERATIONAL
2023-01-07,CR_Coils,Line_2,5234.745739801208,MAINTENANCE
2023-01-07,CR_Coils,Line_3,5531.811218370489,OPERATIONAL
2023-01-07,CR_Coils,Line_4,2582.8554321866563,OPERATIONAL
2023-01-07,Plates,Line_1,2961.557403407534,OPERATIONAL
2023-01-07,Plates,Line_2,6830.990277085694,OPERATIONAL
2023-01-07,Plates,Line_3,5446.8892187387755,OPERATIONAL
2023-01-07,Plates,Line_4,3437.904578304357,OPERATIONAL
2023-01-07,Wire_Rods,Line_1,2990.9975024907253,OPERATIONAL
2023-01-07,Wire_Rods,Line_2,4917.902671462782,OPERATIONAL
2023-01-07,Wire_Rods,Line_3,3414.5430547096657,OPERATIONAL
2023-01-07,Wire_Rods,Line_4,7096.6320327150215,OPERATIONAL
2023-01-07,TMT_Bars,Line_1,3669.9889717197098,OPERATIONAL
2023-01-07,TMT_Bars,Line_2,3427.902216157733,OPERATIONAL
2023-01-07,TMT_Bars,Line_3,5668.959282865826,OPERATIONAL
2023-01-07,TMT_Bars,Line_4,4694.776732223994,OPERATIONAL
2023-01-07,Pig_Iron,Line_1,3572.4338577518056,OPERATIONAL
2023-01-07,Pig_Iron,Line_2,4552.741845564394,OPERATIONAL
2023-01-07,Pig_Iron,Line_3,4190.581750456008,OPERATIONAL
2023-01-07,Pig_Iron,Line_4,2848.5993953657844,OPERATIONAL
2023-01-07,Billets,Line_1,2549.6534746376105,OPERATIONAL
2023-01-07,Billets,Line_2,3151.8618542204968,OPERATIONAL
2023-01-07,Billets,Line_3,5902.035312489402,OPERATIONAL
2023-01-07,Billets,Line_4,3674.4982830173567,OPERATIONAL
2023-01-08,HR_Coils,Line_1,5127.112192646754,OPERATIONAL
2023-01-08,HR_Coils,Line_2,4926.122714676789,OPERATIONAL
2023-01-08,HR_Coils,Line_3,4626.780175192227,MAINTENANCE
2023-01-08,HR_Coils,Line_4,5893.741566457787,OPERATIONAL
2023-01-08,CR_Coils,Line_1,3178.0749390659266,OPERATIONAL
2023-01-08,CR_Coils,Line_2,3433.271631078023,OPERATIONAL
2023-01-08,CR_Coils,Line_3,2442.114620347912,MAINTENANCE
2023-01-08,CR_Coils,Line_4,3790.476709449794,OPERATIONAL
2023-01-08,Plates,Line_1,6996.543925481347,OPERATIONAL
2023-01-08,Plates,Line_2,3820.3390511295775,OPERATIONAL
2023-01-08,Plates,Line_3,7739.164201351496,OPERATIONAL
2023-01-08,Plates,Line_4,6887.777810486404,OPERATIONAL
2023-01-08,Wire_Rods,Line_1,4434.595620510329,OPERATIONAL
2023-01-08,Wire_Rods,Line_2,2088.8698767269634,OPERATIONAL
2023-01-08,Wire_Rods,Line_3,3584.9513486660817,OPERATIONAL
2023-01-08,Wire_Rods,Line_4,5264.229063057975,OPERATIONAL
2023-01-08,TMT_Bars,Line_1,4045.4327733274904,OPERATIONAL
2023-01-08,TMT_Bars,Line_2,6421.0369868764255,OPERATIONAL
2023-01-08,TMT_Bars,Line_3,4001.1831600296873,OPERATIONAL
2023-01-08,TMT_Bars,Line_4,5806.163096633769,MAINTENANCE
2023-01-08,Pig_Iron,Line_1,3582.0535361373654,OPERATIONAL
2023-01-08,Pig_Iron,Line_2,3310.6820290399346,OPERATIONAL
2023-01-08,Pig_Iron,Line_3,5237.966993036848,OPERATIONAL
2023-01-08,Pig_Iron,Line_4,3863.3740102974684,OPERATIONAL
2023-01-08,Billets,Line_1,3928.8047682058605,OPERATIONAL
2023-01-08,Billets,Line_2,4952.78240003431,OPERATIONAL
2023-01-08,Billets,Line_3,4444.719129153285,OPERATIONAL
2023-01-08,Billets,Line_4,5501.245359259576,OPERATIONAL
2023-01-09,HR_Coils,Line_1,5200.311552333241,OPERATIONAL
2023-01-09,HR_Coils,Line_2,4543.591594814811,OPERATIONAL
2023-01-09,HR_Coils,Line_3,6183.480472899196,OPERATIONAL
2023-01-09,HR_Coils,Line_4,5654.3028428978205,OPERATIONAL
2023-01-09,CR_Coils,Line_1,3811.7773488216017,OPERATIONAL
2023-01-09,CR_Coils,Line_2,7199.233859819693,OPERATIONAL
2023-01-09,CR_Coils,Line_3,3061.0043002842694,OPERATIONAL
2023-01-09,CR_Coils,Line_4,2725.6290193126706,OPERATIONAL
2023-01-09,Plates,Line_1,5876.071376076285,OPERATIONAL
2023-01-09,Plates,Line_2,3857.096290113463,OPERATIONAL
2023-01-09,Plates,Line_3,4153.4421312527265,OPERATIONAL
2023-01-09,Plates,Line_4,3694.6868018077457,OPERATIONAL
2023-01-09,Wire_Rods,Line_1,6573.097806829846,OPERATIONAL
2023-01-09,Wire_Rods,Line_2,4511.497710552228,OPERATIONAL
2023-01-09,Wire_Rods,Line_3,3811.6879689961343,OPERATIONAL
2023-01-09,Wire_Rods,Line_4,5265.805913751483,OPERATIONAL
2023-01-09,TMT_Bars,Line_1,3703.671033367036,OPERATIONAL
2023-01-09,TMT_Bars,Line_2,4394.226526982637,OPERATIONAL
2023-01-09,TMT_Bars,Line_3,7619.554939202489,OPERATIONAL
2023-01-09,TMT_Bars,Line_4,6124.091846784488,OPERATIONAL
2023-01-09,Pig_Iron,Line_1,4634.430861767404,OPERATIONAL
2023-01-09,Pig_Iron,Line_2,7680.882115138178,OPERATIONAL
2023-01-09,Pig_Iron,Line_3,6072.703036485272,OPERATIONAL
2023-01-09,Pig_Iron,Line_4,3481.022888842022,OPERATIONAL
2023-01-09,Billets,Line_1,6637.5370389071795,OPERATIONAL
2023-01-09,Billets,Line_2,3225.01529047478,OPERATIONAL
2023-01-09,Billets,Line_3,5198.622483623692,OPERATIONAL
2023-01-09,Billets,Line_4,3433.06049907329,OPERATIONAL
2023-01-10,HR_Coils,Line_1,5395.690646013351,OPERATIONAL
2023-01-10,HR_Coils,Line_2,5243.746454429948,OPERATIONAL
2023-01-10,HR_Coils,Line_3,2543.781741080639,MAINTENANCE
2023-01-10,HR_Coils,Line_4,3852.985565336513,OPERATIONAL
2023-01-10,CR_Coils,Line_1,3341.7482310931628,OPERATIONAL
2023-01-10,CR_Coils,Line_2,3347.433900030394,OPERATIONAL
2023-01-10,CR_Coils,Line_3,3782.2003626408314,OPERATIONAL
2023-01-10,CR_Coils,Line_4,3223.7169831901388,OPERATIONAL
2023-01-10,Plates,Line_1,5953.65566757061,OPERATIONAL
2023-01-10,Plates,Line_2,3273.3765649766183,OPERATIONAL
2023-01-10,Plates,Line_3,3765.882115807084,OPERATIONAL
2023-01-10,Plates,Line_4,4365.826630932829,OPERATIONAL
2023-01-10,Wire_Rods,Line_1,5395.052687339561,OPERATIONAL
2023-01-10,Wire_Rods,Line_2,5829.094003933085,OPERATIONAL
2023-01-10,Wire_Rods,Line_3,2756.1489182841688,OPERATIONAL
2023-01-10,Wire_Rods,Line_4,2714.6845760435135,OPERATIONAL
2023-01-10,TMT_Bars,Line_1,6449.903101203074,OPERATIONAL
2023-01-10,TMT_Bars,Line_2,2871.1362107148825,OPERATIONAL
2023-01-10,TMT_Bars,Line_3,6006.39373000018,OPERATIONAL
2023-01-10,TMT_Bars,Line_4,5798.718300051528,OPERATIONAL
2023-01-10,Pig_Iron,Line_1,3337.701335009853,OPERATIONAL
2023-01-10,Pig_Iron,Line_2,7152.117714085123,OPERATIONAL
2023-01-10,Pig_Iron,Line_3,4695.57698786625,OPERATIONAL
2023-01-10,Pig_Iron,Line_4,4620.042107927428,OPERATIONAL
2023-01-10,Billets,Line_1,4331.454015282589,OPERATIONAL
2023-01-10,Billets,Line_2,5781.962059159589,OPERATIONAL
2023-01-10,Billets,Line_3,6959.783248678019,OPERATIONAL
2023-01-10,Billets,Line_4,4685.374892558647,OPERATIONAL
2023-01-11,HR_Coils,Line_1,5152.329206756322,OPERATIONAL
2023-01-11,HR_Coils,Line_2,3893.552938498183,OPERATIONAL
2023-01-11,HR_Coils,Line_3,6293.385032935546,OPERATIONAL
2023-01-11,HR_Coils,Line_4,3123.9714173168927,OPERATIONAL
2023-01-11,CR_Coils,Line_1,2656.2078385724008,OPERATIONAL
2023-01-11,CR_Coils,Line_2,5881.613381062207,OPERATIONAL
2023-01-11,CR_Coils,Line_3,4635.951809625351,OPERATIONAL
2023-01-11,CR_Coils,Line_4,4486.732432124368,OPERATIONAL
2023-01-11,Plates,Line_1,4866.8890764766775,OPERATIONAL
2023-01-11,Plates,Line_2,2480.272770282094,OPERATIONAL
2023-01-11,Plates,Line_3,2614.012188121083,OPERATIONAL
2023-01-11,Plates,Line_4,4445.285952015793,OPERATIONAL
2023-01-11,Wire_Rods,Line_1,6163.16710033782,OPERATIONAL
2023-01-11,Wire_Rods,Line_2,4777.897802496249,OPERATIONAL
2023-01-11,Wire_Rods,Line_3,6234.071821006681,OPERATIONAL
2023-01-11,Wire_Rods,Line_4,4225.8749973118565,OPERATIONAL
2023-01-11,TMT_Bars,Line_1,4160.889071468048,OPERATIONAL
2023-01-11,TMT_Bars,Line_2,6034.015237620673,OPERATIONAL
2023-01-11,TMT_Bars,Line_3,4974.63342687261,OPERATIONAL
2023-01-11,TMT_Bars,Line_4,5997.472835784258,OPERATIONAL
2023-01-11,Pig_Iron,Line_1,3207.147084484331,OPERATIONAL
2023-01-11,Pig_Iron,Line_2,7241.32190315718,OPERATIONAL
2023-01-11,Pig_Iron,Line_3,6141.275470714508,OPERATIONAL
2023-01-11,Pig_Iron,Line_4,6378.660734001294,OPERATIONAL
2023-01-11,Billets,Line_1,6869.378898148099,OPERATIONAL
2023-01-11,Billets,Line_2,4529.7769608936,OPERATIONAL
2023-01-11,Billets,Line_3,4294.080134597679,OPERATIONAL
2023-01-11,Billets,Line_4,5856.60489611036,OPERATIONAL
2023-01-12,HR_Coils,Line_1,7262.119500273693,OPERATIONAL
2023-01-12,HR_Coils,Line_2,4236.194006118527,OPERATIONAL
2023-01-12,HR_Coils,Line_3,2445.4505776797405,OPERATIONAL
2023-01-12,HR_Coils,Line_4,3558.3294782755092,OPERATIONAL
2023-01-12,CR_Coils,Line_1,4228.986228448867,OPERATIONAL
2023-01-12,CR_Coils,Line_2,5225.457529911193,OPERATIONAL
2023-01-12,CR_Coils,Line_3,4708.892523813724,OPERATIONAL
2023-01-12,CR_Coils,Line_4,4073.354001712143,OPERATIONAL
2023-01-12,Plates,Line_1,6837.095290706442,OPERATIONAL
2023-01-12,Plates,Line_2,7015.245048695222,OPERATIONAL
2023-01-12,Plates,Line_3,5813.82436697452,OPERATIONAL
2023-01-12,Plates,Line_4,5252.402667202447,MAINTENANCE
2023-01-12,Wire_Rods,Line_1,5232.183492891459,OPERATIONAL
2023-01-12,Wire_Rods,Line_2,3075.8090830761357,OPERATIONAL
2023-01-12,Wire_Rods,Line_3,3915.430684021358,OPERATIONAL
2023-01-12,Wire_Rods,Line_4,2642.916779631354,OPERATIONAL
2023-01-12,TMT_Bars,Line_1,5984.050408390346,OPERATIONAL
2023-01-12,TMT_Bars,Line_2,3269.3176356370695,OPERATIONAL
2023-01-12,TMT_Bars,Line_3,6062.518531088901,OPERATIONAL
2023-01-12,TMT_Bars,Line_4,6366.135667656911,OPERATIONAL
2023-01-12,Pig_Iron,Line_1,6037.197014034649,OPERATIONAL
2023-01-12,Pig_Iron,Line_2,4733.233525764892,OPERATIONAL
2023-01-12,Pig_Iron,Line_3,4159.633244684155,OPERATIONAL
2023-01-12,Pig_Iron,Line_4,2919.9354580419435,MAINTENANCE
2023-01-12,Billets,Line_1,6348.443905665418,OPERATIONAL
2023-01-12,Billets,Line_2,5197.297368709105,OPERATIONAL
2023-01-12,Billets,Line_3,5910.72713179758,OPERATIONAL
2023-01-12,Billets,Line_4,5019.94970790359,OPERATIONAL
2023-01-13,HR_Coils,Line_1,3184.6798370413385,OPERATIONAL
2023-01-13,HR_Coils,Line_2,6846.892507554054,MAINTENANCE
2023-01-13,HR_Coils,Line_3,6720.260020456473,OPERATIONAL
2023-01-13,HR_Coils,Line_4,3889.7518665983757,OPERATIONAL
2023-01-13,CR_Coils,Line_1,4932.804486328845,OPERATIONAL
2023-01-13,CR_Coils,Line_2,2848.8429679279284,OPERATIONAL
2023-01-13,CR_Coils,Line_3,3992.6306402583414,OPERATIONAL
2023-01-13,CR_Coils,Line_4,5863.612242628841,OPERATIONAL
2023-01-13,Plates,Line_1,4892.366476404226,OPERATIONAL
2023-01-13,Plates,Line_2,6420.978362751483,OPERATIONAL
2023-01-13,Plates,Line_3,6605.135712947157,OPERATIONAL
2023-01-13,Plates,Line_4,6147.389353577705,OPERATIONAL
2023-01-13,Wire_Rods,Line_1,5149.8498504088975,OPERATIONAL
2023-01-13,Wire_Rods,Line_2,6727.655164686302,OPERATIONAL
2023-01-13,Wire_Rods,Line_3,6118.105317960401,OPERATIONAL
2023-01-13,Wire_Rods,Line_4,3226.260090553599,OPERATIONAL
2023-01-13,TMT_Bars,Line_1,6215.679888046301,OPERATIONAL
2023-01-13,TMT_Bars,Line_2,5469.415049092174,MAINTENANCE
2023-01-13,TMT_Bars,Line_3,5903.906242605498,OPERATIONAL
2023-01-13,TMT_Bars,Line_4,5444.257374633163,OPERATIONAL
2023-01-13,Pig_Iron,Line_1,6313.122787406534,OPERATIONAL
2023-01-13,Pig_Iron,Line_2,5554.464597677345,OPERATIONAL
2023-01-13,Pig_Iron,Line_3,3497.811826907971,OPERATIONAL
2023-01-13,Pig_Iron,Line_4,4408.110441975978,OPERATIONAL
2023-01-13,Billets,Line_1,2364.422955384734,OPERATIONAL
2023-01-13,Billets,Line_2,3665.4756157816664,OPERATIONAL
2023-01-13,Billets,Line_3,7077.507010103622,OPERATIONAL
2023-01-13,Billets,Line_4,2825.591512459511,OPERATIONAL
2023-01-14,HR_Coils,Line_1,5320.6345652852,OPERATIONAL
2023-01-14,HR_Coils,Line_2,4634.541165287746,MAINTENANCE
2023-01-14,HR_Coils,Line_3,4089.7905198234844,OPERATIONAL
2023-01-14,HR_Coils,Line_4,5685.858742382252,OPERATIONAL
2023-01-14,CR_Coils,Line_1,3890.450777176795,OPERATIONAL
2023-01-14,CR_Coils,Line_2,7458.726161347748,OPERATIONAL
2023-01-14,CR_Coils,Line_3,4672.044054016423,OPERATIONAL
2023-01-14,CR_Coils,Line_4,4907.011343002965,OPERATIONAL
2023-01-14,Plates,Line_1,7384.854861219484,OPERATIONAL
2023-01-14,Plates,Line_2,3749.1352318846684,OPERATIONAL
2023-01-14,Plates,Line_3,6081.918679144853,OPERATIONAL
2023-01-14,Plates,Line_4,6701.285797507572,OPERATIONAL
2023-01-14,Wire_Rods,Line_1,6828.350442447254,OPERATIONAL
2023-01-14,Wire_Rods,Line_2,6405.366003917034,OPERATIONAL
2023-01-14,Wire_Rods,Line_3,4149.580394473317,OPERATIONAL
2023-01-14,Wire_Rods,Line_4,3714.9350393593268,OPERATIONAL
2023-01-14,TMT_Bars,Line_1,5063.1255505542085,OPERATIONAL
2023-01-14,TMT_Bars,Line_2,3098.786814082273,OPERATIONAL
2023-01-14,TMT_Bars,Line_3,3758.671100093712,OPERATIONAL
2023-01-14,TMT_Bars,Line_4,3544.3582779730805,OPERATIONAL
2023-01-14,Pig_Iron,Line_1,5806.113956763069,OPERATIONAL
2023-01-14,Pig_Iron,Line_2,5531.994455502528,OPERATIONAL
2023-01-14,Pig_Iron,Line_3,6107.315467024335,OPERATIONAL
2023-01-14,Pig_Iron,Line_4,3682.677703630323,MAINTENANCE
2023-01-14,Billets,Line_1,4770.995312523781,OPERATIONAL
