order_id,order_date,due_date,material_type,destination,quantity_tonnes,priority
ORD_000046,2023-01-06,2023-01-15,TMT_Bars,Durgapur,89.44754739195099,MEDIUM
ORD_000047,2023-01-06,2023-01-11,Wire_Rods,Kolkata,428.1616284344919,MEDIUM
ORD_000048,2023-01-06,2023-01-14,Wire_Rods,Haldia,90.15125722440513,LOW
ORD_000049,2023-01-06,2023-01-18,Billets,Patna,132.2916958555857,MEDIUM
ORD_000050,2023-01-06,2023-01-09,Pig_Iron,Patna,64.7664424806364,MEDIUM
ORD_000051,2023-01-07,2023-01-20,Wire_Rods,Haldia,126.12892592723472,LOW
ORD_000052,2023-01-07,2023-01-15,Pig_Iron,Kolkata,402.9728396773888,LOW
ORD_000053,2023-01-07,2023-01-17,Wire_Rods,Durgapur,490.45144827971785,HIGH
ORD_000054,2023-01-07,2023-01-11,CR_Coils,Ranchi,266.7707392449894,MEDIUM
ORD_000055,2023-01-07,2023-01-15,Billets,Haldia,58.902060236106465,MEDIUM
ORD_000056,2023-01-07,2023-01-15,Pig_Iron,Durgapur,70.78312015109819,MEDIUM
ORD_000057,2023-01-08,2023-01-18,Wire_Rods,Ranchi,220.21250169439296,LOW
ORD_000058,2023-01-08,2023-01-11,CR_Coils,Ranchi,199.11184327609664,MEDIUM
ORD_000059,2023-01-08,2023-01-16,Pig_Iron,Durgapur,453.27501026821926,MEDIUM
ORD_000060,2023-01-08,2023-01-13,Plates,Ranchi,285.85576294879843,MEDIUM
ORD_000061,2023-01-08,2023-01-14,Pig_Iron,Durgapur,421.65305681430846,MEDIUM
ORD_000062,2023-01-09,2023-01-17,TMT_Bars,Durgapur,176.54492094095707,MEDIUM
ORD_000063,2023-01-09,2023-01-23,HR_Coils,Haldia,103.84779968377958,LOW
ORD_000064,2023-01-09,2023-01-20,HR_Coils,Durgapur,446.7679434508347,HIGH
ORD_000065,2023-01-09,2023-01-16,Pig_Iron,Durgapur,387.83325236526093,MEDIUM
ORD_000066,2023-01-09,2023-01-17,TMT_Bars,Durgapur,185.01221371673842,LOW
ORD_000067,2023-01-09,2023-01-14,CR_Coils,Haldia,222.93815584697742,MEDIUM
ORD_000068,2023-01-09,2023-01-15,Pig_Iron,Kolkata,307.25537691167426,LOW
ORD_000069,2023-01-10,2023-01-20,Pig_Iron,Durgapur,62.073567871296646,MEDIUM
ORD_000070,2023-01-10,2023-01-21,Billets,Durgapur,266.5744022831582,LOW
ORD_000071,2023-01-10,2023-01-17,Wire_Rods,Haldia,486.420502033852,HIGH
ORD_000072,2023-01-10,2023-01-23,TMT_Bars,Kolkata,100.71102507968696,MEDIUM
ORD_000073,2023-01-10,2023-01-19,Billets,Patna,433.872048991154,MEDIUM
ORD_000074,2023-01-11,2023-01-19,Plates,Haldia,359.42112987333604,MEDIUM
ORD_000075,2023-01-11,2023-01-22,Plates,Haldia,165.94743110245003,HIGH
ORD_000076,2023-01-11,2023-01-23,HR_Coils,Haldia,310.7063177830493,LOW
ORD_000077,2023-01-11,2023-01-19,Wire_Rods,Kolkata,325.8567824944722,MEDIUM
ORD_000078,2023-01-11,2023-01-14,Wire_Rods,Kolkata,168.52071376322925,MEDIUM
ORD_000079,2023-01-11,2023-01-17,HR_Coils,Durgapur,429.6516918235613,MEDIUM
ORD_000080,2023-01-11,2023-01-15,Plates,Durgapur,297.7137026276722,MEDIUM
ORD_000081,2023-01-11,2023-01-16,Plates,Kolkata,205.58431414912454,LOW
ORD_000082,2023-01-11,2023-01-21,TMT_Bars,Durgapur,442.75737703775116,MEDIUM
ORD_000083,2023-01-11,2023-01-16,Billets,Kolkata,258.11587059584645,MEDIUM
ORD_000084,2023-01-12,2023-01-19,Billets,Ranchi,350.91316826362566,MEDIUM
ORD_000085,2023-01-12,2023-01-24,CR_Coils,Haldia,183.238028105804,MEDIUM
ORD_000086,2023-01-12,2023-01-26,Billets,Ranchi,263.3591262706905,LOW
ORD_000087,2023-01-12,2023-01-15,Plates,Ranchi,198.29645516544062,MEDIUM
ORD_000088,2023-01-12,2023-01-23,HR_Coils,Kolkata,197.81361938770934,MEDIUM
ORD_000089,2023-01-12,2023-01-26,HR_Coils,Haldia,203.20780228162192,MEDIUM
ORD_000090,2023-01-12,2023-01-18,Billets,Haldia,150.76946499923176,MEDIUM
ORD_000091,2023-01-13,2023-01-22,Wire_Rods,Haldia,143.49254820165976,LOW
ORD_000092,2023-01-13,2023-01-22,HR_Coils,Kolkata,197.17124406291364,MEDIUM
ORD_000093,2023-01-13,2023-01-24,TMT_Bars,Kolkata,269.0165641668187,LOW
ORD_000094,2023-01-13,2023-01-19,Plates,Ranchi,407.5026670129653,LOW
ORD_000095,2023-01-13,2023-01-23,HR_Coils,Haldia,124.47356168555915,MEDIUM
ORD_000096,2023-01-14,2023-01-28,HR_Coils,Kolkata,227.83684997152793,MEDIUM
ORD_000097,2023-01-14,2023-01-18,CR_Coils,Kolkata,117.77206756629636,HIGH
ORD_000098,2023-01-14,2023-01-20,Billets,Haldia,304.0081084811752,LOW
ORD_000099,2023-01-14,2023-01-18,Billets,Ranchi,315.0819178488759,HIGH
ORD_000100,2023-01-14,2023-01-21,Plates,Haldia,123.44458884727142,MEDIUM
ORD_000101,2023-01-14,2023-01-17,Plates,Ranchi,276.0430833916202,MEDIUM
ORD_000102,2023-01-14,2023-01-20,Plates,Durgapur,404.4403329040658,HIGH
ORD_000103,2023-01-14,2023-01-22,HR_Coils,Haldia,167.55227011047376,LOW
ORD_000104,2023-01-14,2023-01-17,TMT_Bars,Haldia,315.929061374173,HIGH
ORD_000105,2023-01-14,2023-01-17,HR_Coils,Haldia,241.5449458432709,HIGH
ORD_000106,2023-01-14,2023-01-20,Billets,Haldia,334.80901172322814,LOW
ORD_000107,2023-01-15,2023-01-25,Wire_Rods,Durgapur,343.8719337921009,HIGH
ORD_000108,2023-01-15,2023-01-19,Wire_Rods,Ranchi,221.38690023168647,LOW
ORD_000109,2023-01-15,2023-01-27,Wire_Rods,Patna,163.27556521696087,MEDIUM
ORD_000110,2023-01-15,2023-01-21,Plates,Haldia,187.8620463684616,MEDIUM
ORD_000111,2023-01-15,2023-01-27,Billets,Patna,365.24595150419225,MEDIUM
ORD_000112,2023-01-15,2023-01-20,Billets,Ranchi,459.2917908462676,HIGH
ORD_000113,2023-01-15,2023-01-27,Wire_Rods,Ranchi,197.54456381052734,HIGH
ORD_000114,2023-01-15,2023-01-18,TMT_Bars,Patna,269.13748701980126,HIGH
ORD_000115,2023-01-15,2023-01-21,TMT_Bars,Patna,264.9709189301589,HIGH
ORD_000116,2023-01-15,2023-01-27,Pig_Iron,Ranchi,214.06756519651233,MEDIUM
ORD_000117,2023-01-15,2023-01-18,Pig_Iron,Kolkata,63.39047288797177,MEDIUM
ORD_000118,2023-01-15,2023-01-25,Billets,Durgapur,129.28188860367828,LOW
ORD_000119,2023-01-15,2023-01-21,CR_Coils,Haldia,56.29386284291738,MEDIUM
ORD_000120,2023-01-16,2023-01-24,Pig_Iron,Durgapur,347.4211353769674,LOW
ORD_000121,2023-01-16,2023-01-21,HR_Coils,Kolkata,443.4803237103269,MEDIUM
ORD_000122,2023-01-16,2023-01-20,CR_Coils,Durgapur,431.604642549388,MEDIUM
ORD_000123,2023-01-16,2023-01-30,Wire_Rods,Ranchi,318.4012839972469,HIGH
ORD_000124,2023-01-16,2023-01-25,Wire_Rods,Kolkata,307.9296476669732,MEDIUM
ORD_000125,2023-01-16,2023-01-26,HR_Coils,Patna,347.00454017932094,MEDIUM
ORD_000126,2023-01-16,2023-01-26,Pig_Iron,Patna,309.47887675119557,LOW
ORD_000127,2023-01-17,2023-01-21,Pig_Iron,Patna,195.66356135374278,LOW
ORD_000128,2023-01-17,2023-01-21,Wire_Rods,Haldia,168.56455222880282,MEDIUM
ORD_000129,2023-01-17,2023-01-31,CR_Coils,Ranchi,197.19914745765644,MEDIUM
ORD_000130,2023-01-17,2023-01-31,TMT_Bars,Ranchi,167.59102621023007,MEDIUM
ORD_000131,2023-01-17,2023-01-20,Plates,Patna,158.2009631076266,LOW
ORD_000132,2023-01-17,2023-01-31,Wire_Rods,Durgapur,293.1290169686705,MEDIUM
ORD_000133,2023-01-17,2023-01-23,Pig_Iron,Patna,194.83705932054693,LOW
ORD_000134,2023-01-17,2023-01-26,Billets,Kolkata,241.1159862590004,LOW
ORD_000135,2023-01-17,2023-01-30,Pig_Iron,Patna,302.1854157852166,MEDIUM
ORD_000136,2023-01-17,2023-01-20,TMT_Bars,Ranchi,344.9864965871856,LOW
ORD_000137,2023-01-17,2023-01-22,HR_Coils,Ranchi,495.88503062691814,MEDIUM
ORD_000138,2023-01-17,2023-01-29,Wire_Rods,Durgapur,127.49795422717568,MEDIUM
ORD_000139,2023-01-17,2023-01-26,CR_Coils,Ranchi,145.7369779318289,MEDIUM
ORD_000140,2023-01-17,2023-01-23,TMT_Bars,Patna,496.92684610681005,MEDIUM
ORD_000141,2023-01-17,2023-01-20,Billets,Haldia,277.1670445191953,MEDIUM
ORD_000142,2023-01-18,2023-01-30,Billets,Haldia,483.97756475267664,MEDIUM
ORD_000143,2023-01-18,2023-02-01,Pig_Iron,Durgapur,403.6709679846876,LOW
ORD_000144,2023-01-18,2023-01-26,Wire_Rods,Durgapur,295.0351839177255,LOW
ORD_000145,2023-01-18,2023-01-29,Billets,Haldia,76.03597195405324,MEDIUM
ORD_000146,2023-01-18,2023-01-25,Billets,Durgapur,290.1949052806563,MEDIUM
ORD_000147,2023-01-18,2023-01-27,TMT_Bars,Durgapur,301.4116089139844,MEDIUM
ORD_000148,2023-01-18,2023-01-23,Billets,Haldia,287.4743606162539,MEDIUM
ORD_000149,2023-01-18,2023-01-26,HR_Coils,Ranchi,460.66188217411684,MEDIUM
ORD_000150,2023-01-18,2023-01-25,Billets,Kolkata,165.0655085576991,HIGH
ORD_000151,2023-01-18,2023-01-26,Billets,Haldia,357.8300159967386,MEDIUM
ORD_000152,2023-01-18,2023-02-01,CR_Coils,Durgapur,324.4511457523841,MEDIUM
ORD_000153,2023-01-18,2023-01-26,Pig_Iron,Ranchi,384.8504408201284,LOW
ORD_000154,2023-01-19,2023-01-29,TMT_Bars,Durgapur,191.86773621616769,MEDIUM
ORD_000155,2023-01-19,2023-01-23,Plates,Kolkata,437.1019848911965,HIGH
ORD_000156,2023-01-19,2023-02-01,Plates,Patna,264.2256005982428,LOW
ORD_000157,2023-01-19,2023-01-30,Plates,Ranchi,134.3890161617229,LOW
ORD_000158,2023-01-19,2023-01-27,Wire_Rods,Patna,461.1236210083702,LOW
ORD_000159,2023-01-19,2023-01-22,Wire_Rods,Haldia,452.6946785865444,LOW
ORD_000160,2023-01-19,2023-01-25,CR_Coils,Haldia,420.9743681824477,MEDIUM
ORD_000161,2023-01-19,2023-01-25,Plates,Patna,308.09615990483417,LOW
ORD_000162,2023-01-19,2023-02-01,CR_Coils,Haldia,346.5979344481442,LOW
ORD_000163,2023-01-19,2023-01-22,Billets,Kolkata,243.013849254518,LOW
ORD_000164,2023-01-19,2023-02-02,Plates,Durgapur,107.9911011931348,MEDIUM
ORD_000165,2023-01-19,2023-01-28,TMT_Bars,Haldia,450.0753876296933,MEDIUM
ORD_000166,2023-01-19,2023-01-24,Pig_Iron,Ranchi,447.00971025602564,MEDIUM
ORD_000167,2023-01-19,2023-02-01,Plates,Haldia,96.38313649318695,MEDIUM
ORD_000168,2023-01-20,2023-01-29,Plates,Ranchi,359.84036691327253,MEDIUM
ORD_000169,2023-01-20,2023-01-30,TMT_Bars,Kolkata,192.60696642101075,LOW
ORD_000170,2023-01-20,2023-01-24,Billets,Kolkata,434.92711110520344,LOW
ORD_000171,2023-01-20,2023-02-03,TMT_Bars,Ranchi,201.25866038308538,LOW
ORD_000172,2023-01-20,2023-01-30,Billets,Ranchi,65.83781764632403,HIGH
ORD_000173,2023-01-20,2023-01-26,Plates,Kolkata,62.692795909885014,MEDIUM
ORD_000174,2023-01-21,2023-02-04,HR_Coils,Kolkata,232.10607396059515,HIGH
ORD_000175,2023-01-21,2023-01-31,Wire_Rods,Durgapur,300.68412331292984,HIGH
ORD_000176,2023-01-21,2023-01-28,Pig_Iron,Durgapur,133.8687054650307,MEDIUM
ORD_000177,2023-01-21,2023-01-27,Pig_Iron,Haldia,407.93584133100927,MEDIUM
ORD_000178,2023-01-21,2023-01-26,Plates,Durgapur,342.4028538509721,MEDIUM
ORD_000179,2023-01-21,2023-02-02,Plates,Kolkata,172.98118080998725,HIGH
ORD_000180,2023-01-21,2023-01-26,HR_Coils,Durgapur,180.87567194603358,HIGH
ORD_000181,2023-01-21,2023-01-28,Pig_Iron,Durgapur,293.6958164173816,HIGH
ORD_000182,2023-01-21,2023-01-31,Pig_Iron,Ranchi,311.215817498735,LOW
ORD_000183,2023-01-22,2023-01-28,TMT_Bars,Ranchi,202.28706099279918,LOW
ORD_000184,2023-01-22,2023-01-25,Pig_Iron,Kolkata,104.9607506961199,HIGH
ORD_000185,2023-01-22,2023-02-01,CR_Coils,Ranchi,386.81994305312867,MEDIUM
ORD_000186,2023-01-22,2023-01-30,Plates,Ranchi,161.36614667349772,MEDIUM
ORD_000187,2023-01-22,2023-01-30,CR_Coils,Haldia,383.18930849386413,HIGH
ORD_000188,2023-01-22,2023-01-29,Wire_Rods,Ranchi,392.6064644153858,LOW
ORD_000189,2023-01-22,2023-02-01,Pig_Iron,Haldia,278.7140229896463,HIGH
ORD_000190,2023-01-22,2023-02-01,Wire_Rods,Kolkata,304.22538412965025,LOW
ORD_000191,2023-01-22,2023-01-27,TMT_Bars,Durgapur,428.8508427120369,MEDIUM
ORD_000192,2023-01-22,2023-02-03,HR_Coils,Kolkata,450.20953251554465,MEDIUM
ORD_000193,2023-01-22,2023-01-26,HR_Coils,Kolkata,271.91154580062295,MEDIUM
ORD_000194,2023-01-22,2023-02-05,HR_Coils,Patna,81.21754397276015,MEDIUM
ORD_000195,2023-01-22,2023-01-31,Pig_Iron,Kolkata,68.72653423146255,HIGH
ORD_000196,2023-01-23,2023-02-02,Plates,Durgapur,232.51145129699503,LOW
ORD_000197,2023-01-23,2023-01-31,Wire_Rods,Patna,437.813395683968,MEDIUM
ORD_000198,2023-01-23,2023-01-26,Plates,Durgapur,210.25778325491598,MEDIUM
ORD_000199,2023-01-23,2023-01-28,CR_Coils,Kolkata,69.99817873742613,MEDIUM
ORD_000200,2023-01-23,2023-02-02,CR_Coils,Patna,245.7989297109035,MEDIUM
ORD_000201,2023-01-23,2023-01-27,Wire_Rods,Haldia,453.45074602246734,HIGH
ORD_000202,2023-01-23,2023-01-29,CR_Coils,Durgapur,478.77763534542595,HIGH
ORD_000203,2023-01-23,2023-02-02,Wire_Rods,Ranchi,174.182288870517,LOW
ORD_000204,2023-01-23,2023-01-26,CR_Coils,Patna,366.1855702746003,LOW
ORD_000205,2023-01-23,2023-01-29,Wire_Rods,Haldia,279.8290991948691,MEDIUM
ORD_000206,2023-01-23,2023-02-06,Wire_Rods,Kolkata,86.19269385386211,HIGH
ORD_000207,2023-01-23,2023-01-31,Pig_Iron,Durgapur,386.82180128029574,HIGH
ORD_000208,2023-01-24,2023-02-03,TMT_Bars,Durgapur,355.3379833441935,MEDIUM
ORD_000209,2023-01-24,2023-01-29,Wire_Rods,Patna,228.31772482168773,MEDIUM
ORD_000210,2023-01-24,2023-02-06,TMT_Bars,Haldia,316.6697474104186,MEDIUM
ORD_000211,2023-01-24,2023-02-05,Billets,Durgapur,201.3240929336823,HIGH
ORD_000212,2023-01-24,2023-02-06,CR_Coils,Durgapur,390.5279661702852,LOW
ORD_000213,2023-01-24,2023-02-01,CR_Coils,Haldia,229.62951598896493,MEDIUM
ORD_000214,2023-01-24,2023-01-30,Plates,Ranchi,319.5367766107394,MEDIUM
ORD_000215,2023-01-25,2023-01-31,Plates,Durgapur,82.99801042077453,MEDIUM
ORD_000216,2023-01-25,2023-01-31,CR_Coils,Haldia,237.0597024544863,LOW
ORD_000217,2023-01-25,2023-02-03,Pig_Iron,Haldia,123.38027487351786,LOW
ORD_000218,2023-01-25,2023-01-28,HR_Coils,Haldia,483.4420169889876,MEDIUM
ORD_000219,2023-01-25,2023-01-28,Pig_Iron,Patna,163.3625210001926,HIGH
ORD_000220,2023-01-25,2023-02-02,TMT_Bars,Kolkata,138.53561042905363,HIGH
ORD_000221,2023-01-25,2023-02-01,TMT_Bars,Patna,499.5871636423767,MEDIUM
ORD_000222,2023-01-25,2023-01-28,HR_Coils,Patna,281.83419850610414,MEDIUM
ORD_000223,2023-01-25,2023-02-01,Plates,Ranchi,125.72265355660775,MEDIUM
ORD_000224,2023-01-26,2023-01-31,HR_Coils,Patna,71.10619344408173,MEDIUM
ORD_000225,2023-01-26,2023-02-04,CR_Coils,Durgapur,100.89752569364967,MEDIUM
ORD_000226,2023-01-26,2023-02-01,Billets,Ranchi,290.15492926423883,MEDIUM
ORD_000227,2023-01-26,2023-02-03,CR_Coils,Haldia,152.94039551975845,LOW
ORD_000228,2023-01-26,2023-01-29,Plates,Durgapur,451.86079297074764,MEDIUM
ORD_000229,2023-01-26,2023-02-03,Plates,Kolkata,451.34757073188206,MEDIUM
ORD_000230,2023-01-26,2023-01-30,CR_Coils,Haldia,145.3863303452231,MEDIUM
ORD_000231,2023-01-26,2023-02-07,CR_Coils,Patna,306.3967267585557,HIGH
ORD_000232,2023-01-27,2023-01-31,Pig_Iron,Kolkata,189.7542637102772,MEDIUM
ORD_000233,2023-01-27,2023-02-07,Plates,Haldia,450.1639593206922,LOW
ORD_000234,2023-01-27,2023-02-02,HR_Coils,Ranchi,487.6900321597168,MEDIUM
ORD_000235,2023-01-27,2023-01-30,CR_Coils,Haldia,383.6334202749722,MEDIUM
ORD_000236,2023-01-27,2023-02-05,Wire_Rods,Durgapur,328.05884444036127,MEDIUM
ORD_000237,2023-01-27,2023-02-03,CR_Coils,Durgapur,152.48722748887485,LOW
ORD_000238,2023-01-27,2023-01-30,Wire_Rods,Ranchi,283.670225661613,MEDIUM
ORD_000239,2023-01-27,2023-02-02,Wire_Rods,Kolkata,385.9781592351315,MEDIUM
ORD_000240,2023-01-27,2023-02-09,TMT_Bars,Haldia,130.82324730030945,MEDIUM
ORD_000241,2023-01-28,2023-02-10,TMT_Bars,Durgapur,456.24461055943055,LOW
ORD_000242,2023-01-28,2023-02-06,CR_Coils,Haldia,315.37045951879156,HIGH
ORD_000243,2023-01-28,2023-02-06,HR_Coils,Durgapur,193.55068891439322,MEDIUM
ORD_000244,2023-01-28,2023-02-05,HR_Coils,Haldia,69.49220875475709,MEDIUM
ORD_000245,2023-01-28,2023-02-02,Wire_Rods,Ranchi,53.36203349462856,MEDIUM
ORD_000246,2023-01-28,2023-02-04,Wire_Rods,Haldia,145.6753732912876,MEDIUM
ORD_000247,2023-01-28,2023-01-31,Wire_Rods,Ranchi,342.650357841167,HIGH
ORD_000248,2023-01-28,2023-01-31,HR_Coils,Haldia,304.77010181254093,MEDIUM
ORD_000249,2023-01-28,2023-02-01,TMT_Bars,Ranchi,143.3268722024821,MEDIUM
ORD_000250,2023-01-29,2023-02-11,CR_Coils,Kolkata,268.300158131245,MEDIUM
ORD_000251,2023-01-29,2023-02-01,HR_Coils,Patna,317.44324001625574,LOW
ORD_000252,2023-01-29,2023-02-02,HR_Coils,Patna,188.66015125275229,MEDIUM
ORD_000253,2023-01-29,2023-02-10,HR_Coils,Ranchi,179.73796656920413,LOW
ORD_000254,2023-01-29,2023-02-11,TMT_Bars,Haldia,328.5936425026671,HIGH
ORD_000255,2023-01-29,2023-02-04,Pig_Iron,Patna,71.98244037928227,HIGH
ORD_000256,2023-01-29,2023-02-09,Billets,Haldia,183.96352071334113,LOW
ORD_000257,2023-01-29,2023-02-01,Billets,Durgapur,142.7431204557745,MEDIUM
ORD_000258,2023-01-29,2023-02-07,Billets,Ranchi,499.63043585094823,HIGH
ORD_000259,2023-01-29,2023-02-11,Wire_Rods,Patna,328.60835801249175,LOW
ORD_000260,2023-01-29,2023-02-10,Wire_Rods,Ranchi,309.1198264347881,LOW
ORD_000261,2023-01-29,2023-02-10,Wire_Rods,Haldia,204.74635794500853,MEDIUM
ORD_000262,2023-01-29,2023-02-02,Billets,Durgapur,300.2916324609952,MEDIUM
ORD_000263,2023-01-29,2023-02-10,Plates,Patna,317.9570558729338,MEDIUM
ORD_000264,2023-01-30,2023-02-04,TMT_Bars,Kolkata,378.429287143096,MEDIUM
ORD_000265,2023-01-30,2023-02-08,HR_Coils,Kolkata,439.6931454126248,LOW
ORD_000266,2023-01-30,2023-02-02,CR_Coils,Patna,97.57904812225938,MEDIUM
ORD_000267,2023-01-30,2023-02-08,TMT_Bars,Haldia,354.21533299230623,MEDIUM
ORD_000268,2023-01-30,2023-02-05,TMT_Bars,Haldia,85.57525104372846,LOW
ORD_000269,2023-01-30,2023-02-02,Billets,Haldia,296.9756241245949,MEDIUM
ORD_000270,2023-01-30,2023-02-04,HR_Coils,Patna,322.2077695899506,HIGH
ORD_000271,2023-01-30,2023-02-06,HR_Coils,Ranchi,398.95109152477875,LOW
ORD_000272,2023-01-30,2023-02-04,Pig_Iron,Durgapur,412.7361455412936,MEDIUM
ORD_000273,2023-01-30,2023-02-09,Plates,Patna,96.536769246252,LOW
ORD_000274,2023-01-30,2023-02-11,Plates,Ranchi,71.95181791942372,MEDIUM
ORD_000275,2023-01-30,2023-02-09,HR_Coils,Ranchi,128.92143332479324,HIGH
ORD_000276,2023-01-30,2023-02-08,Billets,Ranchi,112.46664053758323,MEDIUM
ORD_000277,2023-01-30,2023-02-13,Wire_Rods,Ranchi,391.0565910128078,MEDIUM
ORD_000278,2023-01-31,2023-02-07,TMT_Bars,Durgapur,399.45122810421464,LOW
ORD_000279,2023-01-31,2023-02-08,TMT_Bars,Haldia,82.8397340987373,HIGH
ORD_000280,2023-01-31,2023-02-08,Plates,Haldia,157.46994640836385,HIGH
ORD_000281,2023-01-31,2023-02-05,Billets,Ranchi,280.29380250900715,HIGH
ORD_000282,2023-01-31,2023-02-12,Billets,Patna,250.22560197566582,MEDIUM
ORD_000283,2023-01-31,2023-02-11,CR_Coils,Durgapur,167.38546406937462,LOW
ORD_000284,2023-02-01,2023-02-10,CR_Coils,Durgapur,74.14262678918934,MEDIUM
ORD_000285,2023-02-01,2023-02-14,CR_Coils,Durgapur,417.382152346734,MEDIUM
ORD_000286,2023-02-01,2023-02-10,Wire_Rods,Ranchi,483.27803900479955,HIGH
ORD_000287,2023-02-01,2023-02-06,CR_Coils,Patna,144.5515364709384,MEDIUM
ORD_000288,2023-02-01,2023-02-06,Pig_Iron,Haldia,103.01035629266558,HIGH
ORD_000289,2023-02-01,2023-02-14,Plates,Ranchi,369.835868200413,LOW
ORD_000290,2023-02-01,2023-02-11,CR_Coils,Ranchi,431.10622781486325,LOW
ORD_000291,2023-02-01,2023-02-14,TMT_Bars,Patna,185.02287623771335,MEDIUM
ORD_000292,2023-02-01,2023-02-12,HR_Coils,Durgapur,74.00616526624313,LOW
ORD_000293,2023-02-02,2023-02-09,Wire_Rods,Patna,389.73231717471066,HIGH
ORD_000294,2023-02-02,2023-02-09,TMT_Bars,Durgapur,223.92465139650682,MEDIUM
ORD_000295,2023-02-02,2023-02-16,Billets,Patna,485.10261787549575,LOW
ORD_000296,2023-02-02,2023-02-07,CR_Coils,Haldia,329.49994034443426,LOW
ORD_000297,2023-02-02,2023-02-08,Wire_Rods,Patna,411.7407715317236,LOW
ORD_000298,2023-02-02,2023-02-12,HR_Coils,Haldia,92.51844818318563,MEDIUM
