date,dispatch_id,rake_id,route,material_type,tonnes_dispatched,delay_hours,status
2023-01-12,DISP_000040,RAKE_00063,Ranchi,CR_Coils,3279.2292324563914,0.0,DELIVERED
2023-01-12,DISP_000041,RAKE_00139,Patna,Billets,2198.0116857247563,0.0,IN_TRANSIT
2023-01-13,DISP_000042,RAKE_00093,Kolkata,Plates,3632.620955883812,0.0,DELIVERED
2023-01-13,DISP_000043,RAKE_00118,Haldia,Plates,3333.7123848034717,5.56436706475957,IN_TRANSIT
2023-01-13,DISP_000044,RAKE_00179,Patna,Plates,2845.978599039849,0.0,IN_TRANSIT
2023-01-13,DISP_000045,RAKE_00097,Ranchi,CR_Coils,2002.3045693551599,0.0,DISPATCHED
2023-01-14,DISP_000046,RAKE_00167,Durgapur,HR_Coils,2805.23472442357,0.0,IN_TRANSIT
2023-01-14,DISP_000047,RAKE_00431,Durgapur,Plates,3616.0110781289222,0.0,IN_TRANSIT
2023-01-15,DISP_000048,RAKE_00141,Ranchi,Wire_Rods,2338.4694892703233,0.0,DELIVERED
2023-01-15,DISP_000049,RAKE_00457,Patna,TMT_Bars,2359.1626061466163,0.0,DISPATCHED
2023-01-16,DISP_000050,RAKE_00407,Durgapur,Pig_Iron,3269.4434279675797,0.0,DISPATCHED
2023-01-16,DISP_000051,RAKE_00259,Kolkata,HR_Coils,3469.7757141177053,0.0,IN_TRANSIT
2023-01-16,DISP_000052,RAKE_00055,Ranchi,Plates,2057.976367604131,0.0,IN_TRANSIT
2023-01-17,DISP_000053,RAKE_00446,Haldia,HR_Coils,2549.4146907396666,0.0,IN_TRANSIT
2023-01-17,DISP_000054,RAKE_00213,Patna,Plates,2123.9171166835035,0.0,IN_TRANSIT
2023-01-17,DISP_000055,RAKE_00205,Haldia,Plates,3011.1232956216973,0.0,DISPATCHED
2023-01-18,DISP_000056,RAKE_00414,Patna,TMT_Bars,3435.0556261752417,0.0,DISPATCHED
2023-01-18,DISP_000057,RAKE_00232,Kolkata,CR_Coils,2817.681969112443,0.0,IN_TRANSIT
2023-01-18,DISP_000058,RAKE_00484,Kolkata,Wire_Rods,2255.5379071889747,2.855464717995382,DELIVERED
2023-01-18,DISP_000059,RAKE_00381,Kolkata,Wire_Rods,3129.912689600251,0.0,IN_TRANSIT
2023-01-19,DISP_000060,RAKE_00110,Patna,Wire_Rods,2702.9066033294416,0.0,IN_TRANSIT
2023-01-19,DISP_000061,RAKE_00188,Kolkata,HR_Coils,2156.0500711556183,0.0,IN_TRANSIT
2023-01-20,DISP_000062,RAKE_00493,Ranchi,Billets,3555.6231790401444,0.0,DISPATCHED
2023-01-20,DISP_000063,RAKE_00461,Haldia,CR_Coils,3083.9348272284406,4.027024817432389,DISPATCHED
2023-01-20,DISP_000064,RAKE_00402,Haldia,Pig_Iron,3544.302032220633,3.2520321277488895,DELIVERED
2023-01-20,DISP_000065,RAKE_00242,Durgapur,Billets,2919.862978698233,2.600530983031999,IN_TRANSIT
2023-01-21,DISP_000066,RAKE_00056,Durgapur,HR_Coils,2431.4861690757107,0.0,DELIVERED
2023-01-21,DISP_000067,RAKE_00287,Patna,Wire_Rods,2610.2184437819496,0.0,IN_TRANSIT
2023-01-21,DISP_000068,RAKE_00154,Patna,HR_Coils,2202.2875424653107,0.0,DELIVERED
2023-01-21,DISP_000069,RAKE_00096,Durgapur,Plates,2702.0434285101082,1.4406851661927962,DISPATCHED
2023-01-22,DISP_000070,RAKE_00121,Ranchi,Wire_Rods,2711.9100673019743,0.0,DELIVERED
2023-01-22,DISP_000071,RAKE_00084,Durgapur,CR_Coils,3485.9226561649566,0.0,DELIVERED
2023-01-23,DISP_000072,RAKE_00268,Ranchi,Plates,2331.6028074054207,0.0,IN_TRANSIT
2023-01-23,DISP_000073,RAKE_00495,Patna,Pig_Iron,3493.1688848611775,0.0,IN_TRANSIT
2023-01-23,DISP_000074,RAKE_00368,Patna,CR_Coils,3597.0977866809335,0.0,DISPATCHED
2023-01-24,DISP_000075,RAKE_00026,Haldia,Billets,2712.1439798400556,4.788482425877553,DISPATCHED
2023-01-24,DISP_000076,RAKE_00018,Kolkata,CR_Coils,2625.9079948613917,0.0,DELIVERED
2023-01-25,DISP_000077,RAKE_00114,Patna,Pig_Iron,3644.856381704587,0.0,DELIVERED
2023-01-25,DISP_000078,RAKE_00099,Patna,TMT_Bars,3400.6198521712267,0.0,IN_TRANSIT
2023-01-26,DISP_000079,RAKE_00102,Kolkata,Pig_Iron,2043.5372699161214,0.0,DISPATCHED
2023-01-26,DISP_000080,RAKE_00447,Kolkata,Billets,3233.954363666384,0.0,IN_TRANSIT
2023-01-27,DISP_000081,RAKE_00234,Haldia,TMT_Bars,3186.314669348396,0.0,DELIVERED
2023-01-27,DISP_000082,RAKE_00141,Haldia,Billets,2275.8192588635634,4.308680996485694,IN_TRANSIT
2023-01-28,DISP_000083,RAKE_00093,Haldia,CR_Coils,3554.1879210360285,0.0,IN_TRANSIT
2023-01-28,DISP_000084,RAKE_00395,Patna,HR_Coils,2806.6757995444304,1.5074384105596317,DELIVERED
2023-01-28,DISP_000085,RAKE_00256,Haldia,TMT_Bars,3564.6640142428505,0.0,DELIVERED
2023-01-28,DISP_000086,RAKE_00415,Haldia,Billets,2634.927834788359,5.906125081013645,IN_TRANSIT
2023-01-29,DISP_000087,RAKE_00147,Kolkata,Plates,2921.9305055685313,0.0,DELIVERED
2023-01-29,DISP_000088,RAKE_00294,Haldia,HR_Coils,3304.8231906107653,0.0,DELIVERED
2023-01-30,DISP_000089,RAKE_00006,Ranchi,Billets,3577.324485547063,0.0,DELIVERED
2023-01-30,DISP_000090,RAKE_00257,Haldia,TMT_Bars,2696.543355157901,7.357141078302219,IN_TRANSIT
2023-01-30,DISP_000091,RAKE_00455,Patna,TMT_Bars,2679.3316414069395,0.0,IN_TRANSIT
2023-01-30,DISP_000092,RAKE_00312,Durgapur,HR_Coils,3215.29477049654,0.0,DISPATCHED
2023-01-31,DISP_000093,RAKE_00390,Patna,HR_Coils,2066.978801402741,0.0,DISPATCHED
2023-01-31,DISP_000094,RAKE_00191,Patna,Plates,2977.720122185705,0.0,DISPATCHED
2023-01-31,DISP_000095,RAKE_00483,Kolkata,Wire_Rods,2341.2898202730357,0.0,IN_TRANSIT
2023-02-01,DISP_000096,RAKE_00415,Kolkata,Plates,2655.2246214205843,2.4342980870032607,DELIVERED
2023-02-01,DISP_000097,RAKE_00209,Patna,Plates,3584.972274188188,0.0,DELIVERED
2023-02-01,DISP_000098,RAKE_00287,Durgapur,TMT_Bars,3115.2588311370673,0.0,DELIVERED
2023-02-01,DISP_000099,RAKE_00139,Patna,TMT_Bars,2128.812640136333,0.0,DELIVERED
2023-02-02,DISP_000100,RAKE_00386,Durgapur,TMT_Bars,2913.009182624348,0.0,IN_TRANSIT
2023-02-02,DISP_000101,RAKE_00248,Kolkata,Billets,3580.9900526900856,0.0,DELIVERED
2023-02-02,DISP_000102,RAKE_00244,Ranchi,Billets,2810.205942551846,0.0,DISPATCHED
2023-02-02,DISP_000103,RAKE_00357,Haldia,Pig_Iron,2961.466875325849,4.0943048703001885,IN_TRANSIT
2023-02-03,DISP_000104,RAKE_00253,Kolkata,Pig_Iron,3353.716762258321,0.0,IN_TRANSIT
2023-02-03,DISP_000105,RAKE_00348,Patna,TMT_Bars,2927.602288737945,0.0,DISPATCHED
2023-02-04,DISP_000106,RAKE_00237,Kolkata,Billets,3461.2925717191056,0.0,IN_TRANSIT
2023-02-04,DISP_000107,RAKE_00254,Kolkata,CR_Coils,2191.6998143783803,0.0,DELIVERED
2023-02-05,DISP_000108,RAKE_00245,Durgapur,Wire_Rods,2928.595604665974,0.0,IN_TRANSIT
2023-02-05,DISP_000109,RAKE_00236,Kolkata,Wire_Rods,2515.94617667463,1.2701697384855934,IN_TRANSIT
2023-02-05,DISP_000110,RAKE_00237,Haldia,TMT_Bars,2750.490718701018,4.264790923795094,DELIVERED
2023-02-06,DISP_000111,RAKE_00345,Kolkata,CR_Coils,2919.4462494721092,2.3135725158104816,DELIVERED
2023-02-06,DISP_000112,RAKE_00208,Ranchi,Billets,2018.5439242279851,0.0,DELIVERED
2023-02-06,DISP_000113,RAKE_00233,Ranchi,Plates,2972.1660629765856,0.0,DISPATCHED
2023-02-07,DISP_000114,RAKE_00238,Kolkata,Plates,2927.5980143748193,1.5117536433851944,DISPATCHED
2023-02-07,DISP_000115,RAKE_00223,Kolkata,TMT_Bars,3504.2857167966386,0.0,IN_TRANSIT
2023-02-07,DISP_000116,RAKE_00276,Patna,TMT_Bars,2238.5221763650834,0.0,IN_TRANSIT
2023-02-08,DISP_000117,RAKE_00228,Haldia,HR_Coils,2551.5585770782664,5.036781828803161,DISPATCHED
2023-02-08,DISP_000118,RAKE_00251,Patna,Billets,3181.136475602976,0.0,DISPATCHED
2023-02-08,DISP_000119,RAKE_00266,Patna,HR_Coils,3255.8278234091504,0.0,IN_TRANSIT
2023-02-08,DISP_000120,RAKE_00196,Kolkata,Plates,2570.0069792366576,0.0,IN_TRANSIT
2023-02-09,DISP_000121,RAKE_00339,Ranchi,HR_Coils,2516.005105301824,0.0,IN_TRANSIT
2023-02-09,DISP_000122,RAKE_00418,Haldia,Pig_Iron,3412.8813972705007,5.456252416005022,DELIVERED
2023-02-09,DISP_000123,RAKE_00383,Durgapur,TMT_Bars,2980.1911240517807,0.0,IN_TRANSIT
2023-02-09,DISP_000124,RAKE_00138,Patna,Billets,3114.3324542363416,0.0,DISPATCHED
2023-02-10,DISP_000125,RAKE_00404,Haldia,HR_Coils,2558.926646417887,0.0,DELIVERED
2023-02-10,DISP_000126,RAKE_00428,Patna,Plates,3283.7784830746414,0.0,IN_TRANSIT
2023-02-11,DISP_000127,RAKE_00296,Patna,Plates,3075.833333851655,0.0,DELIVERED
2023-02-11,DISP_000128,RAKE_00204,Kolkata,Pig_Iron,2786.2091023540397,0.0,DELIVERED
2023-02-12,DISP_000129,RAKE_00049,Patna,CR_Coils,2486.690384627708,0.0,DISPATCHED
2023-02-12,DISP_000130,RAKE_00298,Kolkata,Wire_Rods,3226.135430896247,2.305468835896887,IN_TRANSIT
2023-02-12,DISP_000131,RAKE_00398,Patna,TMT_Bars,2492.8911776157242,0.0,IN_TRANSIT
2023-02-12,DISP_000132,RAKE_00141,Durgapur,TMT_Bars,2062.4078001908615,0.0,DISPATCHED
2023-02-13,DISP_000133,RAKE_00301,Haldia,Plates,2902.6859782323168,0.0,DELIVERED
2023-02-13,DISP_000134,RAKE_00077,Patna,TMT_Bars,2294.9888469662883,0.0,DELIVERED
2023-02-14,DISP_000135,RAKE_00450,Kolkata,Pig_Iron,2327.967909834542,0.0,DISPATCHED
2023-02-14,DISP_000136,RAKE_00277,Patna,TMT_Bars,2637.5063689693316,0.0,DISPATCHED
2023-02-14,DISP_000137,RAKE_00054,Ranchi,Wire_Rods,3147.31719270045,0.0,IN_TRANSIT
2023-02-14,DISP_000138,RAKE_00461,Haldia,Wire_Rods,3376.407253466325,0.0,IN_TRANSIT
2023-02-15,DISP_000139,RAKE_00142,Kolkata,Pig_Iron,3395.0568987237143,0.0,DISPATCHED
2023-02-15,DISP_000140,RAKE_00189,Durgapur,Plates,3121.6423478985444,0.0,DISPATCHED
2023-02-15,DISP_000141,RAKE_00017,Ranchi,Plates,3148.3961376623984,0.0,IN_TRANSIT
2023-02-16,DISP_000142,RAKE_00159,Kolkata,HR_Coils,2840.4136319373533,0.0,DELIVERED
2023-02-16,DISP_000143,RAKE_00010,Haldia,Pig_Iron,2794.518571848173,7.913203748514093,DISPATCHED
2023-02-16,DISP_000144,RAKE_00037,Haldia,TMT_Bars,2710.8194677341057,0.0,IN_TRANSIT
2023-02-16,DISP_000145,RAKE_00451,Kolkata,Pig_Iron,2330.9718756877432,0.0,DELIVERED
2023-02-17,DISP_000146,RAKE_00238,Patna,Wire_Rods,2168.921432136279,0.0,DISPATCHED
2023-02-17,DISP_000147,RAKE_00417,Patna,Pig_Iron,2377.4178957620625,0.0,DELIVERED
2023-02-17,DISP_000148,RAKE_00337,Haldia,TMT_Bars,2896.543216104802,0.0,IN_TRANSIT
2023-02-17,DISP_000149,RAKE_00072,Durgapur,Wire_Rods,3492.419742734828,0.0,DISPATCHED
2023-02-18,DISP_000150,RAKE_00328,Ranchi,Wire_Rods,3028.263410410207,0.0,DISPATCHED
2023-02-18,DISP_000151,RAKE_00498,Patna,CR_Coils,3246.2753047444735,2.252496665459872,IN_TRANSIT
2023-02-19,DISP_000152,RAKE_00449,Kolkata,Pig_Iron,2394.599026624843,0.0,DISPATCHED
2023-02-19,DISP_000153,RAKE_00162,Kolkata,CR_Coils,2064.194107146594,2.1532499752918994,IN_TRANSIT
2023-02-19,DISP_000154,RAKE_00039,Haldia,HR_Coils,2021.3284204669494,5.738623985409445,IN_TRANSIT
2023-02-19,DISP_000155,RAKE_00249,Ranchi,Plates,2107.3493527909304,0.0,DELIVERED
2023-02-20,DISP_000156,RAKE_00151,Haldia,HR_Coils,3392.9225857143547,5.165989869449588,DISPATCHED
2023-02-20,DISP_000157,RAKE_00062,Haldia,Billets,2976.0108423694046,0.0,IN_TRANSIT
2023-02-21,DISP_000158,RAKE_00322,Patna,TMT_Bars,3083.022296093077,2.049756947239459,DISPATCHED
2023-02-21,DISP_000159,RAKE_00397,Ranchi,TMT_Bars,3372.100564045558,2.9729535831188847,IN_TRANSIT
2023-02-22,DISP_000160,RAKE_00226,Kolkata,TMT_Bars,3359.167683671873,0.0,IN_TRANSIT
2023-02-22,DISP_000161,RAKE_00042,Ranchi,Plates,3252.3888013979968,2.1387031093689237,DELIVERED
2023-02-22,DISP_000162,RAKE_00201,Kolkata,Billets,2695.2525143888433,0.0,DISPATCHED
2023-02-22,DISP_000163,RAKE_00209,Patna,Wire_Rods,2568.562142902977,0.0,DELIVERED
2023-02-23,DISP_000164,RAKE_00291,Ranchi,Wire_Rods,2612.454577351401,0.0,IN_TRANSIT
2023-02-23,DISP_000165,RAKE_00327,Durgapur,Wire_Rods,3361.038451967438,0.0,IN_TRANSIT
2023-02-23,DISP_000166,RAKE_00370,Haldia,HR_Coils,3442.0437414026887,0.0,IN_TRANSIT
2023-02-23,DISP_000167,RAKE_00245,Ranchi,Billets,2737.865617760088,0.0,IN_TRANSIT
2023-02-24,DISP_000168,RAKE_00197,Patna,TMT_Bars,3239.946274265223,0.0,DELIVERED
2023-02-24,DISP_000169,RAKE_00046,Patna,CR_Coils,2070.4673844768313,0.0,DISPATCHED
2023-02-24,DISP_000170,RAKE_00121,Kolkata,Plates,2198.2280247303543,0.0,IN_TRANSIT
2023-02-25,DISP_000171,RAKE_00457,Kolkata,Billets,3068.305789273163,0.0,DELIVERED
2023-02-25,DISP_000172,RAKE_00110,Kolkata,TMT_Bars,2486.2933506653667,0.0,DISPATCHED
2023-02-26,DISP_000173,RAKE_00029,Patna,HR_Coils,3054.6562766327197,0.0,DISPATCHED
2023-02-26,DISP_000174,RAKE_00053,Durgapur,Pig_Iron,3154.859187383443,0.0,DISPATCHED
2023-02-26,DISP_000175,RAKE_00058,Patna,Wire_Rods,3040.1276388111996,0.0,DELIVERED
2023-02-27,DISP_000176,RAKE_00311,Kolkata,Billets,3110.2219874566745,0.0,IN_TRANSIT
2023-02-27,DISP_000177,RAKE_00077,Durgapur,Wire_Rods,2028.957870022307,0.0,DISPATCHED
2023-02-28,DISP_000178,RAKE_00471,Haldia,Wire_Rods,2979.01306159624,0.0,IN_TRANSIT
2023-02-28,DISP_000179,RAKE_00496,Patna,CR_Coils,2731.977164398098,0.0,DELIVERED
2023-02-28,DISP_000180,RAKE_00140,Patna,TMT_Bars,3639.9537680913973,0.0,IN_TRANSIT
2023-02-28,DISP_000181,RAKE_00451,Durgapur,Billets,3510.050671956694,0.0,DISPATCHED
2023-03-01,DISP_000182,RAKE_00166,Kolkata,Billets,2629.9279001323025,0.0,IN_TRANSIT
2023-03-01,DISP_000183,RAKE_00238,Ranchi,Pig_Iron,2303.2450026258593,0.0,DISPATCHED
2023-03-01,DISP_000184,RAKE_00462,Durgapur,Wire_Rods,2292.489178842234,0.0,DISPATCHED
2023-03-01,DISP_000185,RAKE_00215,Durgapur,CR_Coils,2387.478385927869,2.811443713183916,DISPATCHED
2023-03-02,DISP_000186,RAKE_00395,Patna,TMT_Bars,2479.269152251782,0.0,DISPATCHED
2023-03-02,DISP_000187,RAKE_00150,Ranchi,Wire_Rods,3386.885674713123,0.0,DELIVERED
2023-03-02,DISP_000188,RAKE_00457,Durgapur,CR_Coils,2188.1564247232645,0.0,DISPATCHED
2023-03-03,DISP_000189,RAKE_00104,Kolkata,Plates,3462.6438613321106,0.0,DELIVERED
2023-03-03,DISP_000190,RAKE_00090,Ranchi,Billets,2161.688128613136,2.3330000233310986,IN_TRANSIT
2023-03-04,DISP_000191,RAKE_00057,Durgapur,Billets,2995.9135672006046,0.0,IN_TRANSIT
2023-03-04,DISP_000192,RAKE_00489,Haldia,Pig_Iron,2755.3509083587824,3.070359616700673,DISPATCHED
2023-03-04,DISP_000193,RAKE_00075,Durgapur,Wire_Rods,2198.5018054051584,1.7236867698398561,DISPATCHED
2023-03-04,DISP_000194,RAKE_00127,Haldia,Plates,3421.780658414795,0.0,IN_TRANSIT
2023-03-05,DISP_000195,RAKE_00075,Kolkata,HR_Coils,3233.2947666757773,0.0,IN_TRANSIT
2023-03-05,DISP_000196,RAKE_00445,Durgapur,Pig_Iron,2593.510652675587,0.0,DISPATCHED
2023-03-05,DISP_000197,RAKE_00264,Kolkata,HR_Coils,3028.5763079585486,0.0,IN_TRANSIT
2023-03-06,DISP_000198,RAKE_00405,Ranchi,TMT_Bars,2090.8174971531366,0.0,DELIVERED
2023-03-06,DISP_000199,RAKE_00498,Durgapur,TMT_Bars,2915.8750312120023,0.0,DISPATCHED
2023-03-06,DISP_000200,RAKE_00122,Haldia,Plates,2085.296043901969,5.378104218014362,DELIVERED
2023-03-06,DISP_000201,RAKE_00253,Haldia,TMT_Bars,2355.4432336743685,5.5135383825185595,DELIVERED
2023-03-07,DISP_000202,RAKE_00145,Patna,Billets,2165.6438751838928,0.0,DISPATCHED
2023-03-07,DISP_000203,RAKE_00130,Durgapur,Billets,2990.33943546513,0.0,DELIVERED
2023-03-07,DISP_000204,RAKE_00204,Patna,Billets,2810.9980480766408,0.0,IN_TRANSIT
2023-03-07,DISP_000205,RAKE_00186,Kolkata,Billets,2373.96525702871,0.0,IN_TRANSIT
2023-03-08,DISP_000206,RAKE_00219,Ranchi,Pig_Iron,3331.028210406784,0.0,DISPATCHED
2023-03-08,DISP_000207,RAKE_00067,Durgapur,Billets,2735.7687742533244,0.0,DELIVERED
2023-03-09,DISP_000208,RAKE_00111,Durgapur,Wire_Rods,2661.3284462799656,0.0,IN_TRANSIT
2023-03-09,DISP_000209,RAKE_00358,Durgapur,Billets,2426.1088782761617,0.0,IN_TRANSIT
2023-03-10,DISP_000210,RAKE_00177,Durgapur,Wire_Rods,2671.200298629852,0.0,IN_TRANSIT
2023-03-10,DISP_000211,RAKE_00198,Ranchi,TMT_Bars,2701.386394996507,0.0,DISPATCHED
2023-03-10,DISP_000212,RAKE_00197,Ranchi,Billets,3004.812367756007,0.0,DELIVERED
2023-03-10,DISP_000213,RAKE_00249,Durgapur,HR_Coils,2621.1080380386093,1.9277154432375512,IN_TRANSIT
2023-03-11,DISP_000214,RAKE_00312,Durgapur,Pig_Iron,3319.4208380172204,0.0,DELIVERED
2023-03-11,DISP_000215,RAKE_00449,Patna,Billets,2606.153345622628,2.4981498378292657,DELIVERED
2023-03-12,DISP_000216,RAKE_00142,Durgapur,TMT_Bars,2302.575545589258,1.704199520424199,DELIVERED
2023-03-12,DISP_000217,RAKE_00132,Kolkata,Wire_Rods,2814.3026029393136,0.0,DELIVERED
2023-03-13,DISP_000218,RAKE_00479,Patna,CR_Coils,2246.2672512280305,0.0,IN_TRANSIT
2023-03-13,DISP_000219,RAKE_00166,Patna,Plates,3621.4332765174904,0.0,IN_TRANSIT
2023-03-13,DISP_000220,RAKE_00149,Kolkata,Pig_Iron,2157.7448904704147,0.0,DELIVERED
2023-03-14,DISP_000221,RAKE_00118,Haldia,Wire_Rods,3062.0300651280545,4.381673238080278,IN_TRANSIT
2023-03-14,DISP_000222,RAKE_00326,Haldia,Wire_Rods,2217.956857965815,3.929015905449778,DISPATCHED
2023-03-15,DISP_000223,RAKE_00120,Patna,HR_Coils,3213.7461744710345,0.0,DISPATCHED
2023-03-15,DISP_000224,RAKE_00059,Durgapur,HR_Coils,2180.660541158992,0.0,DISPATCHED
2023-03-15,DISP_000225,RAKE_00013,Haldia,Pig_Iron,2373.2863120313255,5.968304777744781,DISPATCHED
2023-03-16,DISP_000226,RAKE_00089,Ranchi,CR_Coils,3405.94155592722,0.0,IN_TRANSIT
2023-03-16,DISP_000227,RAKE_00054,Patna,Plates,3285.609743859739,0.0,DISPATCHED
2023-03-17,DISP_000228,RAKE_00300,Durgapur,Wire_Rods,3140.3819015279432,0.0,DELIVERED
2023-03-17,DISP_000229,RAKE_00326,Kolkata,Plates,3239.4631128225774,0.0,DISPATCHED
2023-03-17,DISP_000230,RAKE_00026,Ranchi,Billets,3392.1426239632838,0.0,IN_TRANSIT
2023-03-18,DISP_000231,RAKE_00211,Patna,Billets,2392.723731490518,0.0,DELIVERED
2023-03-18,DISP_000232,RAKE_00488,Haldia,TMT_Bars,2230.914299660013,7.341070456770443,IN_TRANSIT
2023-03-19,DISP_000233,RAKE_00475,Durgapur,Pig_Iron,2926.3817008574915,1.007270227137747,DELIVERED
2023-03-19,DISP_000234,RAKE_00372,Patna,CR_Coils,2394.5892819074943,0.0,DISPATCHED
2023-03-19,DISP_000235,RAKE_00488,Haldia,Plates,3533.0266249441083,0.0,DISPATCHED
2023-03-20,DISP_000236,RAKE_00132,Kolkata,Wire_Rods,2689.1913972397947,1.465893693501349,DISPATCHED
2023-03-20,DISP_000237,RAKE_00437,Haldia,Billets,2755.369724873935,0.0,DISPATCHED
2023-03-20,DISP_000238,RAKE_00134,Ranchi,TMT_Bars,3466.5715541841278,0.0,DELIVERED
2023-03-20,DISP_000239,RAKE_00473,Patna,Pig_Iron,2823.397147728726,0.0,DELIVERED
2023-03-21,DISP_000240,RAKE_00497,Durgapur,HR_Coils,3435.8449738485124,0.0,DELIVERED
2023-03-21,DISP_000241,RAKE_00139,Haldia,Pig_Iron,3400.7620856714157,0.0,DELIVERED
2023-03-21,DISP_000242,RAKE_00083,Ranchi,CR_Coils,2318.2621886881166,0.0,DELIVERED
2023-03-22,DISP_000243,RAKE_00266,Patna,Wire_Rods,2948.977924998434,1.703336106762269,DISPATCHED
2023-03-22,DISP_000244,RAKE_00298,Kolkata,CR_Coils,3297.940890465519,1.04506733567724,IN_TRANSIT
2023-03-23,DISP_000245,RAKE_00159,Patna,Plates,3281.6178874993357,0.0,DISPATCHED
2023-03-23,DISP_000246,RAKE_00366,Kolkata,Plates,2849.591103382878,0.0,DISPATCHED
2023-03-24,DISP_000247,RAKE_00270,Kolkata,Wire_Rods,2437.6098397891283,0.0,IN_TRANSIT
2023-03-24,DISP_000248,RAKE_00156,Patna,Wire_Rods,2014.2041777293855,1.9390261029565483,DELIVERED
2023-03-24,DISP_000249,RAKE_00258,Ranchi,HR_Coils,2832.46824473735,2.9660614679085056,IN_TRANSIT
