date,loading_point_id,shift,tonnes_loaded,hours_operated,equipment_operational_count,equipment_maintenance_flag
2023-01-06,LP1,1,911.7954918954861,7.891034589922889,2,0
2023-01-06,LP1,2,660.7171919203772,7.257359827331748,3,0
2023-01-06,LP1,3,1195.801480379611,7.415972039471056,2,0
2023-01-06,LP2,1,1266.9528211995303,7.147259099876366,2,0
2023-01-06,LP2,2,1060.1021614251672,7.24530259971323,2,0
2023-01-06,LP2,3,1048.017971301554,7.775519928531681,2,0
2023-01-06,LP3,1,833.67251867459,7.652640307208523,3,0
2023-01-06,LP3,2,699.9714813819296,7.907745021059778,2,1
2023-01-06,LP3,3,522.8458172355167,6.298979309046505,2,0
2023-01-07,LP1,1,535.9189915792556,7.0897859889754775,2,0
2023-01-07,LP1,2,444.9050259626094,6.692182164435246,2,0
2023-01-07,LP1,3,1138.884054012231,6.283733359038312,2,0
2023-01-07,LP2,1,557.74040578214,6.503584390855751,2,0
2023-01-07,LP2,2,458.60799501497206,6.638171530240272,3,0
2023-01-07,LP2,3,643.9752192487286,7.535721254013879,2,0
2023-01-07,LP3,1,859.6435184590828,7.214104904547942,2,0
2023-01-07,LP3,2,712.9870583688609,6.372075850110181,3,0
2023-01-07,LP3,3,903.523646504578,7.719128692482403,3,0
2023-01-08,LP1,1,881.2180752648075,6.072166700583988,3,0
2023-01-08,LP1,2,1309.2734821391348,6.964836299806992,2,0
2023-01-08,LP1,3,1148.3829924916454,7.581438578284789,3,0
2023-01-08,LP2,1,807.8799688953118,6.303165347747618,2,0
2023-01-08,LP2,2,959.7430300009117,7.786736217172563,3,0
2023-01-08,LP2,3,1204.9631059923345,7.27606633576799,2,0
2023-01-08,LP3,1,1180.029485097891,7.158581109115362,2,0
2023-01-08,LP3,2,1470.6139875854358,7.297620422682105,3,0
2023-01-08,LP3,3,780.0538496045872,7.425234156194954,3,0
2023-01-09,LP1,1,957.5513908623092,6.753116514597134,3,1
2023-01-09,LP1,2,474.97368357170825,7.032806479870696,2,0
2023-01-09,LP1,3,1097.3242238145954,7.355482845899358,3,0
2023-01-09,LP2,1,683.3633554794708,6.0483442744585325,2,0
2023-01-09,LP2,2,519.443987356895,7.733357764411408,3,0
2023-01-09,LP2,3,836.7548921027249,6.3424978894573725,3,0
2023-01-09,LP3,1,1269.9851316336913,7.1386576275140285,2,0
2023-01-09,LP3,2,475.8149728584433,7.652748736029395,2,0
2023-01-09,LP3,3,851.0809423999365,7.06260559205031,3,0
2023-01-10,LP1,1,1147.7120183689287,6.85860680390701,2,0
2023-01-10,LP1,2,1288.076302589504,6.075346821572518,2,0
2023-01-10,LP1,3,556.9542757831508,7.069862174731794,3,0
2023-01-10,LP2,1,771.9779953008352,7.314242243720989,2,0
2023-01-10,LP2,2,1228.282427029876,6.753818100295078,2,0
2023-01-10,LP2,3,1216.6797751599145,7.177152571446435,2,0
2023-01-10,LP3,1,1010.064517418221,6.764307699944569,2,0
2023-01-10,LP3,2,491.84406766659856,6.884707443335106,3,0
2023-01-10,LP3,3,823.1413748708492,6.641228071788295,3,0
2023-01-11,LP1,1,614.9549341200783,6.407393113453043,2,1
2023-01-11,LP1,2,1242.02644774203,7.970898115450462,2,0
2023-01-11,LP1,3,1260.9173737119208,7.333662589626828,2,1
2023-01-11,LP2,1,586.4603024215393,6.433499651905631,2,0
2023-01-11,LP2,2,1338.2877757693113,7.958560242238657,2,0
2023-01-11,LP2,3,961.7426879515481,7.473346295582904,3,0
2023-01-11,LP3,1,870.5493049360738,6.024364753366385,2,0
2023-01-11,LP3,2,441.9843888736336,6.903652709997816,2,0
2023-01-11,LP3,3,451.10109536349046,6.749223680095756,3,0
2023-01-12,LP1,1,648.4693107560875,7.991550253585208,3,0
2023-01-12,LP1,2,897.1743198852423,6.551219005437705,2,1
2023-01-12,LP1,3,660.7198998525513,7.247222560862563,2,0
2023-01-12,LP2,1,735.1966111272029,7.066878747797401,2,0
2023-01-12,LP2,2,938.9862114216977,7.951803601990547,2,0
2023-01-12,LP2,3,736.1912698254232,7.226299677109447,3,0
2023-01-12,LP3,1,1367.6248240015789,7.324866231337152,2,0
2023-01-12,LP3,2,1038.8070419033443,7.209360457829664,3,0
2023-01-12,LP3,3,579.4546344387242,6.041804682699584,2,0
2023-01-13,LP1,1,854.425247263743,7.430818519094188,3,0
2023-01-13,LP1,2,421.9882606715019,6.121775297787833,3,0
2023-01-13,LP1,3,926.195176029291,6.3840101477665545,2,0
2023-01-13,LP2,1,1154.5254919786307,6.042075469673373,3,0
2023-01-13,LP2,2,817.1659765534957,7.109749370178622,2,0
2023-01-13,LP2,3,655.3936436516923,6.669656546630848,2,0
2023-01-13,LP3,1,947.0003219104968,6.694995711054143,2,0
2023-01-13,LP3,2,1190.7575132586903,7.697194904088855,3,0
2023-01-13,LP3,3,735.7625188829702,6.425170584986505,2,0
2023-01-14,LP1,1,612.8050169500424,6.462954009693519,2,0
2023-01-14,LP1,2,1367.6108340905498,6.973070210170223,3,0
2023-01-14,LP1,3,1464.794902715623,7.241085657726733,3,1
2023-01-14,LP2,1,1232.2454148764818,6.242288324074233,2,0
2023-01-14,LP2,2,1364.1861485643608,6.311392259858856,2,0
2023-01-14,LP2,3,1119.803097866646,6.318546260632588,2,0
2023-01-14,LP3,1,774.0315272808059,7.500235164173344,2,0
2023-01-14,LP3,2,1156.7427195041007,6.348215540413378,2,0
2023-01-14,LP3,3,1457.1805189393442,7.5391020547386125,2,0
2023-01-15,LP1,1,1413.3615503861995,7.811237772648166,2,0
2023-01-15,LP1,2,866.0489184813075,6.93245122655588,2,0
2023-01-15,LP1,3,829.5102608935986,7.2534338240635,3,1
2023-01-15,LP2,1,1334.374870857298,7.594683483670567,3,0
2023-01-15,LP2,2,1281.5169899217624,7.701872749541,3,0
2023-01-15,LP2,3,476.2353117819123,6.010811444585021,2,0
2023-01-15,LP3,1,1146.91956855353,7.107250000716868,3,0
2023-01-15,LP3,2,1348.9338306554864,7.320527065419165,3,0
2023-01-15,LP3,3,988.0741130062057,7.341941667664248,2,1
2023-01-16,LP1,1,536.0559825313121,6.294874844625949,3,0
2023-01-16,LP1,2,724.5844086122718,7.045406222154338,3,0
2023-01-16,LP1,3,909.8615475575923,6.604757972505842,3,0
2023-01-16,LP2,1,846.0787129471714,7.803715840011587,2,0
2023-01-16,LP2,2,492.770601961671,7.41727410847564,3,0
2023-01-16,LP2,3,1473.1754143874305,6.358206335232235,2,0
2023-01-16,LP3,1,1400.6921215789523,7.698116355894037,2,0
2023-01-16,LP3,2,1011.7335540082743,6.981438840613965,2,0
2023-01-16,LP3,3,1252.8514064887856,7.798360793002128,2,0
2023-01-17,LP1,1,1092.9371065214098,7.547466921941741,2,0
2023-01-17,LP1,2,482.89425360671197,6.515553562276333,2,0
2023-01-17,LP1,3,700.0530931315313,6.630918658417375,2,0
2023-01-17,LP2,1,1273.0201454570092,6.382120106999843,3,0
2023-01-17,LP2,2,1317.0311861146436,6.816230487888438,2,0
2023-01-17,LP2,3,1124.1996687747574,6.509667501076946,3,0
2023-01-17,LP3,1,1298.488231759628,7.163910111790278,3,0
2023-01-17,LP3,2,1420.8617252785189,7.912481460222505,2,0
2023-01-17,LP3,3,690.4393013880912,6.414525229872823,2,0
2023-01-18,LP1,1,796.3139268128152,7.114894694530146,3,0
2023-01-18,LP1,2,589.4474135962435,6.953575997651259,3,0
2023-01-18,LP1,3,1018.073495133164,7.472879024226696,3,0
2023-01-18,LP2,1,473.96676802460547,7.5004328507340015,3,1
2023-01-18,LP2,2,1033.3438697303213,6.900935114770021,2,0
2023-01-18,LP2,3,1414.7127170415297,6.9043831999053875,2,0
2023-01-18,LP3,1,1377.9440651764025,7.216666356151994,2,1
2023-01-18,LP3,2,1351.892506213203,7.752960580265376,3,0
2023-01-18,LP3,3,570.0011088687252,6.6859448227703036,3,0
2023-01-19,LP1,1,1211.6831258304537,6.848048959400634,3,0
2023-01-19,LP1,2,785.0440515304401,7.879711703768356,2,0
2023-01-19,LP1,3,898.0383545953612,6.002993630300349,2,0
2023-01-19,LP2,1,1181.4648873592096,7.414574504156679,2,0
2023-01-19,LP2,2,1138.1951857821687,7.174892158389353,3,0
2023-01-19,LP2,3,1396.8400485932957,7.800998370271901,2,0
2023-01-19,LP3,1,1421.1827795278514,7.236252700420537,3,0
2023-01-19,LP3,2,1331.016244109816,6.624369504273812,3,0
2023-01-19,LP3,3,765.7510210518533,6.3080353352188485,3,0
2023-01-20,LP1,1,409.0901919256799,7.047838078860682,3,0
2023-01-20,LP1,2,1494.7059230775365,7.999592132076215,2,0
2023-01-20,LP1,3,1465.39072928989,6.9555312322277345,3,0
2023-01-20,LP2,1,770.0030041418781,7.6191399628017455,2,0
2023-01-20,LP2,2,645.5271599159556,7.99632020661438,3,0
2023-01-20,LP2,3,1358.1562014171814,6.0618233782471425,3,0
2023-01-20,LP3,1,643.6964164790111,7.569522937596645,2,0
2023-01-20,LP3,2,593.5966333916235,6.446022757551523,3,0
2023-01-20,LP3,3,1072.95216035253,7.266689755354058,3,0
2023-01-21,LP1,1,1374.6985875201347,7.89691599265052,2,0
2023-01-21,LP1,2,452.4279775382007,6.514910100422422,2,0
2023-01-21,LP1,3,816.3745636810954,7.425870838243709,2,0
2023-01-21,LP2,1,1189.0854266037568,7.126398720767224,3,0
2023-01-21,LP2,2,1248.5832967405863,7.312130580060854,3,0
2023-01-21,LP2,3,589.1352175297345,6.386423417569662,3,0
2023-01-21,LP3,1,1428.2366486321193,7.104038437148404,3,0
2023-01-21,LP3,2,931.3142952868585,7.061872018745406,3,0
2023-01-21,LP3,3,509.20232562523756,6.168771363420305,2,0
2023-01-22,LP1,1,1057.9620604597908,7.512622969915622,2,0
2023-01-22,LP1,2,1437.2041702926708,7.506728636891998,2,0
2023-01-22,LP1,3,1197.0407101031935,6.193570241088047,2,0
2023-01-22,LP2,1,955.954636223692,6.4806702332663235,2,0
2023-01-22,LP2,2,1376.9563825727819,7.781348184435245,2,0
2023-01-22,LP2,3,825.6968264168828,6.298300294106915,3,0
2023-01-22,LP3,1,629.1667006270083,7.795900757420398,3,0
2023-01-22,LP3,2,740.884055861445,7.763323144350446,3,0
2023-01-22,LP3,3,794.6723192386403,7.433449843495387,2,0
2023-01-23,LP1,1,688.2785387647282,6.337918821315856,3,0
2023-01-23,LP1,2,583.7631536439226,7.724013947099336,2,0
2023-01-23,LP1,3,516.5814900825189,7.518704671693788,2,0
2023-01-23,LP2,1,699.9775890267686,6.768154507483928,2,0
2023-01-23,LP2,2,855.3802078897261,6.772475744007523,3,1
2023-01-23,LP2,3,463.0099463231675,6.1829634354781575,3,0
2023-01-23,LP3,1,1469.097010916434,6.457610659844416,2,0
2023-01-23,LP3,2,982.7078356237898,6.36673912335802,3,0
2023-01-23,LP3,3,1109.3012834607143,7.724505538634127,2,0
2023-01-24,LP1,1,1102.540691666803,6.398995762788421,3,0
2023-01-24,LP1,2,626.5541861253689,6.110672929681529,3,0
2023-01-24,LP1,3,826.0398870080309,7.77116975288697,3,0
2023-01-24,LP2,1,520.1103047341285,7.573014506176278,3,0
2023-01-24,LP2,2,1167.7277765676047,6.225521385212394,2,0
2023-01-24,LP2,3,718.452298721015,7.089945421437099,2,0
2023-01-24,LP3,1,673.032574369494,6.027053422585171,3,0
2023-01-24,LP3,2,430.63826741732686,6.068706844238235,2,1
2023-01-24,LP3,3,1034.6504977728805,6.443925667751359,3,0
2023-01-25,LP1,1,1486.6484736866469,6.095765350450654,2,0
2023-01-25,LP1,2,1433.882594414343,6.046173651338936,3,0
2023-01-25,LP1,3,1402.3821897084304,7.694031823739072,2,0
2023-01-25,LP2,1,505.5274013002667,6.548388835581334,2,0
2023-01-25,LP2,2,860.2105006473162,7.196373746045635,2,1
2023-01-25,LP2,3,789.3057452192779,6.165833394719069,3,0
2023-01-25,LP3,1,512.9043103832698,7.24666696913947,2,0
2023-01-25,LP3,2,934.591202683989,6.729849074037226,2,0
2023-01-25,LP3,3,1178.8969927540961,7.47499960735628,3,0
2023-01-26,LP1,1,936.4111160980812,6.049007355232716,2,0
2023-01-26,LP1,2,611.868905030354,6.570289501995244,2,0
2023-01-26,LP1,3,662.581259050009,6.914958084940438,2,0
2023-01-26,LP2,1,658.2526330697101,7.765807566491869,3,0
2023-01-26,LP2,2,682.3445230450366,6.957035010060393,3,0
2023-01-26,LP2,3,433.49112470383255,7.840979726489108,2,1
2023-01-26,LP3,1,418.3605557046524,6.966906621298084,2,0
2023-01-26,LP3,2,1194.2156556329537,7.750925420262903,3,0
2023-01-26,LP3,3,516.3829951841919,6.4943148453784625,3,0
2023-01-27,LP1,1,412.50567034213213,7.090143267852104,3,0
2023-01-27,LP1,2,991.7211772165558,7.376447640408526,3,0
2023-01-27,LP1,3,1231.6658491614703,6.696411506641423,3,0
2023-01-27,LP2,1,884.4514185691776,6.107342363272624,3,0
2023-01-27,LP2,2,1123.6374971603623,6.91504728920368,2,0
2023-01-27,LP2,3,1196.8993840009884,6.572262516260519,3,0
2023-01-27,LP3,1,437.75790953927424,7.41780064280967,2,0
2023-01-27,LP3,2,1061.1115713773947,7.260273765353459,2,0
2023-01-27,LP3,3,470.9841717221336,7.898015375581199,2,0
2023-01-28,LP1,1,1293.3535285024766,6.863409901227641,2,0
2023-01-28,LP1,2,1462.7963276243515,6.808025999819201,3,0
2023-01-28,LP1,3,449.51834236535444,7.893573121018192,2,0
2023-01-28,LP2,1,1303.9264030688346,7.6479503515543925,2,1
2023-01-28,LP2,2,1216.5551406942247,7.714042719686188,2,0
2023-01-28,LP2,3,653.5631573385168,7.355287318579302,2,0
2023-01-28,LP3,1,546.140949861037,6.160022962923783,3,0
2023-01-28,LP3,2,1364.8750733827546,7.81434488023592,2,0
2023-01-28,LP3,3,717.8641014607783,7.584352908759611,2,0
2023-01-29,LP1,1,983.9229514827695,6.663478566157259,2,0
2023-01-29,LP1,2,1085.8717093038827,6.1818886760968415,3,0
2023-01-29,LP1,3,1323.6604350338175,7.1613132206965116,3,0
2023-01-29,LP2,1,1211.6941679932836,7.563615952427516,3,0
2023-01-29,LP2,2,601.25420689942,6.1984047137509055,2,0
2023-01-29,LP2,3,981.4367035035643,7.175060441079591,2,0
2023-01-29,LP3,1,915.4134672634967,6.910093340995405,2,0
2023-01-29,LP3,2,694.4219299054098,7.5323564878862665,3,0
2023-01-29,LP3,3,622.6001049627707,6.244196441851365,3,0
2023-01-30,LP1,1,535.8939774046491,7.821047071390273,3,0
2023-01-30,LP1,2,1002.2753046175186,7.223003543439663,2,0
2023-01-30,LP1,3,1381.8239393065273,7.060741689062718,3,0
2023-01-30,LP2,1,807.0009485944533,7.161422660554517,3,0
2023-01-30,LP2,2,688.3803057051363,7.622756598268828,3,0
2023-01-30,LP2,3,1047.8012133640393,7.441970014813074,2,0
2023-01-30,LP3,1,513.6204739895835,7.695523052787012,2,0
2023-01-30,LP3,2,663.026310244933,6.309229375661973,3,0
2023-01-30,LP3,3,577.2298616352866,7.922491643470666,2,0
2023-01-31,LP1,1,967.9952873160646,7.086807745185384,2,0
2023-01-31,LP1,2,650.5398416441349,6.622225796390651,3,0
2023-01-31,LP1,3,476.31644365929867,7.758378521443561,2,0
2023-01-31,LP2,1,1191.4446026893825,7.027295491664168,3,0
2023-01-31,LP2,2,1079.4415989584365,6.707777168182665,3,1
2023-01-31,LP2,3,1489.594546627884,7.238675004726213,2,0
2023-01-31,LP3,1,732.6806813434291,7.301575464411444,2,1
2023-01-31,LP3,2,623.5219927053155,6.644392044555292,2,0
2023-01-31,LP3,3,458.816317617224,7.422364790895209,2,0
2023-02-01,LP1,1,899.4774800371795,6.877230904685074,2,0
2023-02-01,LP1,2,857.8104305984846,7.933664216304208,2,0
2023-02-01,LP1,3,1139.1752727977635,7.507958925443155,3,1
2023-02-01,LP2,1,1272.610829677054,6.586246824256225,3,1
2023-02-01,LP2,2,925.2928471311259,7.675816955868615,3,0
2023-02-01,LP2,3,1191.568425477981,6.0716828244186996,2,0
2023-02-01,LP3,1,724.8692413572223,7.494429407908484,2,0
2023-02-01,LP3,2,1150.976607538048,6.343928921939512,3,0
2023-02-01,LP3,3,1355.6661698827625,6.85079105713997,3,0
2023-02-02,LP1,1,909.6531765219414,7.515427544632427,3,0
2023-02-02,LP1,2,1077.1425279067582,7.1494696952732495,2,0
2023-02-02,LP1,3,536.6147810178741,6.863945337197353,2,0
2023-02-02,LP2,1,1095.9151343351677,6.568079686698988,3,0
2023-02-02,LP2,2,769.843670065775,6.708111380581988,2,0
2023-02-02,LP2,3,415.0117129395657,6.5278643965536425,3,0
2023-02-02,LP3,1,737.2810257224717,7.434949472589026,2,0
2023-02-02,LP3,2,929.0553452234254,6.2154863301183365,2,0
2023-02-02,LP3,3,422.5201965336631,7.079393020278897,2,0
2023-02-03,LP1,1,1057.8642230918163,7.774832984702183,3,0
2023-02-03,LP1,2,447.09228016849715,6.3023692844544765,3,0
2023-02-03,LP1,3,1028.3427544604326,7.091329594780184,3,0
2023-02-03,LP2,1,1330.1978671983215,7.084939342032461,3,0
2023-02-03,LP2,2,1041.8832587214767,6.203469081221368,3,0
2023-02-03,LP2,3,471.162524178284,6.709642525349669,3,0
2023-02-03,LP3,1,437.4784965010552,7.642487667044643,3,0
2023-02-03,LP3,2,859.4224297621199,7.575682048021706,2,0
2023-02-03,LP3,3,864.5137482724896,7.266761107130441,2,0
2023-02-04,LP1,1,1275.770536374821,7.785518179396329,3,0
2023-02-04,LP1,2,510.1759770217002,6.602019274883565,3,0
2023-02-04,LP1,3,1266.883247212586,7.4145280199005725,2,0
2023-02-04,LP2,1,1097.493357022634,7.389339599209655,3,0
2023-02-04,LP2,2,1147.498345539695,6.906189997226518,2,0
2023-02-04,LP2,3,1413.9767069893692,6.175374290750448,2,0
2023-02-04,LP3,1,538.8971409805984,7.007130118445648,2,0
2023-02-04,LP3,2,999.9994418431002,7.180314302680539,2,0
2023-02-04,LP3,3,449.93340153582744,7.1385623267526634,2,0
2023-02-05,LP1,1,525.7772718980655,6.929318296016959,3,0
2023-02-05,LP1,2,1000.8010273665617,6.847658414518844,3,0
2023-02-05,LP1,3,1232.4850868215349,6.751505011497914,2,0
2023-02-05,LP2,1,869.4692179993156,6.909629111465705,3,0
2023-02-05,LP2,2,762.308079327239,6.337744188064149,3,0
2023-02-05,LP2,3,563.470513885518,6.952426461180995,2,0
2023-02-05,LP3,1,569.6378094480744,7.231259167661914,3,0
2023-02-05,LP3,2,1482.13701005728,6.079693800310283,3,0
2023-02-05,LP3,3,1418.8959377923165,7.155917443933138,3,0
2023-02-06,LP1,1,972.4695013394611,6.427008328376838,2,1
2023-02-06,LP1,2,1379.471579056416,6.982827745460332,2,0
2023-02-06,LP1,3,430.1507081763088,7.899355545618642,2,0
2023-02-06,LP2,1,666.8403171651805,7.4456681034246435,3,0
2023-02-06,LP2,2,868.2752053821055,7.17372495114461,2,0
2023-02-06,LP2,3,682.8147066800742,6.788533570881573,3,0
2023-02-06,LP3,1,1156.603682346585,6.0349585339162175,2,0
2023-02-06,LP3,2,632.6013316608601,6.675986336964618,2,0
2023-02-06,LP3,3,823.7868934859302,6.015732195294733,2,0
2023-02-07,LP1,1,1305.706276025017,6.542572301598248,2,0
2023-02-07,LP1,2,1484.262800319955,6.795464480158373,3,0
2023-02-07,LP1,3,1137.0108812742974,6.444598147944873,3,0
2023-02-07,LP2,1,1122.251554066563,6.292029590744062,3,0
2023-02-07,LP2,2,1115.2799771132413,7.433029798041339,2,0
2023-02-07,LP2,3,899.1250703933047,7.6679784072029475,3,0
2023-02-07,LP3,1,1231.408723466694,6.57537607643544,3,0
2023-02-07,LP3,2,1348.0747287667782,7.04148228740159,3,0
2023-02-07,LP3,3,462.85502811486714,6.886038745463372,3,0
2023-02-08,LP1,1,1424.7664062030506,6.975291089480295,3,0
2023-02-08,LP1,2,690.0268585118146,6.883281894038834,3,0
2023-02-08,LP1,3,995.7683088672669,6.7751985623734505,2,0
2023-02-08,LP2,1,1097.8746075520112,6.1437602716174,3,0
2023-02-08,LP2,2,631.5560080454919,7.602682636147415,2,0
2023-02-08,LP2,3,1361.19797476372,6.487935765713741,2,0
2023-02-08,LP3,1,1209.176032011845,6.463677427363124,2,0
2023-02-08,LP3,2,516.8007076038259,7.06868927889148,3,0
2023-02-08,LP3,3,1295.4824552246314,7.499812776494536,3,0
2023-02-09,LP1,1,440.21065445622054,7.697940494607069,3,0
2023-02-09,LP1,2,1182.8740072213614,6.204605551860206,3,0
2023-02-09,LP1,3,1396.4643090465377,6.580273356006549,3,0
2023-02-09,LP2,1,741.0642081516512,7.279710871175872,3,0
2023-02-09,LP2,2,521.0781083413536,7.29638278259169,3,0
2023-02-09,LP2,3,471.88553457032134,7.31248972434242,2,0
2023-02-09,LP3,1,1169.683467403715,6.491830509091434,2,0
2023-02-09,LP3,2,1055.2953618187241,6.260894760575423,3,0
2023-02-09,LP3,3,543.74750902562,6.587327697035811,2,0
2023-02-10,LP1,1,1415.860501241653,7.24784636762134,3,0
2023-02-10,LP1,2,879.9039974853171,6.5255483564083026,3,0
2023-02-10,LP1,3,696.7573828908864,7.3341638684773205,2,0
2023-02-10,LP2,1,855.0671391591343,6.752335567193651,3,0
2023-02-10,LP2,2,1180.5156846461562,6.7086128215017835,3,0
2023-02-10,LP2,3,615.362786868329,6.23757910008242,3,0
2023-02-10,LP3,1,1209.5809570230012,6.570627793692546,2,0
2023-02-10,LP3,2,544.7606838298651,7.734416191887249,3,1
2023-02-10,LP3,3,1484.9504732830192,7.390212767231118,2,0
2023-02-11,LP1,1,1291.7249534067762,6.476047926321411,3,0
2023-02-11,LP1,2,1441.2631085694943,6.465532990241982,2,0
2023-02-11,LP1,3,535.5786894942133,7.005098134644477,2,0
2023-02-11,LP2,1,1213.4195570471513,6.041427783834363,2,0
2023-02-11,LP2,2,1366.9508114188184,6.560644649046354,2,1
2023-02-11,LP2,3,875.5902537144564,7.497893386180221,2,0
2023-02-11,LP3,1,1155.9372590385813,7.963135232243212,3,0
2023-02-11,LP3,2,1104.9010310138383,7.492586781686747,2,0
2023-02-11,LP3,3,1404.4661970732325,6.514723730858526,3,1
2023-02-12,LP1,1,1219.5299862997658,6.011158127610326,2,0
2023-02-12,LP1,2,597.1146157893487,7.568973040734485,2,0
2023-02-12,LP1,3,495.7744524663583,6.329853891860257,2,0
2023-02-12,LP2,1,633.3193453306883,7.788189467071981,3,0
2023-02-12,LP2,2,786.9551030775037,6.017688625074134,2,0
2023-02-12,LP2,3,1494.8557889057877,6.623775815628422,2,0
2023-02-12,LP3,1,1061.8596537333776,7.243800687414156,3,0
2023-02-12,LP3,2,1210.9381024878658,7.897285025574845,3,0
2023-02-12,LP3,3,1429.259598909324,6.764408671677527,3,0
2023-02-13,LP1,1,1338.363785488342,6.106497444206376,2,0
2023-02-13,LP1,2,899.1947768587281,6.281036029687403,3,0
2023-02-13,LP1,3,1338.828763907436,7.31543417793201,3,0
2023-02-13,LP2,1,439.60067318680717,6.155296252914953,3,0
2023-02-13,LP2,2,623.4850273217426,6.130851481127818,3,0
2023-02-13,LP2,3,938.2812938970995,6.649042272023177,3,1
2023-02-13,LP3,1,1249.6862311783905,6.9889293161841515,2,0
2023-02-13,LP3,2,764.512373937167,7.674031032047571,3,0
2023-02-13,LP3,3,896.2492872183279,7.2343875566608125,3,1
2023-02-14,LP1,1,1401.009814572218,7.950455065739935,3,0
2023-02-14,LP1,2,1175.5918462432664,6.401637658508412,3,0
2023-02-14,LP1,3,459.3506425243894,7.997832503000724,2,0
2023-02-14,LP2,1,1373.1466634050646,6.040912424098467,3,0
2023-02-14,LP2,2,682.6975251917277,6.581570968705901,3,0
2023-02-14,LP2,3,726.0517737793888,7.3304449453603135,2,0
2023-02-14,LP3,1,970.484559351147,6.950128342612338,2,0
2023-02-14,LP3,2,1223.2346745021882,7.761258508829702,2,0
2023-02-14,LP3,3,532.3169128781154,7.009529973419084,2,0
2023-02-15,LP1,1,1222.3147632878076,6.899845714863588,2,0
2023-02-15,LP1,2,924.0623358978929,7.255359128217596,3,0
2023-02-15,LP1,3,604.7458206145791,6.1291645367209195,3,0
2023-02-15,LP2,1,514.6930838791217,7.937486925639639,2,0
2023-02-15,LP2,2,624.8258902021403,7.43201615324867,3,0
2023-02-15,LP2,3,952.4526021195366,7.598442198698068,2,1
2023-02-15,LP3,1,811.4192116042994,7.120804831223783,2,0
2023-02-15,LP3,2,1139.8705105942313,7.605157357316468,2,0
2023-02-15,LP3,3,424.02292130462087,6.970284275780729,2,0
2023-02-16,LP1,1,1239.5236438125348,6.5343760473701575,2,0
2023-02-16,LP1,2,725.3324125151961,6.40650483511714,3,1
