date,rake_id,arrival_time,wagons_count,status,cycle_time_hours
2023-01-11,RAKE_00045,14:11,59,AVAILABLE,46.733350505302454
2023-01-11,RAKE_00046,07:13,58,AVAILABLE,20.802351989975435
2023-01-11,RAKE_00047,01:59,58,AVAILABLE,38.133680147487155
2023-01-12,RAKE_00048,20:30,59,UNDER_LOADING,29.68276794067671
2023-01-12,RAKE_00049,02:38,58,AVAILABLE,31.595719877952444
2023-01-12,RAKE_00050,23:49,58,AVAILABLE,45.89747398813651
2023-01-12,RAKE_00051,08:31,59,AVAILABLE,37.919867512341725
2023-01-12,RAKE_00052,23:51,59,AVAILABLE,20.241846882295214
2023-01-13,RAKE_00053,12:27,58,UNDER_LOADING,27.2204510991876
2023-01-13,RAKE_00054,20:38,58,AVAILABLE,47.86900765508856
2023-01-14,RAKE_00055,18:30,58,AVAILABLE,22.03697130156369
2023-01-14,RAKE_00056,10:21,58,AVAILABLE,24.225907605340794
2023-01-14,RAKE_00057,12:39,59,AVAILABLE,30.114451090682472
2023-01-14,RAKE_00058,12:54,58,AVAILABLE,31.349724978138468
2023-01-14,RAKE_00059,14:01,59,AVAILABLE,41.67316333175205
2023-01-14,RAKE_00060,22:46,59,UNDER_LOADING,41.27679355099258
2023-01-14,RAKE_00061,23:41,58,AVAILABLE,35.36248354656672
2023-01-15,RAKE_00062,06:27,59,AVAILABLE,42.87235427386898
2023-01-15,RAKE_00063,22:10,58,AVAILABLE,39.8165603242903
2023-01-15,RAKE_00064,14:45,58,AVAILABLE,44.65975785177402
2023-01-15,RAKE_00065,17:06,58,AVAILABLE,28.22244219169604
2023-01-15,RAKE_00066,13:05,59,AVAILABLE,23.01912863385769
2023-01-15,RAKE_00067,16:19,58,UNDER_LOADING,41.121628670866855
2023-01-15,RAKE_00068,17:52,58,UNDER_LOADING,19.742481180402894
2023-01-15,RAKE_00069,16:36,59,AVAILABLE,24.60074669564554
2023-01-15,RAKE_00070,08:52,59,AVAILABLE,42.983643820325895
2023-01-15,RAKE_00071,18:46,59,AVAILABLE,36.87532595401238
2023-01-16,RAKE_00072,13:48,59,AVAILABLE,42.47928555912192
2023-01-16,RAKE_00073,12:07,58,AVAILABLE,43.53972584909823
2023-01-16,RAKE_00074,03:29,59,UNDER_LOADING,40.64441072516942
2023-01-16,RAKE_00075,09:26,58,AVAILABLE,22.46543951309533
2023-01-16,RAKE_00076,10:50,58,AVAILABLE,22.30768448999916
2023-01-16,RAKE_00077,23:44,59,AVAILABLE,24.258881914932715
2023-01-16,RAKE_00078,06:38,59,UNDER_LOADING,39.658183615362624
2023-01-16,RAKE_00079,14:11,59,AVAILABLE,35.48229803115653
2023-01-16,RAKE_00080,12:45,59,AVAILABLE,47.3469011138342
2023-01-16,RAKE_00081,06:40,59,UNDER_LOADING,28.948644783325364
2023-01-17,RAKE_00082,16:10,58,AVAILABLE,18.32093203345524
2023-01-17,RAKE_00083,01:23,58,UNDER_LOADING,34.98322770102526
2023-01-17,RAKE_00084,11:25,59,AVAILABLE,43.43940445822229
2023-01-17,RAKE_00085,22:20,59,MAINTENANCE,29.773860829336904
2023-01-18,RAKE_00086,01:33,58,AVAILABLE,42.59232284151935
2023-01-18,RAKE_00087,04:21,59,UNDER_LOADING,31.168250026553785
2023-01-18,RAKE_00088,14:03,59,AVAILABLE,21.83769970687773
2023-01-18,RAKE_00089,00:33,59,AVAILABLE,27.997194569113073
2023-01-18,RAKE_00090,14:16,59,AVAILABLE,41.74640935879865
2023-01-19,RAKE_00091,00:48,58,UNDER_LOADING,28.647814127627363
2023-01-19,RAKE_00092,12:35,58,AVAILABLE,47.98191449602662
2023-01-19,RAKE_00093,01:44,58,AVAILABLE,38.25081421897001
2023-01-20,RAKE_00094,13:02,58,AVAILABLE,23.630905930229417
2023-01-20,RAKE_00095,17:35,58,AVAILABLE,44.656521260556346
2023-01-20,RAKE_00096,15:31,59,AVAILABLE,24.43088358654841
2023-01-20,RAKE_00097,17:11,59,AVAILABLE,34.85127016366208
2023-01-20,RAKE_00098,10:48,59,MAINTENANCE,22.670413639714212
2023-01-21,RAKE_00099,07:22,58,AVAILABLE,38.00156278875468
2023-01-21,RAKE_00100,09:24,59,AVAILABLE,19.076489063993293
2023-01-21,RAKE_00101,03:35,58,AVAILABLE,41.344770221439866
2023-01-21,RAKE_00102,18:14,59,AVAILABLE,18.84103025921697
2023-01-21,RAKE_00103,04:17,59,AVAILABLE,35.80836405400365
2023-01-22,RAKE_00104,18:03,58,AVAILABLE,29.971502662147024
2023-01-22,RAKE_00105,18:25,59,AVAILABLE,43.26073943912064
2023-01-22,RAKE_00106,18:20,58,AVAILABLE,46.95021396439117
2023-01-22,RAKE_00107,23:17,58,AVAILABLE,44.31477365271155
2023-01-22,RAKE_00108,20:29,59,AVAILABLE,24.360620737417896
2023-01-22,RAKE_00109,14:06,59,AVAILABLE,43.266176652846326
2023-01-23,RAKE_00110,03:28,58,AVAILABLE,21.127698573212832
2023-01-23,RAKE_00111,19:47,58,AVAILABLE,35.995081852047605
2023-01-23,RAKE_00112,07:02,58,UNDER_LOADING,35.247250212299946
2023-01-24,RAKE_00113,23:38,58,UNDER_LOADING,45.46639151755535
2023-01-24,RAKE_00114,13:22,59,AVAILABLE,30.699151018395316
2023-01-24,RAKE_00115,13:11,58,AVAILABLE,34.66585495574104
2023-01-24,RAKE_00116,03:52,59,AVAILABLE,31.26765355557566
2023-01-24,RAKE_00117,07:55,59,UNDER_LOADING,29.45547287823046
2023-01-24,RAKE_00118,01:23,59,AVAILABLE,29.693434479781498
2023-01-25,RAKE_00119,03:20,59,AVAILABLE,24.05868889414584
2023-01-26,RAKE_00120,17:59,58,AVAILABLE,26.13892591466547
2023-01-26,RAKE_00121,02:46,58,AVAILABLE,28.90691474783825
2023-01-26,RAKE_00122,08:38,59,AVAILABLE,37.25535684931129
2023-01-26,RAKE_00123,21:37,59,AVAILABLE,25.313253468744634
2023-01-26,RAKE_00124,22:59,58,AVAILABLE,34.483805637215
2023-01-26,RAKE_00125,14:08,58,UNDER_LOADING,40.76216490221445
2023-01-28,RAKE_00126,06:33,58,MAINTENANCE,27.401836495664654
2023-01-28,RAKE_00127,07:02,58,AVAILABLE,30.833519994463998
2023-01-28,RAKE_00128,10:22,58,AVAILABLE,46.33909385265882
2023-01-28,RAKE_00129,23:49,59,UNDER_LOADING,33.6146430040145
2023-01-28,RAKE_00130,06:08,58,AVAILABLE,44.6908305931556
2023-01-29,RAKE_00131,19:16,59,AVAILABLE,30.913317489261104
2023-01-29,RAKE_00132,01:25,58,UNDER_LOADING,25.199388708797915
2023-01-29,RAKE_00133,15:17,58,AVAILABLE,34.87352155461265
2023-01-30,RAKE_00134,18:24,58,AVAILABLE,25.89008247607522
2023-01-30,RAKE_00135,11:53,59,AVAILABLE,19.317839302973056
2023-01-30,RAKE_00136,23:42,59,AVAILABLE,46.72724836438097
2023-01-30,RAKE_00137,15:46,58,AVAILABLE,28.88701201270697
2023-01-30,RAKE_00138,12:14,58,AVAILABLE,19.165963497664475
2023-01-30,RAKE_00139,09:22,58,AVAILABLE,29.153199370081904
2023-01-31,RAKE_00140,03:00,59,AVAILABLE,31.208761514137997
2023-01-31,RAKE_00141,14:40,58,AVAILABLE,42.76576920500416
2023-01-31,RAKE_00142,04:43,58,UNDER_LOADING,37.5800133595066
2023-02-01,RAKE_00143,22:14,58,AVAILABLE,22.610237310221137
2023-02-01,RAKE_00144,09:58,59,AVAILABLE,38.85103340796718
2023-02-01,RAKE_00145,19:38,58,AVAILABLE,23.22471639496668
2023-02-02,RAKE_00146,15:25,58,AVAILABLE,24.69205143462956
2023-02-03,RAKE_00147,02:49,59,MAINTENANCE,47.50930751223652
2023-02-03,RAKE_00148,13:56,59,UNDER_LOADING,37.959151147078664
2023-02-04,RAKE_00149,21:12,59,AVAILABLE,18.249211832082032
2023-02-04,RAKE_00150,00:55,58,AVAILABLE,26.334040153040917
2023-02-04,RAKE_00151,10:17,59,UNDER_LOADING,38.938949565167526
2023-02-04,RAKE_00152,09:41,58,AVAILABLE,38.23803881283402
2023-02-04,RAKE_00153,18:54,59,AVAILABLE,44.35242471014955
2023-02-05,RAKE_00154,18:13,59,AVAILABLE,46.98663858770324
2023-02-05,RAKE_00155,08:07,59,AVAILABLE,47.734798744536725
2023-02-05,RAKE_00156,23:06,58,MAINTENANCE,39.42914730171631
2023-02-05,RAKE_00157,19:25,58,AVAILABLE,45.293994806230316
2023-02-05,RAKE_00158,06:35,59,AVAILABLE,43.407739245993895
2023-02-06,RAKE_00159,17:03,59,UNDER_LOADING,29.452566923406703
2023-02-06,RAKE_00160,05:17,58,UNDER_LOADING,45.802241817525
2023-02-06,RAKE_00161,16:15,59,AVAILABLE,47.33415972997488
2023-02-06,RAKE_00162,19:40,59,AVAILABLE,23.56359952248888
2023-02-06,RAKE_00163,23:09,58,AVAILABLE,20.99530657621643
2023-02-06,RAKE_00164,06:50,59,AVAILABLE,40.68514211885636
2023-02-06,RAKE_00165,03:44,59,AVAILABLE,35.82482880483837
2023-02-06,RAKE_00166,01:28,59,AVAILABLE,30.957783192347833
2023-02-06,RAKE_00167,21:17,58,AVAILABLE,40.55405134896472
2023-02-07,RAKE_00168,16:39,58,UNDER_LOADING,25.97956832292895
2023-02-07,RAKE_00169,00:48,59,AVAILABLE,20.68959687299972
2023-02-07,RAKE_00170,20:32,58,UNDER_LOADING,43.86660822847001
2023-02-07,RAKE_00171,12:35,59,UNDER_LOADING,39.45141872396518
2023-02-07,RAKE_00172,19:14,59,UNDER_LOADING,27.531248130341595
2023-02-08,RAKE_00173,17:27,58,UNDER_LOADING,32.243222172878234
2023-02-08,RAKE_00174,20:59,58,AVAILABLE,47.57618387822333
2023-02-08,RAKE_00175,22:27,59,AVAILABLE,19.60087402143829
2023-02-09,RAKE_00176,06:06,59,AVAILABLE,47.752762862154185
2023-02-09,RAKE_00177,16:39,59,AVAILABLE,26.95102066168131
2023-02-09,RAKE_00178,10:11,59,AVAILABLE,38.575914229229056
2023-02-10,RAKE_00179,10:47,59,AVAILABLE,35.517309911848955
2023-02-11,RAKE_00180,03:09,59,AVAILABLE,38.44994439774144
2023-02-11,RAKE_00181,15:22,58,MAINTENANCE,25.573157130412593
2023-02-11,RAKE_00182,16:46,59,AVAILABLE,26.483406222440642
2023-02-11,RAKE_00183,04:04,59,AVAILABLE,39.19547956453016
2023-02-11,RAKE_00184,06:49,59,AVAILABLE,24.263877737034356
2023-02-11,RAKE_00185,22:01,59,AVAILABLE,33.00740554800886
2023-02-11,RAKE_00186,01:01,59,UNDER_LOADING,18.90270759016708
2023-02-12,RAKE_00187,22:16,59,UNDER_LOADING,21.78338852722688
2023-02-12,RAKE_00188,17:55,58,UNDER_LOADING,47.31963448961315
2023-02-12,RAKE_00189,02:37,59,UNDER_LOADING,40.1156395391781
2023-02-12,RAKE_00190,11:57,58,AVAILABLE,47.37074602959581
2023-02-12,RAKE_00191,18:04,59,MAINTENANCE,25.256674477298297
2023-02-12,RAKE_00192,06:57,58,UNDER_LOADING,24.5237703598453
2023-02-13,RAKE_00193,21:48,58,AVAILABLE,35.649015586441465
2023-02-13,RAKE_00194,04:16,58,AVAILABLE,27.95964291437591
2023-02-13,RAKE_00195,21:22,59,AVAILABLE,44.532692817220095
2023-02-13,RAKE_00196,16:40,59,MAINTENANCE,35.0451562277368
2023-02-13,RAKE_00197,23:56,58,UNDER_LOADING,22.366108813262073
2023-02-14,RAKE_00198,06:59,59,AVAILABLE,38.22150278612346
2023-02-14,RAKE_00199,20:42,59,AVAILABLE,42.10422625425145
2023-02-14,RAKE_00200,14:50,58,UNDER_LOADING,31.505458056518513
2023-02-14,RAKE_00201,15:46,59,AVAILABLE,34.95529097830362
2023-02-14,RAKE_00202,09:04,59,AVAILABLE,43.132596731635545
2023-02-15,RAKE_00203,04:39,58,AVAILABLE,20.332775339826746
2023-02-16,RAKE_00204,07:42,58,AVAILABLE,40.12057676874566
2023-02-16,RAKE_00205,14:50,58,AVAILABLE,36.74708875059511
2023-02-16,RAKE_00206,04:18,58,AVAILABLE,35.61143098050076
2023-02-17,RAKE_00207,18:05,58,UNDER_LOADING,24.772996846618675
2023-02-17,RAKE_00208,03:15,58,UNDER_LOADING,42.694175026214275
2023-02-17,RAKE_00209,10:06,58,AVAILABLE,23.518116867137408
2023-02-17,RAKE_00210,02:11,58,AVAILABLE,19.476737921780902
2023-02-18,RAKE_00211,18:23,58,AVAILABLE,47.36665546849564
2023-02-18,RAKE_00212,20:16,58,UNDER_LOADING,42.60186392251765
2023-02-18,RAKE_00213,05:14,58,MAINTENANCE,23.781272482445676
2023-02-19,RAKE_00214,12:10,59,UNDER_LOADING,36.168299685963305
2023-02-19,RAKE_00215,22:30,58,AVAILABLE,28.001741878383083
2023-02-19,RAKE_00216,13:23,58,UNDER_LOADING,31.590743269354103
2023-02-19,RAKE_00217,09:37,59,AVAILABLE,25.771366575947425
2023-02-19,RAKE_00218,19:17,59,AVAILABLE,28.241854282702523
2023-02-19,RAKE_00219,08:00,59,UNDER_LOADING,39.33962659897077
2023-02-20,RAKE_00220,22:05,59,AVAILABLE,33.623071118728035
2023-02-20,RAKE_00221,07:07,59,AVAILABLE,20.577965433894082
2023-02-21,RAKE_00222,10:02,58,AVAILABLE,32.0847009122971
2023-02-21,RAKE_00223,08:50,59,AVAILABLE,43.65497087789754
2023-02-21,RAKE_00224,19:25,59,AVAILABLE,38.63817489611085
2023-02-21,RAKE_00225,14:10,59,UNDER_LOADING,42.90913526048495
2023-02-22,RAKE_00226,00:21,58,AVAILABLE,20.315794795342942
2023-02-22,RAKE_00227,11:08,58,AVAILABLE,22.37021725187209
2023-02-22,RAKE_00228,00:09,58,AVAILABLE,20.442854957155625
2023-02-23,RAKE_00229,08:03,58,UNDER_LOADING,25.904279043407207
2023-02-23,RAKE_00230,01:06,58,AVAILABLE,38.94920699790936
2023-02-23,RAKE_00231,01:11,58,AVAILABLE,39.40616989259606
2023-02-23,RAKE_00232,09:34,59,UNDER_LOADING,33.23477751674528
2023-02-24,RAKE_00233,01:14,58,AVAILABLE,46.67078184161351
2023-02-24,RAKE_00234,14:04,58,AVAILABLE,21.717783057878506
2023-02-24,RAKE_00235,04:50,58,AVAILABLE,30.08612157802318
2023-02-24,RAKE_00236,13:44,59,UNDER_LOADING,47.626119265016186
2023-02-24,RAKE_00237,20:08,58,AVAILABLE,35.15585884831436
2023-02-24,RAKE_00238,00:50,58,AVAILABLE,39.93719926374446
2023-02-24,RAKE_00239,10:29,59,AVAILABLE,46.437101397298335
2023-02-24,RAKE_00240,10:48,58,AVAILABLE,39.48002132244664
2023-02-24,RAKE_00241,05:33,58,UNDER_LOADING,31.622752621967486
2023-02-26,RAKE_00242,02:39,59,AVAILABLE,32.88878230507936
2023-02-26,RAKE_00243,07:24,59,AVAILABLE,46.128237703628095
2023-02-26,RAKE_00244,03:59,59,AVAILABLE,30.915003450012932
2023-02-26,RAKE_00245,08:30,58,AVAILABLE,24.12170856447589
2023-02-27,RAKE_00246,16:05,58,AVAILABLE,26.645911964885038
2023-02-27,RAKE_00247,10:12,58,AVAILABLE,34.00833522809794
2023-02-27,RAKE_00248,02:25,58,AVAILABLE,20.361440872960763
2023-02-27,RAKE_00249,14:43,59,UNDER_LOADING,42.64198091853869
2023-02-28,RAKE_00250,10:22,59,AVAILABLE,43.157635560699035
2023-02-28,RAKE_00251,02:15,59,AVAILABLE,30.046891971835375
2023-03-01,RAKE_00252,18:24,58,AVAILABLE,18.57389084833524
2023-03-02,RAKE_00253,23:33,59,MAINTENANCE,35.14706665940405
2023-03-02,RAKE_00254,15:24,59,AVAILABLE,25.13594465723158
2023-03-02,RAKE_00255,14:24,58,UNDER_LOADING,39.31849950212428
2023-03-02,RAKE_00256,05:51,58,AVAILABLE,37.87148838213122
2023-03-02,RAKE_00257,21:56,58,UNDER_LOADING,41.13473600772461
2023-03-03,RAKE_00258,14:48,59,UNDER_LOADING,31.82015114792537
2023-03-04,RAKE_00259,17:03,59,UNDER_LOADING,27.388549991010954
2023-03-04,RAKE_00260,12:55,59,AVAILABLE,42.33398360842777
2023-03-04,RAKE_00261,18:03,59,AVAILABLE,22.51025530045826
2023-03-05,RAKE_00262,19:45,59,AVAILABLE,35.57287905460216
2023-03-05,RAKE_00263,07:32,58,AVAILABLE,39.22966028456125
2023-03-05,RAKE_00264,07:50,58,AVAILABLE,28.837375557212916
2023-03-05,RAKE_00265,01:47,59,UNDER_LOADING,34.857237099948755
2023-03-05,RAKE_00266,09:22,59,AVAILABLE,25.789444191398214
2023-03-06,RAKE_00267,01:44,59,AVAILABLE,25.02925704897696
2023-03-06,RAKE_00268,03:47,59,MAINTENANCE,43.97753938878757
2023-03-06,RAKE_00269,21:09,59,AVAILABLE,35.373557267263614
2023-03-06,RAKE_00270,19:36,59,AVAILABLE,36.428191115465225
2023-03-06,RAKE_00271,13:37,59,AVAILABLE,22.54781854859568
2023-03-06,RAKE_00272,17:00,59,AVAILABLE,24.63919514366889
2023-03-07,RAKE_00273,19:33,59,AVAILABLE,39.038934321103035
2023-03-07,RAKE_00274,05:16,59,AVAILABLE,23.184506679410116
2023-03-07,RAKE_00275,17:35,58,UNDER_LOADING,38.55228624585019
2023-03-07,RAKE_00276,21:08,59,AVAILABLE,30.400485886306345
2023-03-09,RAKE_00277,11:27,58,UNDER_LOADING,46.81794690057926
2023-03-09,RAKE_00278,02:42,58,AVAILABLE,39.11507201001602
2023-03-09,RAKE_00279,00:45,59,AVAILABLE,31.702596387222094
2023-03-09,RAKE_00280,18:52,58,AVAILABLE,41.72146326885412
2023-03-10,RAKE_00281,16:16,59,AVAILABLE,44.92268001441333
2023-03-10,RAKE_00282,07:13,59,AVAILABLE,21.432994836289335
2023-03-10,RAKE_00283,22:59,59,AVAILABLE,40.98993312761611
2023-03-11,RAKE_00284,19:02,58,AVAILABLE,22.882631413028136
2023-03-11,RAKE_00285,18:45,58,AVAILABLE,39.48557463266667
2023-03-11,RAKE_00286,05:25,58,UNDER_LOADING,28.03241742649474
2023-03-11,RAKE_00287,09:10,58,MAINTENANCE,25.68610654247665
2023-03-12,RAKE_00288,04:15,58,AVAILABLE,38.59644721846881
2023-03-12,RAKE_00289,17:33,58,AVAILABLE,24.99393229334599
2023-03-13,RAKE_00290,18:08,59,AVAILABLE,46.083579958323256
2023-03-13,RAKE_00291,05:40,59,AVAILABLE,30.157036559498795
2023-03-13,RAKE_00292,10:50,58,AVAILABLE,19.11015828522697
2023-03-14,RAKE_00293,21:58,58,AVAILABLE,28.010642796340484
2023-03-14,RAKE_00294,14:33,58,AVAILABLE,44.85138902244191
2023-03-15,RAKE_00295,19:08,59,UNDER_LOADING,19.121851508237352
2023-03-15,RAKE_00296,09:15,58,AVAILABLE,25.674102422977185
2023-03-15,RAKE_00297,07:56,58,AVAILABLE,41.46127000756155
2023-03-16,RAKE_00298,21:05,58,AVAILABLE,34.910756915002004
2023-03-16,RAKE_00299,04:55,59,AVAILABLE,20.71494659084727
2023-03-16,RAKE_00300,11:53,59,UNDER_LOADING,35.68463192234195
2023-03-17,RAKE_00301,16:21,58,AVAILABLE,39.83424332598414
2023-03-17,RAKE_00302,16:18,59,AVAILABLE,30.8824155149239
2023-03-17,RAKE_00303,01:02,58,AVAILABLE,22.635466173573967
2023-03-18,RAKE_00304,14:46,58,UNDER_LOADING,26.626650407855387
2023-03-18,RAKE_00305,13:24,59,AVAILABLE,40.945380535837415
2023-03-18,RAKE_00306,11:15,59,AVAILABLE,30.270686726120765
2023-03-18,RAKE_00307,09:07,58,UNDER_LOADING,44.83311172683455
2023-03-18,RAKE_00308,01:24,59,UNDER_LOADING,29.277799624030692
2023-03-18,RAKE_00309,17:50,58,AVAILABLE,31.048292540098203
2023-03-18,RAKE_00310,01:28,59,AVAILABLE,19.627977666238134
2023-03-18,RAKE_00311,02:52,58,UNDER_LOADING,20.243379248852797
2023-03-18,RAKE_00312,10:48,58,MAINTENANCE,38.717986433478885
2023-03-19,RAKE_00313,08:20,58,AVAILABLE,22.666179076997985
2023-03-19,RAKE_00314,05:17,59,UNDER_LOADING,25.319223313745734
2023-03-19,RAKE_00315,01:24,59,AVAILABLE,42.29696153790596
2023-03-20,RAKE_00316,09:59,58,AVAILABLE,30.412709596951338
2023-03-20,RAKE_00317,01:14,59,AVAILABLE,18.14936887453879
2023-03-20,RAKE_00318,14:58,59,UNDER_LOADING,39.150413267744696
2023-03-21,RAKE_00319,09:23,59,UNDER_LOADING,43.56034400994717
2023-03-21,RAKE_00320,02:27,59,AVAILABLE,29.547391299531345
2023-03-22,RAKE_00321,04:30,59,AVAILABLE,31.275080259837388
2023-03-22,RAKE_00322,02:03,59,UNDER_LOADING,32.783284786995296
2023-03-22,RAKE_00323,18:36,58,UNDER_LOADING,33.914977116307895
2023-03-22,RAKE_00324,03:46,59,AVAILABLE,22.781682928165033
2023-03-22,RAKE_00325,22:18,59,AVAILABLE,26.299664918975623
2023-03-22,RAKE_00326,11:50,59,AVAILABLE,45.685650403406584
2023-03-23,RAKE_00327,07:22,59,AVAILABLE,21.280264593759323
2023-03-23,RAKE_00328,13:21,58,AVAILABLE,40.65149766269514
2023-03-23,RAKE_00329,12:52,58,UNDER_LOADING,18.094931684095133
2023-03-23,RAKE_00330,09:39,59,UNDER_LOADING,21.088282916758057
2023-03-23,RAKE_00331,14:26,59,AVAILABLE,23.949674347421002
2023-03-23,RAKE_00332,18:03,58,UNDER_LOADING,35.24570588633011
2023-03-24,RAKE_00333,11:57,59,AVAILABLE,18.37786497319313
2023-03-24,RAKE_00334,17:14,58,UNDER_LOADING,38.505141953195164
2023-03-25,RAKE_00335,08:45,58,AVAILABLE,42.93569328957
2023-03-25,RAKE_00336,21:28,59,AVAILABLE,42.96349955950624
2023-03-25,RAKE_00337,12:57,58,AVAILABLE,25.243701416752312
2023-03-25,RAKE_00338,09:37,58,AVAILABLE,19.735675257215497
2023-03-25,RAKE_00339,03:29,59,AVAILABLE,41.613112247699846
2023-03-26,RAKE_00340,01:34,58,MAINTENANCE,28.011265842823043
2023-03-26,RAKE_00341,16:50,58,AVAILABLE,18.53717664874615
2023-03-26,RAKE_00342,18:32,58,UNDER_LOADING,38.18180783520909
2023-03-26,RAKE_00343,06:07,59,AVAILABLE,27.314693520722543
2023-03-26,RAKE_00344,21:26,59,MAINTENANCE,40.47655473625248
2023-03-26,RAKE_00345,18:26,59,AVAILABLE,34.633447586893304
2023-03-27,RAKE_00346,02:19,59,AVAILABLE,19.914851528448548
2023-03-27,RAKE_00347,12:24,59,AVAILABLE,41.83478126313386
2023-03-27,RAKE_00348,16:34,58,AVAILABLE,39.19573169157049
2023-03-28,RAKE_00349,10:41,59,AVAILABLE,34.70605913378044
2023-03-28,RAKE_00350,12:40,59,AVAILABLE,20.79726471393513
2023-03-28,RAKE_00351,17:55,59,AVAILABLE,25.29879979058028
2023-03-29,RAKE_00352,08:04,59,AVAILABLE,23.518713236114316
2023-03-29,RAKE_00353,19:07,58,UNDER_LOADING,29.77575091556289
2023-03-29,RAKE_00354,04:49,59,AVAILABLE,34.46317467280209
2023-03-29,RAKE_00355,07:00,59,AVAILABLE,44.55664906598767
2023-03-30,RAKE_00356,20:05,59,AVAILABLE,46.13918054464456
2023-03-30,RAKE_00357,06:57,58,UNDER_LOADING,40.72381893905515
2023-03-30,RAKE_00358,12:26,58,UNDER_LOADING,22.86648290230771
2023-03-31,RAKE_00359,15:50,59,AVAILABLE,28.200368506021782
2023-03-31,RAKE_00360,11:18,58,AVAILABLE,34.73341433781705
2023-03-31,RAKE_00361,06:52,58,MAINTENANCE,36.67696763681949
2023-03-31,RAKE_00362,10:22,59,AVAILABLE,26.702318094432407
2023-03-31,RAKE_00363,18:25,59,AVAILABLE,26.249436955241414
2023-03-31,RAKE_00364,05:53,58,AVAILABLE,44.1767493864842
2023-04-01,RAKE_00365,08:46,58,AVAILABLE,41.85640108844584
2023-04-01,RAKE_00366,05:36,58,MAINTENANCE,30.920089469195254
2023-04-01,RAKE_00367,05:39,59,AVAILABLE,33.54084665317072
2023-04-01,RAKE_00368,05:48,58,AVAILABLE,32.19778265782615
2023-04-01,RAKE_00369,13:25,59,AVAILABLE,46.904766171987205
2023-04-02,RAKE_00370,08:43,59,MAINTENANCE,43.539619682533115
2023-04-02,RAKE_00371,18:53,59,AVAILABLE,40.99780944397969
