date,material_type,opening_stock_tonnes,production_tonnes,dispatched_tonnes,closing_stock_tonnes
2023-01-08,Plates,153710.19781263173,25443.824988448825,1847.9973967159642,153710.19781263173
2023-01-08,Wire_Rods,155883.19978448685,15372.645908961349,2354.6759500032545,155883.19978448685
2023-01-08,TMT_Bars,137846.8787697708,20273.81601686737,2043.360065026873,137846.8787697708
2023-01-08,Pig_Iron,146340.67376849995,15994.076568511617,1223.2831430767303,146340.67376849995
2023-01-08,Billets,150918.09758048307,18827.55165665303,2591.730609538637,150918.09758048307
2023-01-09,HR_Coils,170236.55559460545,21581.68646294507,2128.7511605058644,170236.55559460545
2023-01-09,CR_Coils,158129.01101171324,16797.644528238234,2591.691115747777,158129.01101171324
2023-01-09,Plates,169981.670531147,17581.29659925022,1309.8238807349317,169981.670531147
2023-01-09,Wire_Rods,173968.57487101498,20162.08940012969,2076.714313601551,173968.57487101498
2023-01-09,TMT_Bars,157155.17457168162,21841.54434633665,2533.2485444258255,157155.17457168162
2023-01-09,Pig_Iron,165233.10353555123,21869.038902232875,2976.6091351815967,165233.10353555123
2023-01-09,Billets,166643.53833979147,18494.23531207894,2768.7945527705174,166643.53833979147
2023-01-10,HR_Coils,184544.06074734463,17036.204406860452,2728.6992541212785,184544.06074734463
2023-01-10,CR_Coils,170329.19021237496,13695.099476954527,1494.920276292796,170329.19021237496
2023-01-10,Plates,184664.44230701606,17358.74097928714,2675.969203418095,184664.44230701606
2023-01-10,Wire_Rods,189324.99250152937,16694.98018560033,1338.562555085926,189324.99250152937
2023-01-10,TMT_Bars,176885.11058455444,21126.151341969664,1396.2153290968672,176885.11058455444
2023-01-10,Pig_Iron,183818.30819295294,19805.438144888656,1220.2334874869441,183818.30819295294
2023-01-10,Billets,185686.91949404276,21758.574215678844,2715.1930614275743,185686.91949404276
2023-01-11,HR_Coils,201790.79034994892,18463.238595506944,1216.5089929026374,201790.79034994892
2023-01-11,CR_Coils,186713.47271426927,17660.505461384328,1276.22295949002,186713.47271426927
2023-01-11,Plates,197579.12799374692,14406.459986895647,1491.7743001647716,197579.12799374692
2023-01-11,Wire_Rods,208580.67940444069,21401.011721152605,2145.324818241282,208580.67940444069
2023-01-11,TMT_Bars,195291.7607856992,21167.010571745588,2760.360370600806,195291.7607856992
2023-01-11,Pig_Iron,204950.25707479913,22968.405192357313,1836.4563105111363,204950.25707479913
2023-01-11,Billets,205144.1884854089,21549.840889749736,2092.5718983835704,205144.1884854089
2023-01-12,HR_Coils,217959.90511238188,17502.09356234747,1332.978799914506,217959.90511238188
2023-01-12,CR_Coils,203418.2712863596,18236.690283885928,1531.8917117955832,203418.2712863596
2023-01-12,Plates,221229.84384235402,24918.567373578633,1267.85152497155,221229.84384235402
2023-01-12,Wire_Rods,221627.1817543268,14866.340039620307,1819.8376897341795,221627.1817543268
2023-01-12,TMT_Bars,214793.11171111607,21682.02224277323,2180.671317356385,214793.11171111607
2023-01-12,Pig_Iron,221232.21725725784,17849.99924252564,1568.0390600669084,221232.21725725784
2023-01-12,Billets,224928.61488833503,22476.418114075692,2691.991711149585,224928.61488833503
2023-01-13,HR_Coils,235639.01264201888,20641.584231650242,2962.4767020132686,235639.01264201888
2023-01-13,CR_Coils,219815.85191887442,17637.890337143956,1240.309704629162,219815.85191887442
2023-01-13,Plates,244259.99363600393,24065.86990568057,1035.7201120306484,244259.99363600393
2023-01-13,Wire_Rods,240269.49836314644,21221.8704236092,2579.5538147895677,240269.49836314644
2023-01-13,TMT_Bars,236445.0849098865,23033.258554377135,1381.2853556066898,236445.0849098865
2023-01-13,Pig_Iron,239299.43372590395,19773.509653967827,1706.293185321718,239299.43372590395
2023-01-13,Billets,239073.14954551295,15932.997093729533,1788.4624365516206,239073.14954551295
2023-01-14,HR_Coils,252536.63885699568,19730.824992778682,2833.1987778018893,252536.63885699568
2023-01-14,CR_Coils,238426.40782288602,20928.23233554393,2317.676431532324,238426.40782288602
2023-01-14,Plates,267095.9692251547,23917.194569756575,1081.2189806057816,267095.9692251547
2023-01-14,Wire_Rods,260338.10976191505,21098.23188019693,1029.6204814283092,260338.10976191505
2023-01-14,TMT_Bars,250510.89045752923,15464.941742703275,1399.1361950605603,250510.89045752923
2023-01-14,Pig_Iron,258791.1914270788,21128.101582920255,1636.3438817454228,258791.1914270788
2023-01-14,Billets,254121.7188298271,17017.61695248734,1969.047668173198,254121.7188298271
2023-01-15,HR_Coils,266752.1462191208,16891.186186742863,2675.678824617711,266752.1462191208
2023-01-15,CR_Coils,256645.371427217,19848.599116400495,1629.6355120695189,256645.371427217
2023-01-15,Plates,285695.96038219484,20353.06559558342,1753.0744385433104,285695.96038219484
2023-01-15,Wire_Rods,278393.68791545375,19714.25401355805,1658.6758600193152,278393.68791545375
2023-01-15,TMT_Bars,273370.04773496906,23877.087949505632,1017.9306720658112,273370.04773496906
2023-01-15,Pig_Iron,280462.2648221095,24581.47647326694,2910.4030782362397,280462.2648221095
2023-01-15,Billets,268003.242072575,15159.515011020905,1277.9917682729476,268003.242072575
2023-01-16,HR_Coils,287573.28507782705,22396.473815112735,1575.334956406494,287573.28507782705
2023-01-16,CR_Coils,276770.21510447987,21383.450281455716,1258.6066041928837,276770.21510447987
2023-01-16,Plates,301979.86594929866,18264.991879417244,1981.0863123134452,301979.86594929866
2023-01-16,Wire_Rods,292763.7795040778,17234.42381850903,2864.332229884998,292763.7795040778
2023-01-16,TMT_Bars,295493.9404959696,23325.294196251525,1201.4014352509726,295493.9404959696
2023-01-16,Pig_Iron,297223.7295601857,18643.25858525323,1881.7938471769921,297223.7295601857
2023-01-16,Billets,290947.8276159607,23989.33523492881,1044.7496915431568,290947.8276159607
2023-01-17,HR_Coils,304306.571999213,19275.08336415831,2541.7964427722964,304306.571999213
2023-01-17,CR_Coils,291992.91856644885,17505.15574907786,2282.45228710885,291992.91856644885
2023-01-17,Plates,319540.3923498614,19959.923727977035,2399.3973274143004,319540.3923498614
2023-01-17,Wire_Rods,305966.9527088297,15147.845926543385,1944.6727217914654,305966.9527088297
2023-01-17,TMT_Bars,312230.95228361903,19552.277846762205,2815.2660591128115,312230.95228361903
2023-01-17,Pig_Iron,320476.077422519,25071.462764078544,1819.114901745219,320476.077422519
2023-01-17,Billets,313418.5357164474,24498.878250060894,2028.170149574154,313418.5357164474
2023-01-18,HR_Coils,323305.69687960175,21389.703324930008,2390.5784445412587,323305.69687960175
2023-01-18,CR_Coils,309712.76391812216,19760.966633864242,2041.1212821909198,309712.76391812216
2023-01-18,Plates,336138.45126794075,17976.730213912015,1378.671295832656,336138.45126794075
2023-01-18,Wire_Rods,320302.48117558175,15969.669702841842,1634.141236089824,320302.48117558175
2023-01-18,TMT_Bars,333165.20483249245,22118.841485151057,1184.5889362776106,333165.20483249245
2023-01-18,Pig_Iron,338301.226180184,19690.3757520996,1865.2269944345956,338301.226180184
2023-01-18,Billets,330709.0982804956,19509.34675022088,2218.784186172656,330709.0982804956
2023-01-19,HR_Coils,336976.7065779783,14908.0695869148,1237.0598885382813,336976.7065779783
2023-01-19,CR_Coils,328389.6273154156,20938.037640233706,2261.174242940258,328389.6273154156
2023-01-19,Plates,350860.20201747376,17507.49502903724,2785.744279504219,350860.20201747376
2023-01-19,Wire_Rods,337115.67231066123,18488.638601050527,1675.4474659710393,337115.67231066123
2023-01-19,TMT_Bars,353083.14399955736,21362.005359502582,1444.0661924376398,353083.14399955736
2023-01-19,Pig_Iron,352639.30005287885,17124.086000378637,2786.0121276838063,352639.30005287885
2023-01-19,Billets,349135.1722867655,20809.964478064987,2383.8904717950973,349135.1722867655
2023-01-20,HR_Coils,355088.0187376528,19322.101895787615,1210.7897361131077,355088.0187376528
2023-01-20,CR_Coils,346366.63464614254,19793.23123485042,1816.2239041234648,346366.63464614254
2023-01-20,Plates,366733.5021688794,18221.479350914735,2348.1791995090975,366733.5021688794
2023-01-20,Wire_Rods,354351.5771950858,19384.6726343755,2148.7677499509095,354351.5771950858
2023-01-20,TMT_Bars,370602.06659523054,19756.01683437297,2237.094238699746,370602.06659523054
2023-01-20,Pig_Iron,369279.9905812549,18774.960876323883,2134.2703479478523,369279.9905812549
2023-01-20,Billets,364942.1433398613,18403.0937837056,2596.122730609781,364942.1433398613
2023-01-21,HR_Coils,375690.8222975096,22243.657473450738,1640.8539135939573,375690.8222975096
2023-01-21,CR_Coils,365336.3094697984,21386.599519454558,2416.924695798726,365336.3094697984
2023-01-21,Plates,389583.52033621137,25832.177052320534,2982.1588849885684,389583.52033621137
2023-01-21,Wire_Rods,372919.19329253584,20347.533813012345,1779.9177155623606,372919.19329253584
2023-01-21,TMT_Bars,388383.87876796565,20363.908801844704,2582.096629109586,388383.87876796565
2023-01-21,Pig_Iron,386705.82494860364,18918.052841621116,1492.218474272342,386705.82494860364
2023-01-21,Billets,384441.11486924475,21062.76495395151,1563.7934245680985,384441.11486924475
2023-01-22,HR_Coils,394749.4166905927,21928.32214145019,2869.727748367086,394749.4166905927
2023-01-22,CR_Coils,385150.3742864796,20865.9415291786,1051.8767124973776,385150.3742864796
2023-01-22,Plates,409080.40011392743,20931.734467437716,1434.8546897216586,409080.40011392743
2023-01-22,Wire_Rods,393057.18092563155,22103.829028719687,1965.841395624006,393057.18092563155
2023-01-22,TMT_Bars,399388.84511601186,12808.66159145458,1803.6952434083728,399388.84511601186
2023-01-22,Pig_Iron,403982.56342318817,19535.0779370546,2258.3394624700622,403982.56342318817
2023-01-22,Billets,407268.74202161294,24213.07125308895,1385.4441007207638,407268.74202161294
2023-01-23,HR_Coils,408598.85984386096,14990.537162005347,1141.0940087370627,408598.85984386096
2023-01-23,CR_Coils,402097.5019956099,18685.794504739806,1738.666795609514,402097.5019956099
2023-01-23,Plates,426173.5574141072,19141.8677844681,2048.710484288362,426173.5574141072
2023-01-23,Wire_Rods,411700.2227285531,20767.045477091393,2124.0036741698227,411700.2227285531
2023-01-23,TMT_Bars,415329.88590636343,18144.027837436523,2202.9870470849337,415329.88590636343
2023-01-23,Pig_Iron,423094.1314678004,21208.89203613534,2097.3239915231097,423094.1314678004
2023-01-23,Billets,423938.51264699077,18161.274567320168,1491.5039419423751,423938.51264699077
2023-01-24,HR_Coils,424490.4016575256,18420.64128560266,2529.0994719380033,424490.4016575256
2023-01-24,CR_Coils,420054.5347387257,19132.593266594562,1175.5605234787972,420054.5347387257
2023-01-24,Plates,448003.69772022567,23226.84806522284,1396.707759104366,448003.69772022567
2023-01-24,Wire_Rods,432315.2726672243,23093.805956709384,2478.756018038228,432315.2726672243
2023-01-24,TMT_Bars,434391.06558993144,20620.63195177855,1559.4522682105035,434391.06558993144
2023-01-24,Pig_Iron,439175.58269997675,18068.398115395175,1986.9468832188104,439175.58269997675
2023-01-24,Billets,441234.90773521515,18950.790569935532,1654.3954817111176,441234.90773521515
2023-01-25,HR_Coils,440829.99905137625,18353.559817082634,2013.9624232320064,440829.99905137625
2023-01-25,CR_Coils,438449.02930572454,20087.806166893566,1693.31159989473,438449.02930572454
2023-01-25,Plates,467931.49956066307,22916.217820249512,2988.415979812101,467931.49956066307
2023-01-25,Wire_Rods,448819.52035707096,18219.20286856295,1714.9551787162932,448819.52035707096
2023-01-25,TMT_Bars,454671.071737461,22534.104982324876,2254.0988347952907,454671.071737461
2023-01-25,Pig_Iron,458213.62015312887,21814.723888453846,2776.686435301755,458213.62015312887
2023-01-25,Billets,461308.31443748844,22349.27669100275,2275.8699887295006,461308.31443748844
2023-01-26,HR_Coils,460514.6701323721,21816.38559121511,2131.714510219217,460514.6701323721
2023-01-26,CR_Coils,453749.7896672709,17439.219271058788,2138.4589095124165,453749.7896672709
2023-01-26,Plates,482280.03896267153,16341.460823855225,1992.921421846771,482280.03896267153
2023-01-26,Wire_Rods,468429.69567152986,22225.33611726785,2615.1608028089104,468429.69567152986
2023-01-26,TMT_Bars,474587.5989539714,21017.375373233164,1100.8481567227639,474587.5989539714
2023-01-26,Pig_Iron,474444.1074748662,19000.74713759603,2770.259815858655,474444.1074748662
2023-01-26,Billets,480096.3045189306,20960.574521933475,2172.5844404912855,480096.3045189306
2023-01-27,HR_Coils,475898.7521205926,18081.828430731926,2697.7464425114968,475898.7521205926
2023-01-27,CR_Coils,473401.36311366316,20672.35885148066,1020.7854050884171,473401.36311366316
2023-01-27,Plates,499851.6969935836,20310.210838835304,2738.5528079232354,499851.6969935836
2023-01-27,Wire_Rods,488274.5372113742,21085.116578190864,1240.2750383465336,488274.5372113742
2023-01-27,TMT_Bars,490559.75117716414,18414.588235977517,2442.4360127847985,490559.75117716414
2023-01-27,Pig_Iron,490400.005090701,17788.940401610445,1833.0427857756874,490400.005090701
2023-01-27,Billets,499119.6052001479,21385.445463413125,2362.144782195849,499119.6052001479
2023-01-28,HR_Coils,491484.7484818219,17842.375836584048,2256.379475354728,491484.7484818219
2023-01-28,CR_Coils,493320.8937516003,21246.323732071603,1326.7930941344837,493320.8937516003
2023-01-28,Plates,519379.69242206326,21557.22295737474,2029.2275288951037,519379.69242206326
2023-01-28,Wire_Rods,506259.7255595456,19539.64929456049,1554.4609463890815,506259.7255595456
2023-01-28,TMT_Bars,507003.0425877768,18564.16509630869,2120.873685696025,507003.0425877768
2023-01-28,Pig_Iron,508031.5312492217,20107.532724626428,2476.006566105688,508031.5312492217
2023-01-28,Billets,518240.4007876947,20283.31241671048,1162.5168291636758,518240.4007876947
2023-01-29,HR_Coils,510379.72443327913,20926.500798519268,2031.5248470620506,510379.72443327913
2023-01-29,CR_Coils,508493.370542648,17407.736432572245,2235.259641524517,508493.370542648
2023-01-29,Plates,537201.6189720719,19412.66145720309,1590.7349071944277,537201.6189720719
2023-01-29,Wire_Rods,522902.74522837705,19549.026634423448,2906.0069655920142,522902.74522837705
2023-01-29,TMT_Bars,524708.50040544,19746.063468676894,2040.6056510136589,524708.50040544
2023-01-29,Pig_Iron,526856.7342247369,20190.237155207033,1365.0341796918656,526856.7342247369
2023-01-29,Billets,539244.6506901826,22219.82642608642,1215.576523598568,539244.6506901826
2023-01-30,HR_Coils,529029.1601122946,20732.754777346116,2083.3190983307313,529029.1601122946
2023-01-30,CR_Coils,527739.9640371482,20997.070256754025,1750.476762253858,527739.9640371482
2023-01-30,Plates,555532.5729489739,19716.04817243873,1385.0941955367693,555532.5729489739
2023-01-30,Wire_Rods,542197.7649263222,20356.41667151658,1061.396973571549,542197.7649263222
2023-01-30,TMT_Bars,537674.9767654632,15099.676520099023,2133.20016007576,537674.9767654632
2023-01-30,Pig_Iron,545922.3080447016,21262.774293632,2197.200473667324,545922.3080447016
2023-01-30,Billets,554238.6976103886,16277.652122569012,1283.605202362937,554238.6976103886
2023-01-31,HR_Coils,546159.6218214614,19333.937808707327,2203.4760995406086,546159.6218214614
2023-01-31,CR_Coils,541593.3211118763,16757.3025841433,2903.945509415197,541593.3211118763
2023-01-31,Plates,574451.5704218153,21875.58869282088,2956.591219979479,574451.5704218153
2023-01-31,Wire_Rods,558583.7995869862,19163.020533777977,2776.9858731140102,558583.7995869862
2023-01-31,TMT_Bars,555157.8297538375,20097.01015004578,2614.157161671481,555157.8297538375
2023-01-31,Pig_Iron,565811.9462569825,21308.37388570756,1418.7356734266625,565811.9462569825
2023-01-31,Billets,576537.9456823434,23612.11843694664,1312.8703649918602,576537.9456823434
2023-02-01,HR_Coils,564015.2447760857,19745.5181591951,1889.8952045707088,564015.2447760857
2023-02-01,CR_Coils,558964.5456911051,19610.488081865937,2239.263502637105,558964.5456911051
2023-02-01,Plates,593858.8956299055,22108.68257610699,2701.357368016756,593858.8956299055
2023-02-01,Wire_Rods,576197.2101277186,19077.33662300607,1463.9260822736032,576197.2101277186
2023-02-01,TMT_Bars,575736.0584612793,22537.524508482413,1959.295801040665,575736.0584612793
2023-02-01,Pig_Iron,581801.3559269862,18284.29015391744,2294.880483913692,581801.3559269862
2023-02-01,Billets,591018.8257088488,16372.067735574175,1891.187709068838,591018.8257088488
2023-02-02,HR_Coils,580309.8418053662,18202.98438343907,1908.3873541585685,580309.8418053662
2023-02-02,CR_Coils,576627.5310976299,19113.21972858142,1450.234322056558,576627.5310976299
2023-02-02,Plates,612897.6167592893,22012.042939205916,2973.321809822152,612897.6167592893
2023-02-02,Wire_Rods,594235.7624711294,19988.938910225614,1950.386566814887,594235.7624711294
2023-02-02,TMT_Bars,594255.4970100058,20584.922439537433,2065.483890810984,594255.4970100058
2023-02-02,Pig_Iron,603595.848445804,23231.61110139136,1437.1185825736582,603595.848445804
2023-02-02,Billets,611195.6022145558,22205.049942370708,2028.2734366636373,611195.6022145558
2023-02-03,HR_Coils,595756.2010876319,16957.058399334317,1510.6991170686135,595756.2010876319
2023-02-03,CR_Coils,593385.1764118628,18162.317816999817,1404.672502766933,593385.1764118628
2023-02-03,Plates,631134.2076279981,19788.035370594727,1551.444501885869,631134.2076279981
2023-02-03,Wire_Rods,609648.7307324081,16418.487558289275,1005.519297010562,609648.7307324081
2023-02-03,TMT_Bars,611697.174736529,19581.979950526584,2140.302224003368,611697.174736529
2023-02-03,Pig_Iron,623630.2121690526,21809.323734294274,1774.9600110456863,623630.2121690526
2023-02-03,Billets,628951.9902926801,20553.766116512066,2797.3780383878607,628951.9902926801
2023-02-04,HR_Coils,615385.3053353006,20710.518594893787,1081.4143472250423,615385.3053353006
2023-02-04,CR_Coils,611548.9254413771,19250.149631225682,1086.4006017115003,611548.9254413771
2023-02-04,Plates,650825.8294355833,22463.368842210428,2771.7470346251666,650825.8294355833
2023-02-04,Wire_Rods,630011.7998432616,21616.358395262214,1253.2892844086825,630011.7998432616
2023-02-04,TMT_Bars,631386.0322963718,20693.177768090784,1004.3202082480036,631386.0322963718
2023-02-04,Pig_Iron,641766.1975731483,19493.813131521783,1357.8277274260276,641766.1975731483
2023-02-04,Billets,643860.0217981031,17555.78385561817,2647.7523501952082,643860.0217981031
2023-02-05,HR_Coils,633960.7884038492,21180.91123406875,2605.4281655202044,633960.7884038492
2023-02-05,CR_Coils,628283.0468956564,18414.38587596621,1680.264421686902,628283.0468956564
2023-02-05,Plates,666398.5880719629,17908.82047089932,2336.061834519704,666398.5880719629
2023-02-05,Wire_Rods,645291.1961903626,17293.895761772674,2014.4994146716554,645291.1961903626
2023-02-05,TMT_Bars,646628.8191557105,18052.256839030557,2809.469979691812,646628.8191557105
2023-02-05,Pig_Iron,665176.6939000607,24523.3432777473,1112.8469508348446,665176.6939000607
2023-02-05,Billets,658739.3291600628,17505.66561943297,2626.3582574732636,658739.3291600628
2023-02-06,HR_Coils,655978.5922288208,23359.001163826477,1341.19733885492,655978.5922288208
2023-02-06,CR_Coils,648880.7812002513,22380.976099458418,1783.2417948635186,648880.7812002513
2023-02-06,Plates,685385.8625405707,20371.188771477362,1383.9143028695316,685385.8625405707
2023-02-06,Wire_Rods,662781.8234780297,19895.856106855466,2405.228819188278,662781.8234780297
2023-02-06,TMT_Bars,667622.7130558329,23350.54625962886,2356.6523595065155,667622.7130558329
2023-02-06,Pig_Iron,683859.1968820769,20778.298185414264,2095.7952033980537,683859.1968820769
2023-02-06,Billets,676406.7143522602,20063.711265804737,2396.3260736073107,676406.7143522602
2023-02-07,HR_Coils,678354.0961617705,24654.633494159047,2279.1295612093477,678354.0961617705
2023-02-07,CR_Coils,666369.998356418,20042.101267535283,2552.884111368536,666369.998356418
2023-02-07,Plates,699687.7815587611,15780.732320771534,1478.8133025810976,699687.7815587611
2023-02-07,Wire_Rods,682407.6522398187,21483.65399167051,1857.825229881441,682407.6522398187
2023-02-07,TMT_Bars,685824.8368737586,19505.376876634175,1303.2530587084575,685824.8368737586
2023-02-07,Pig_Iron,704484.9373993359,22484.92764569938,1859.187128440388,704484.9373993359
2023-02-07,Billets,695320.3396952088,21317.00884578927,2403.3835028406825,695320.3396952088
2023-02-08,HR_Coils,701868.4481462267,25897.13430602492,2382.782321568703,701868.4481462267
2023-02-08,CR_Coils,684097.2299167721,20146.085366943953,2418.8538065898856,684097.2299167721
2023-02-08,Plates,723198.5954663389,25128.348964866425,1617.535057288713,723198.5954663389
2023-02-08,Wire_Rods,698241.8132545074,18158.58896227058,2324.4279475818475,698241.8132545074
2023-02-08,TMT_Bars,704273.8866009752,20183.982366394484,1734.9326391778764,704273.8866009752
2023-02-08,Pig_Iron,716279.3948753701,14683.441568244267,2888.9840922101,716279.3948753701
2023-02-08,Billets,709671.2394218465,16037.63245839833,1686.7327317606776,709671.2394218465
2023-02-09,HR_Coils,718451.4704926832,18789.058814545228,2206.036468088776,718451.4704926832
2023-02-09,CR_Coils,695857.7013387196,14260.76285033179,2500.291428384352,695857.7013387196
2023-02-09,Plates,743913.1210068205,23527.34039853417,2812.814858052682,743913.1210068205
2023-02-09,Wire_Rods,715545.5511421785,19179.595094578875,1875.8572069078218,715545.5511421785
2023-02-09,TMT_Bars,717386.602783941,14833.686399382299,1720.970216416536,717386.602783941
2023-02-09,Pig_Iron,735114.3926904353,20695.05416569839,1860.056350633178,735114.3926904353
2023-02-09,Billets,727322.8766607166,19299.029941969664,1647.3927030995617,727322.8766607166
2023-02-10,HR_Coils,736511.1259539396,20367.50444139095,2307.8489801346277,736511.1259539396
2023-02-10,CR_Coils,712136.4461498547,19144.178339152266,2865.433528017168,712136.4461498547
2023-02-10,Plates,762980.6248937914,20319.6458999497,1252.1420129787334,762980.6248937914
2023-02-10,Wire_Rods,730824.4609964972,17400.75398385898,2121.8441295403136,730824.4609964972
2023-02-10,TMT_Bars,737201.9763699131,22610.671036692773,2795.297450720662,737201.9763699131
2023-02-10,Pig_Iron,758528.3049193831,24614.14131825983,1200.229089312035,758528.3049193831
2023-02-10,Billets,747302.0442379828,21966.89839879874,1987.7308215325618,747302.0442379828
2023-02-11,HR_Coils,753076.5218386269,19295.855076408196,2730.4591917208922,753076.5218386269
2023-02-11,CR_Coils,726552.6668654783,17217.125139047792,2800.9044234241646,726552.6668654783
2023-02-11,Plates,782083.2106447195,21131.290073234035,2028.7043223058329,782083.2106447195
2023-02-11,Wire_Rods,748284.2407087495,18509.683481187763,1049.903768935435,748284.2407087495
2023-02-11,TMT_Bars,756500.222015535,20509.52400247756,1211.2783568556433,756500.222015535
2023-02-11,Pig_Iron,777059.0988634756,20704.227434575027,2173.4334904824673,777059.0988634756
2023-02-11,Billets,762088.9604606584,16034.633435608293,1247.71721293269,762088.9604606584
2023-02-12,HR_Coils,770033.1935165902,18255.507231785767,1298.8355538225414,770033.1935165902
2023-02-12,CR_Coils,742182.2692259335,18173.8365560194,2544.234195564228,742182.2692259335
2023-02-12,Plates,801543.76383851,21961.93731094156,2501.3841171510007,801543.76383851
2023-02-12,Wire_Rods,765782.9970025802,20184.301812681544,2685.545518850944,765782.9970025802
2023-02-12,TMT_Bars,778158.7694733382,22870.017730815394,1211.4702730122112,778158.7694733382
2023-02-12,Pig_Iron,792812.9510189242,17150.141917642337,1396.2897621936354,792812.9510189242
2023-02-12,Billets,776076.559541969,16653.521941027873,2665.9228597173014,776076.559541969
